event_id,meter_id,event_timestamp,event_type,severity,description
E000000805,107,2026-01-04 10:51:00,meter_reset,medium,meter reset detected
E000000806,481,2026-01-04 05:32:00,connection_lost,high,connection lost detected
E000000807,313,2026-01-04 08:28:00,low_voltage,medium,low voltage detected
E000000808,24,2026-01-04 13:04:00,tamper_alert,high,tamper alert detected
E000000809,77,2026-01-04 06:21:00,low_voltage,medium,low voltage detected
E000000810,26,2026-01-04 21:46:00,connection_lost,high,connection lost detected
E000000811,374,2026-01-04 13:48:00,connection_lost,high,connection lost detected
E000000812,421,2026-01-04 17:03:00,tamper_alert,high,tamper alert detected
E000000813,436,2026-01-04 05:18:00,connection_lost,high,connection lost detected
E000000814,143,2026-01-04 18:07:00,high_voltage,high,high voltage detected
E000000815,418,2026-01-04 03:44:00,high_voltage,high,high voltage detected
E000000816,191,2026-01-04 17:03:00,low_voltage,medium,low voltage detected
E000000817,42,2026-01-04 19:56:00,high_voltage,high,high voltage detected
E000000818,336,2026-01-04 04:12:00,high_voltage,high,high voltage detected
E000000819,350,2026-01-04 04:40:00,firmware_update,low,firmware update detected
E000000820,78,2026-01-04 14:55:00,connection_lost,high,connection lost detected
E000000821,169,2026-01-04 19:27:00,connection_lost,high,connection lost detected
E000000822,484,2026-01-04 14:59:00,high_voltage,high,high voltage detected
E000000823,303,2026-01-04 15:26:00,low_voltage,medium,low voltage detected
E000000824,486,2026-01-04 22:59:00,high_voltage,high,high voltage detected
E000000825,308,2026-01-04 13:30:00,connection_lost,high,connection lost detected
E000000826,403,2026-01-04 22:34:00,connection_lost,high,connection lost detected
E000000827,227,2026-01-04 23:49:00,firmware_update,low,firmware update detected
E000000828,339,2026-01-04 13:43:00,high_voltage,high,high voltage detected
E000000829,64,2026-01-04 00:46:00,tamper_alert,high,tamper alert detected
E000000830,197,2026-01-04 02:06:00,firmware_update,low,firmware update detected
E000000831,192,2026-01-04 14:30:00,connection_lost,high,connection lost detected
E000000832,10,2026-01-04 11:56:00,connection_lost,high,connection lost detected
E000000833,417,2026-01-04 16:41:00,meter_reset,medium,meter reset detected
E000000834,13,2026-01-04 12:17:00,low_voltage,medium,low voltage detected
E000000835,380,2026-01-04 16:07:00,connection_lost,high,connection lost detected
E000000836,311,2026-01-04 12:39:00,high_voltage,high,high voltage detected
E000000837,374,2026-01-04 13:11:00,connection_lost,high,connection lost detected
E000000838,30,2026-01-04 19:38:00,high_voltage,high,high voltage detected
E000000839,321,2026-01-04 16:09:00,firmware_update,low,firmware update detected
E000000840,273,2026-01-04 15:58:00,connection_lost,high,connection lost detected
E000000841,432,2026-01-04 04:56:00,low_voltage,medium,low voltage detected
E000000842,2,2026-01-04 21:28:00,low_voltage,medium,low voltage detected
E000000843,183,2026-01-04 23:17:00,meter_reset,medium,meter reset detected
E000000844,481,2026-01-04 08:15:00,connection_lost,high,connection lost detected
E000000845,22,2026-01-04 00:33:00,connection_lost,high,connection lost detected
E000000846,8,2026-01-04 14:08:00,connection_lost,high,connection lost detected
E000000847,389,2026-01-04 21:15:00,firmware_update,low,firmware update detected
E000000848,106,2026-01-04 19:47:00,low_voltage,medium,low voltage detected
E000000849,339,2026-01-04 20:25:00,firmware_update,low,firmware update detected
E000000850,348,2026-01-04 06:34:00,firmware_update,low,firmware update detected
E000000851,68,2026-01-04 19:45:00,low_voltage,medium,low voltage detected
E000000852,309,2026-01-04 23:48:00,connection_lost,high,connection lost detected
E000000853,192,2026-01-04 16:01:00,low_voltage,medium,low voltage detected
E000000854,231,2026-01-04 09:26:00,tamper_alert,high,tamper alert detected
E000000855,355,2026-01-04 03:03:00,connection_lost,high,connection lost detected
E000000856,284,2026-01-04 23:35:00,firmware_update,low,firmware update detected
E000000857,259,2026-01-04 19:54:00,firmware_update,low,firmware update detected
E000000858,314,2026-01-04 17:01:00,low_voltage,medium,low voltage detected
E000000859,232,2026-01-04 11:12:00,high_voltage,high,high voltage detected
E000000860,483,2026-01-04 00:39:00,firmware_update,low,firmware update detected
E000000861,321,2026-01-04 21:15:00,low_voltage,medium,low voltage detected
E000000862,428,2026-01-04 02:12:00,low_voltage,medium,low voltage detected
E000000863,136,2026-01-04 07:50:00,connection_lost,high,connection lost detected
E000000864,214,2026-01-04 02:42:00,connection_lost,high,connection lost detected
E000000865,285,2026-01-04 11:55:00,low_voltage,medium,low voltage detected
E000000866,241,2026-01-04 18:44:00,connection_lost,high,connection lost detected
E000000867,475,2026-01-04 03:49:00,meter_reset,medium,meter reset detected
E000000868,443,2026-01-04 02:47:00,connection_lost,high,connection lost detected
E000000869,416,2026-01-04 14:23:00,connection_lost,high,connection lost detected
E000000870,151,2026-01-04 19:55:00,firmware_update,low,firmware update detected
E000000871,487,2026-01-04 05:25:00,firmware_update,low,firmware update detected
E000000872,71,2026-01-04 21:36:00,meter_reset,medium,meter reset detected
E000000873,267,2026-01-04 01:08:00,meter_reset,medium,meter reset detected
E000000874,406,2026-01-04 16:29:00,firmware_update,low,firmware update detected
E000000875,175,2026-01-04 15:19:00,meter_reset,medium,meter reset detected
E000000876,388,2026-01-04 17:13:00,firmware_update,low,firmware update detected
E000000877,406,2026-01-04 19:03:00,firmware_update,low,firmware update detected
E000000878,475,2026-01-04 17:27:00,low_voltage,medium,low voltage detected
E000000879,131,2026-01-04 18:27:00,connection_lost,high,connection lost detected
E000000880,253,2026-01-04 21:35:00,meter_reset,medium,meter reset detected
E000000881,42,2026-01-04 20:54:00,meter_reset,medium,meter reset detected
E000000882,214,2026-01-04 19:17:00,connection_lost,high,connection lost detected
E000000883,246,2026-01-04 01:28:00,firmware_update,low,firmware update detected
E000000884,382,2026-01-04 05:33:00,high_voltage,high,high voltage detected
E000000885,416,2026-01-04 06:10:00,low_voltage,medium,low voltage detected
E000000886,219,2026-01-04 08:10:00,connection_lost,high,connection lost detected
E000000887,403,2026-01-04 09:43:00,high_voltage,high,high voltage detected
E000000888,231,2026-01-04 14:17:00,tamper_alert,high,tamper alert detected
E000000889,353,2026-01-04 10:34:00,connection_lost,high,connection lost detected
E000000890,73,2026-01-04 12:08:00,high_voltage,high,high voltage detected
E000000891,376,2026-01-04 11:31:00,low_voltage,medium,low voltage detected
E000000892,159,2026-01-04 20:56:00,low_voltage,medium,low voltage detected
E000000893,403,2026-01-04 15:40:00,connection_lost,high,connection lost detected
E000000894,441,2026-01-04 14:25:00,meter_reset,medium,meter reset detected
E000000895,461,2026-01-04 11:33:00,connection_lost,high,connection lost detected
E000000896,218,2026-01-04 07:32:00,low_voltage,medium,low voltage detected
E000000897,417,2026-01-04 06:28:00,high_voltage,high,high voltage detected
E000000898,461,2026-01-04 22:09:00,low_voltage,medium,low voltage detected
E000000899,446,2026-01-04 16:21:00,connection_lost,high,connection lost detected
E000000900,109,2026-01-04 16:29:00,firmware_update,low,firmware update detected
E000000901,458,2026-01-04 21:56:00,tamper_alert,high,tamper alert detected
E000000902,287,2026-01-04 13:23:00,connection_lost,high,connection lost detected
E000000903,54,2026-01-04 06:17:00,meter_reset,medium,meter reset detected
E000000904,183,2026-01-04 10:21:00,firmware_update,low,firmware update detected
E000000905,72,2026-01-04 15:12:00,meter_reset,medium,meter reset detected
E000000906,231,2026-01-04 08:39:00,meter_reset,medium,meter reset detected
E000000907,182,2026-01-04 00:46:00,connection_lost,high,connection lost detected
E000000908,6,2026-01-04 19:03:00,low_voltage,medium,low voltage detected
E000000909,229,2026-01-04 15:57:00,meter_reset,medium,meter reset detected
E000000910,35,2026-01-04 09:09:00,firmware_update,low,firmware update detected
E000000911,335,2026-01-04 03:18:00,high_voltage,high,high voltage detected
E000000912,445,2026-01-04 19:39:00,firmware_update,low,firmware update detected
E000000913,177,2026-01-04 06:29:00,firmware_update,low,firmware update detected
E000000914,97,2026-01-04 05:46:00,meter_reset,medium,meter reset detected
E000000915,86,2026-01-04 18:52:00,firmware_update,low,firmware update detected
E000000916,40,2026-01-04 10:44:00,meter_reset,medium,meter reset detected
E000000917,375,2026-01-04 23:08:00,meter_reset,medium,meter reset detected
E000000918,497,2026-01-04 05:23:00,meter_reset,medium,meter reset detected
E000000919,454,2026-01-04 07:41:00,high_voltage,high,high voltage detected
E000000920,225,2026-01-04 02:06:00,firmware_update,low,firmware update detected
E000000921,480,2026-01-04 08:45:00,firmware_update,low,firmware update detected
E000000922,311,2026-01-04 03:40:00,connection_lost,high,connection lost detected
E000000923,220,2026-01-04 23:14:00,connection_lost,high,connection lost detected
E000000924,45,2026-01-04 01:46:00,high_voltage,high,high voltage detected
E000000925,169,2026-01-04 14:19:00,low_voltage,medium,low voltage detected
E000000926,460,2026-01-04 22:59:00,meter_reset,medium,meter reset detected
E000000927,71,2026-01-04 10:13:00,connection_lost,high,connection lost detected
E000000928,494,2026-01-04 20:22:00,meter_reset,medium,meter reset detected
E000000929,155,2026-01-04 19:03:00,meter_reset,medium,meter reset detected
E000000930,320,2026-01-04 11:44:00,low_voltage,medium,low voltage detected
E000000931,27,2026-01-04 12:46:00,meter_reset,medium,meter reset detected
E000000932,190,2026-01-04 02:38:00,meter_reset,medium,meter reset detected
E000000933,329,2026-01-04 08:36:00,low_voltage,medium,low voltage detected
E000000934,254,2026-01-04 09:28:00,meter_reset,medium,meter reset detected
E000000935,319,2026-01-04 08:13:00,connection_lost,high,connection lost detected
E000000936,371,2026-01-04 02:56:00,high_voltage,high,high voltage detected
E000000937,488,2026-01-04 17:45:00,low_voltage,medium,low voltage detected
E000000938,301,2026-01-04 06:50:00,connection_lost,high,connection lost detected
E000000939,239,2026-01-04 05:06:00,meter_reset,medium,meter reset detected
E000000940,54,2026-01-04 20:47:00,high_voltage,high,high voltage detected
E000000941,337,2026-01-04 11:25:00,tamper_alert,high,tamper alert detected
E000000942,21,2026-01-04 12:38:00,firmware_update,low,firmware update detected
E000000943,247,2026-01-04 01:25:00,firmware_update,low,firmware update detected
E000000944,101,2026-01-04 00:27:00,connection_lost,high,connection lost detected
E000000945,498,2026-01-04 06:41:00,tamper_alert,high,tamper alert detected
E000000946,346,2026-01-04 06:08:00,connection_lost,high,connection lost detected
E000000947,418,2026-01-04 02:58:00,connection_lost,high,connection lost detected
E000000948,171,2026-01-04 06:34:00,tamper_alert,high,tamper alert detected
E000000949,157,2026-01-04 08:25:00,connection_lost,high,connection lost detected
E000000950,32,2026-01-04 00:22:00,firmware_update,low,firmware update detected
E000000951,406,2026-01-04 20:52:00,firmware_update,low,firmware update detected
E000000952,210,2026-01-04 10:26:00,tamper_alert,high,tamper alert detected
E000000953,275,2026-01-04 00:50:00,high_voltage,high,high voltage detected
E000000954,466,2026-01-04 17:46:00,high_voltage,high,high voltage detected
E000000955,136,2026-01-04 13:35:00,tamper_alert,high,tamper alert detected
E000000956,279,2026-01-04 12:39:00,firmware_update,low,firmware update detected
E000000957,33,2026-01-04 17:19:00,tamper_alert,high,tamper alert detected
E000000958,486,2026-01-04 15:01:00,connection_lost,high,connection lost detected
E000000959,466,2026-01-04 07:55:00,firmware_update,low,firmware update detected
E000000960,356,2026-01-04 17:13:00,low_voltage,medium,low voltage detected
E000000961,318,2026-01-04 16:25:00,low_voltage,medium,low voltage detected
E000000962,200,2026-01-04 03:27:00,connection_lost,high,connection lost detected
E000000963,318,2026-01-04 03:46:00,connection_lost,high,connection lost detected
E000000964,73,2026-01-04 22:45:00,meter_reset,medium,meter reset detected
E000000965,440,2026-01-04 17:44:00,low_voltage,medium,low voltage detected
E000000966,439,2026-01-04 16:14:00,connection_lost,high,connection lost detected
E000000967,392,2026-01-04 21:13:00,meter_reset,medium,meter reset detected
E000000968,24,2026-01-04 16:44:00,high_voltage,high,high voltage detected
E000000969,155,2026-01-04 03:52:00,high_voltage,high,high voltage detected
E000000970,500,2026-01-04 13:01:00,low_voltage,medium,low voltage detected
E000000971,201,2026-01-04 14:51:00,connection_lost,high,connection lost detected
E000000972,326,2026-01-04 16:58:00,firmware_update,low,firmware update detected
E000000973,437,2026-01-04 18:41:00,low_voltage,medium,low voltage detected
E000000974,212,2026-01-04 10:28:00,firmware_update,low,firmware update detected
E000000975,319,2026-01-04 13:43:00,high_voltage,high,high voltage detected
E000000976,482,2026-01-04 05:14:00,firmware_update,low,firmware update detected
E000000977,265,2026-01-04 17:37:00,meter_reset,medium,meter reset detected
E000000978,70,2026-01-04 09:54:00,connection_lost,high,connection lost detected
E000000979,137,2026-01-04 23:53:00,low_voltage,medium,low voltage detected
E000000980,440,2026-01-04 10:43:00,connection_lost,high,connection lost detected
E000000981,158,2026-01-04 06:56:00,low_voltage,medium,low voltage detected
E000000982,445,2026-01-04 08:47:00,high_voltage,high,high voltage detected
E000000983,462,2026-01-04 09:12:00,firmware_update,low,firmware update detected
E000000984,284,2026-01-04 10:59:00,low_voltage,medium,low voltage detected
E000000985,309,2026-01-04 04:20:00,connection_lost,high,connection lost detected
E000000986,199,2026-01-04 05:40:00,high_voltage,high,high voltage detected
E000000987,46,2026-01-04 09:08:00,connection_lost,high,connection lost detected
E000000988,478,2026-01-04 21:40:00,meter_reset,medium,meter reset detected
E000000989,127,2026-01-04 18:22:00,high_voltage,high,high voltage detected
E000000990,75,2026-01-04 12:39:00,connection_lost,high,connection lost detected
E000000991,UNK_EVT_20260104_00,2026-99-99 99:99:99,connection_lost,high,connection lost detected
E000000992,273,2026-01-04 03:10:00,connection_lost,high,connection lost detected
E000000993,404,2026-01-04 01:57:00,connection_lost,high,connection lost detected
E000000994,UNK_EVT_20260104_03,2026-01-04 22:41:00,meter_reset,medium,meter reset detected
E000000995,459,2026-99-99 99:99:99,high_voltage,high,high voltage detected
E000000996,87,2026-01-04 03:12:00,high_voltage,high,high voltage detected
E000000997,UNK_EVT_20260104_06,2026-01-04 03:13:00,high_voltage,high,high voltage detected
E000000998,65,2026-01-04 17:53:00,connection_lost,high,connection lost detected
E000000999,344,2026-99-99 99:99:99,firmware_update,low,firmware update detected
E000001000,UNK_EVT_20260104_09,2026-01-04 12:47:00,firmware_update,low,firmware update detected
