event_id,meter_id,event_timestamp,event_type,severity,description
E000000424,38,2026-01-02 16:39:00,meter_reset,medium,meter reset detected
E000000425,349,2026-01-02 20:13:00,connection_lost,high,connection lost detected
E000000426,393,2026-01-02 23:08:00,high_voltage,high,high voltage detected
E000000427,259,2026-01-02 08:37:00,firmware_update,low,firmware update detected
E000000428,250,2026-01-02 07:00:00,low_voltage,medium,low voltage detected
E000000429,491,2026-01-02 20:42:00,connection_lost,high,connection lost detected
E000000430,377,2026-01-02 03:53:00,tamper_alert,high,tamper alert detected
E000000431,479,2026-01-02 09:57:00,low_voltage,medium,low voltage detected
E000000432,459,2026-01-02 03:00:00,connection_lost,high,connection lost detected
E000000433,320,2026-01-02 10:13:00,firmware_update,low,firmware update detected
E000000434,475,2026-01-02 19:03:00,connection_lost,high,connection lost detected
E000000435,28,2026-01-02 07:23:00,low_voltage,medium,low voltage detected
E000000436,244,2026-01-02 18:09:00,meter_reset,medium,meter reset detected
E000000437,26,2026-01-02 18:52:00,high_voltage,high,high voltage detected
E000000438,362,2026-01-02 02:39:00,firmware_update,low,firmware update detected
E000000439,321,2026-01-02 10:04:00,low_voltage,medium,low voltage detected
E000000440,287,2026-01-02 08:21:00,high_voltage,high,high voltage detected
E000000441,229,2026-01-02 18:14:00,meter_reset,medium,meter reset detected
E000000442,175,2026-01-02 02:47:00,meter_reset,medium,meter reset detected
E000000443,239,2026-01-02 09:19:00,connection_lost,high,connection lost detected
E000000444,117,2026-01-02 07:06:00,connection_lost,high,connection lost detected
E000000445,290,2026-01-02 19:51:00,connection_lost,high,connection lost detected
E000000446,31,2026-01-02 11:44:00,connection_lost,high,connection lost detected
E000000447,379,2026-01-02 06:05:00,connection_lost,high,connection lost detected
E000000448,153,2026-01-02 16:23:00,high_voltage,high,high voltage detected
E000000449,246,2026-01-02 16:37:00,firmware_update,low,firmware update detected
E000000450,97,2026-01-02 04:05:00,high_voltage,high,high voltage detected
E000000451,379,2026-01-02 20:33:00,low_voltage,medium,low voltage detected
E000000452,118,2026-01-02 05:21:00,meter_reset,medium,meter reset detected
E000000453,419,2026-01-02 00:09:00,meter_reset,medium,meter reset detected
E000000454,242,2026-01-02 13:57:00,low_voltage,medium,low voltage detected
E000000455,145,2026-01-02 17:02:00,connection_lost,high,connection lost detected
E000000456,79,2026-01-02 16:21:00,firmware_update,low,firmware update detected
E000000457,371,2026-01-02 10:31:00,high_voltage,high,high voltage detected
E000000458,321,2026-01-02 10:39:00,low_voltage,medium,low voltage detected
E000000459,199,2026-01-02 21:58:00,high_voltage,high,high voltage detected
E000000460,222,2026-01-02 02:49:00,tamper_alert,high,tamper alert detected
E000000461,488,2026-01-02 17:30:00,connection_lost,high,connection lost detected
E000000462,392,2026-01-02 08:57:00,meter_reset,medium,meter reset detected
E000000463,421,2026-01-02 18:42:00,connection_lost,high,connection lost detected
E000000464,191,2026-01-02 08:11:00,tamper_alert,high,tamper alert detected
E000000465,47,2026-01-02 01:36:00,low_voltage,medium,low voltage detected
E000000466,355,2026-01-02 04:15:00,firmware_update,low,firmware update detected
E000000467,456,2026-01-02 19:46:00,high_voltage,high,high voltage detected
E000000468,378,2026-01-02 14:46:00,firmware_update,low,firmware update detected
E000000469,53,2026-01-02 16:46:00,meter_reset,medium,meter reset detected
E000000470,244,2026-01-02 13:54:00,meter_reset,medium,meter reset detected
E000000471,234,2026-01-02 10:20:00,low_voltage,medium,low voltage detected
E000000472,183,2026-01-02 18:06:00,firmware_update,low,firmware update detected
E000000473,192,2026-01-02 09:20:00,low_voltage,medium,low voltage detected
E000000474,82,2026-01-02 21:12:00,connection_lost,high,connection lost detected
E000000475,251,2026-01-02 11:45:00,low_voltage,medium,low voltage detected
E000000476,264,2026-01-02 09:48:00,meter_reset,medium,meter reset detected
E000000477,446,2026-01-02 16:27:00,connection_lost,high,connection lost detected
E000000478,241,2026-01-02 10:55:00,connection_lost,high,connection lost detected
E000000479,267,2026-01-02 03:57:00,low_voltage,medium,low voltage detected
E000000480,132,2026-01-02 10:01:00,low_voltage,medium,low voltage detected
E000000481,434,2026-01-02 20:41:00,connection_lost,high,connection lost detected
E000000482,342,2026-01-02 21:48:00,tamper_alert,high,tamper alert detected
E000000483,145,2026-01-02 13:32:00,connection_lost,high,connection lost detected
E000000484,252,2026-01-02 14:58:00,high_voltage,high,high voltage detected
E000000485,288,2026-01-02 12:48:00,connection_lost,high,connection lost detected
E000000486,359,2026-01-02 05:34:00,connection_lost,high,connection lost detected
E000000487,427,2026-01-02 05:17:00,connection_lost,high,connection lost detected
E000000488,61,2026-01-02 13:04:00,firmware_update,low,firmware update detected
E000000489,259,2026-01-02 22:15:00,connection_lost,high,connection lost detected
E000000490,118,2026-01-02 03:55:00,connection_lost,high,connection lost detected
E000000491,UNK_EVT_20260102_00,2026-99-99 99:99:99,low_voltage,medium,low voltage detected
E000000492,312,2026-01-02 16:27:00,high_voltage,high,high voltage detected
E000000493,320,2026-01-02 17:35:00,connection_lost,high,connection lost detected
E000000494,UNK_EVT_20260102_03,2026-01-02 19:30:00,firmware_update,low,firmware update detected
E000000495,439,2026-99-99 99:99:99,firmware_update,low,firmware update detected
E000000496,34,2026-01-02 00:57:00,high_voltage,high,high voltage detected
E000000497,UNK_EVT_20260102_06,2026-01-02 12:20:00,high_voltage,high,high voltage detected
E000000498,362,2026-01-02 12:35:00,high_voltage,high,high voltage detected
E000000499,108,2026-99-99 99:99:99,low_voltage,medium,low voltage detected
E000000500,UNK_EVT_20260102_09,2026-01-02 06:02:00,connection_lost,high,connection lost detected
