event_id,meter_id,event_timestamp,event_type,severity,description
E000000033,457,2026-01-01 04:35:00,tamper_alert,high,tamper alert detected
E000000034,348,2026-01-01 17:12:00,high_voltage,high,high voltage detected
E000000035,481,2026-01-01 20:04:00,connection_lost,high,connection lost detected
E000000036,93,2026-01-01 13:59:00,high_voltage,high,high voltage detected
E000000037,154,2026-01-01 14:51:00,connection_lost,high,connection lost detected
E000000038,429,2026-01-01 00:07:00,high_voltage,high,high voltage detected
E000000039,88,2026-01-01 01:47:00,high_voltage,high,high voltage detected
E000000040,333,2026-01-01 13:54:00,low_voltage,medium,low voltage detected
E000000041,114,2026-01-01 18:55:00,firmware_update,low,firmware update detected
E000000042,278,2026-01-01 05:49:00,meter_reset,medium,meter reset detected
E000000043,215,2026-01-01 17:01:00,tamper_alert,high,tamper alert detected
E000000044,97,2026-01-01 21:42:00,low_voltage,medium,low voltage detected
E000000045,283,2026-01-01 21:38:00,low_voltage,medium,low voltage detected
E000000046,384,2026-01-01 06:38:00,low_voltage,medium,low voltage detected
E000000047,475,2026-01-01 16:36:00,connection_lost,high,connection lost detected
E000000048,76,2026-01-01 05:19:00,connection_lost,high,connection lost detected
E000000049,91,2026-01-01 10:26:00,meter_reset,medium,meter reset detected
E000000050,45,2026-01-01 01:44:00,low_voltage,medium,low voltage detected
E000000051,57,2026-01-01 09:31:00,low_voltage,medium,low voltage detected
E000000052,452,2026-01-01 08:11:00,meter_reset,medium,meter reset detected
E000000053,493,2026-01-01 22:12:00,connection_lost,high,connection lost detected
E000000054,265,2026-01-01 13:34:00,connection_lost,high,connection lost detected
E000000055,101,2026-01-01 22:25:00,firmware_update,low,firmware update detected
E000000056,411,2026-01-01 21:51:00,meter_reset,medium,meter reset detected
E000000057,141,2026-01-01 20:14:00,low_voltage,medium,low voltage detected
E000000058,338,2026-01-01 13:43:00,low_voltage,medium,low voltage detected
E000000059,87,2026-01-01 23:32:00,connection_lost,high,connection lost detected
E000000060,376,2026-01-01 13:47:00,firmware_update,low,firmware update detected
E000000061,277,2026-01-01 06:45:00,firmware_update,low,firmware update detected
E000000062,458,2026-01-01 12:13:00,tamper_alert,high,tamper alert detected
E000000063,301,2026-01-01 10:28:00,firmware_update,low,firmware update detected
E000000064,233,2026-01-01 15:45:00,firmware_update,low,firmware update detected
E000000065,290,2026-01-01 07:46:00,connection_lost,high,connection lost detected
E000000066,161,2026-01-01 21:51:00,firmware_update,low,firmware update detected
E000000067,140,2026-01-01 22:53:00,connection_lost,high,connection lost detected
E000000068,316,2026-01-01 11:34:00,firmware_update,low,firmware update detected
E000000069,435,2026-01-01 15:46:00,low_voltage,medium,low voltage detected
E000000070,159,2026-01-01 13:44:00,connection_lost,high,connection lost detected
E000000071,368,2026-01-01 02:43:00,firmware_update,low,firmware update detected
E000000072,476,2026-01-01 22:40:00,low_voltage,medium,low voltage detected
E000000073,291,2026-01-01 23:53:00,tamper_alert,high,tamper alert detected
E000000074,486,2026-01-01 02:23:00,high_voltage,high,high voltage detected
E000000075,442,2026-01-01 22:48:00,tamper_alert,high,tamper alert detected
E000000076,115,2026-01-01 04:27:00,high_voltage,high,high voltage detected
E000000077,348,2026-01-01 07:15:00,meter_reset,medium,meter reset detected
E000000078,227,2026-01-01 10:56:00,low_voltage,medium,low voltage detected
E000000079,166,2026-01-01 12:59:00,connection_lost,high,connection lost detected
E000000080,449,2026-01-01 12:05:00,connection_lost,high,connection lost detected
E000000081,222,2026-01-01 17:26:00,tamper_alert,high,tamper alert detected
E000000082,27,2026-01-01 20:10:00,firmware_update,low,firmware update detected
E000000083,32,2026-01-01 16:59:00,connection_lost,high,connection lost detected
E000000084,364,2026-01-01 04:08:00,connection_lost,high,connection lost detected
E000000085,257,2026-01-01 08:42:00,high_voltage,high,high voltage detected
E000000086,86,2026-01-01 15:51:00,low_voltage,medium,low voltage detected
E000000087,248,2026-01-01 13:27:00,connection_lost,high,connection lost detected
E000000088,258,2026-01-01 16:12:00,high_voltage,high,high voltage detected
E000000089,404,2026-01-01 01:53:00,meter_reset,medium,meter reset detected
E000000090,416,2026-01-01 18:52:00,connection_lost,high,connection lost detected
E000000091,161,2026-01-01 07:23:00,firmware_update,low,firmware update detected
E000000092,425,2026-01-01 20:44:00,firmware_update,low,firmware update detected
E000000093,371,2026-01-01 13:20:00,high_voltage,high,high voltage detected
E000000094,403,2026-01-01 06:45:00,connection_lost,high,connection lost detected
E000000095,338,2026-01-01 03:07:00,meter_reset,medium,meter reset detected
E000000096,415,2026-01-01 17:29:00,connection_lost,high,connection lost detected
E000000097,492,2026-01-01 08:07:00,meter_reset,medium,meter reset detected
E000000098,76,2026-01-01 13:34:00,firmware_update,low,firmware update detected
E000000099,223,2026-01-01 06:09:00,tamper_alert,high,tamper alert detected
E000000100,346,2026-01-01 12:42:00,tamper_alert,high,tamper alert detected
E000000101,114,2026-01-01 12:59:00,connection_lost,high,connection lost detected
E000000102,7,2026-01-01 19:55:00,firmware_update,low,firmware update detected
E000000103,198,2026-01-01 19:07:00,firmware_update,low,firmware update detected
E000000104,122,2026-01-01 22:29:00,tamper_alert,high,tamper alert detected
E000000105,38,2026-01-01 08:54:00,low_voltage,medium,low voltage detected
E000000106,442,2026-01-01 09:09:00,meter_reset,medium,meter reset detected
E000000107,186,2026-01-01 10:49:00,connection_lost,high,connection lost detected
E000000108,336,2026-01-01 10:34:00,firmware_update,low,firmware update detected
E000000109,101,2026-01-01 02:40:00,meter_reset,medium,meter reset detected
E000000110,144,2026-01-01 22:16:00,high_voltage,high,high voltage detected
E000000111,452,2026-01-01 17:49:00,tamper_alert,high,tamper alert detected
E000000112,260,2026-01-01 04:53:00,connection_lost,high,connection lost detected
E000000113,209,2026-01-01 06:27:00,meter_reset,medium,meter reset detected
E000000114,188,2026-01-01 06:39:00,connection_lost,high,connection lost detected
E000000115,5,2026-01-01 00:44:00,connection_lost,high,connection lost detected
E000000116,374,2026-01-01 19:57:00,firmware_update,low,firmware update detected
E000000117,404,2026-01-01 08:57:00,high_voltage,high,high voltage detected
E000000118,139,2026-01-01 18:22:00,low_voltage,medium,low voltage detected
E000000119,110,2026-01-01 09:51:00,connection_lost,high,connection lost detected
E000000120,264,2026-01-01 13:51:00,firmware_update,low,firmware update detected
E000000121,306,2026-01-01 16:09:00,meter_reset,medium,meter reset detected
E000000122,196,2026-01-01 05:12:00,meter_reset,medium,meter reset detected
E000000123,293,2026-01-01 13:25:00,meter_reset,medium,meter reset detected
E000000124,352,2026-01-01 01:06:00,firmware_update,low,firmware update detected
E000000125,422,2026-01-01 15:42:00,firmware_update,low,firmware update detected
E000000126,40,2026-01-01 11:25:00,meter_reset,medium,meter reset detected
E000000127,151,2026-01-01 04:40:00,firmware_update,low,firmware update detected
E000000128,38,2026-01-01 18:10:00,high_voltage,high,high voltage detected
E000000129,472,2026-01-01 20:40:00,high_voltage,high,high voltage detected
E000000130,440,2026-01-01 05:45:00,firmware_update,low,firmware update detected
E000000131,149,2026-01-01 21:24:00,firmware_update,low,firmware update detected
E000000132,176,2026-01-01 17:00:00,high_voltage,high,high voltage detected
E000000133,146,2026-01-01 08:56:00,connection_lost,high,connection lost detected
E000000134,12,2026-01-01 01:44:00,connection_lost,high,connection lost detected
E000000135,83,2026-01-01 00:24:00,connection_lost,high,connection lost detected
E000000136,162,2026-01-01 13:06:00,meter_reset,medium,meter reset detected
E000000137,423,2026-01-01 12:02:00,low_voltage,medium,low voltage detected
E000000138,370,2026-01-01 19:52:00,meter_reset,medium,meter reset detected
E000000139,451,2026-01-01 22:08:00,tamper_alert,high,tamper alert detected
E000000140,312,2026-01-01 05:48:00,firmware_update,low,firmware update detected
E000000141,432,2026-01-01 00:55:00,low_voltage,medium,low voltage detected
E000000142,159,2026-01-01 02:11:00,connection_lost,high,connection lost detected
E000000143,395,2026-01-01 02:19:00,high_voltage,high,high voltage detected
E000000144,334,2026-01-01 05:50:00,high_voltage,high,high voltage detected
E000000145,413,2026-01-01 20:24:00,connection_lost,high,connection lost detected
E000000146,399,2026-01-01 16:15:00,connection_lost,high,connection lost detected
E000000147,185,2026-01-01 11:53:00,low_voltage,medium,low voltage detected
E000000148,24,2026-01-01 10:58:00,low_voltage,medium,low voltage detected
E000000149,178,2026-01-01 03:20:00,meter_reset,medium,meter reset detected
E000000150,147,2026-01-01 15:30:00,meter_reset,medium,meter reset detected
E000000151,256,2026-01-01 09:20:00,connection_lost,high,connection lost detected
E000000152,24,2026-01-01 06:05:00,meter_reset,medium,meter reset detected
E000000153,402,2026-01-01 04:57:00,firmware_update,low,firmware update detected
E000000154,156,2026-01-01 19:27:00,firmware_update,low,firmware update detected
E000000155,449,2026-01-01 13:57:00,meter_reset,medium,meter reset detected
E000000156,489,2026-01-01 17:42:00,connection_lost,high,connection lost detected
E000000157,72,2026-01-01 15:17:00,connection_lost,high,connection lost detected
E000000158,287,2026-01-01 12:26:00,high_voltage,high,high voltage detected
E000000159,172,2026-01-01 01:49:00,meter_reset,medium,meter reset detected
E000000160,191,2026-01-01 23:28:00,tamper_alert,high,tamper alert detected
E000000161,76,2026-01-01 17:57:00,high_voltage,high,high voltage detected
E000000162,142,2026-01-01 11:44:00,low_voltage,medium,low voltage detected
E000000163,134,2026-01-01 15:39:00,firmware_update,low,firmware update detected
E000000164,58,2026-01-01 21:41:00,firmware_update,low,firmware update detected
E000000165,103,2026-01-01 15:34:00,connection_lost,high,connection lost detected
E000000166,176,2026-01-01 16:08:00,tamper_alert,high,tamper alert detected
E000000167,292,2026-01-01 04:44:00,low_voltage,medium,low voltage detected
E000000168,324,2026-01-01 17:24:00,high_voltage,high,high voltage detected
E000000169,20,2026-01-01 11:40:00,meter_reset,medium,meter reset detected
E000000170,324,2026-01-01 20:05:00,firmware_update,low,firmware update detected
E000000171,418,2026-01-01 00:15:00,high_voltage,high,high voltage detected
E000000172,8,2026-01-01 20:48:00,high_voltage,high,high voltage detected
E000000173,195,2026-01-01 14:04:00,meter_reset,medium,meter reset detected
E000000174,435,2026-01-01 15:04:00,connection_lost,high,connection lost detected
E000000175,351,2026-01-01 19:46:00,firmware_update,low,firmware update detected
E000000176,473,2026-01-01 06:22:00,firmware_update,low,firmware update detected
E000000177,82,2026-01-01 14:16:00,high_voltage,high,high voltage detected
E000000178,270,2026-01-01 01:22:00,high_voltage,high,high voltage detected
E000000179,189,2026-01-01 23:32:00,connection_lost,high,connection lost detected
E000000180,388,2026-01-01 18:37:00,meter_reset,medium,meter reset detected
E000000181,248,2026-01-01 09:08:00,firmware_update,low,firmware update detected
E000000182,149,2026-01-01 16:21:00,meter_reset,medium,meter reset detected
E000000183,350,2026-01-01 17:04:00,firmware_update,low,firmware update detected
E000000184,376,2026-01-01 17:19:00,low_voltage,medium,low voltage detected
E000000185,277,2026-01-01 02:39:00,firmware_update,low,firmware update detected
E000000186,40,2026-01-01 09:01:00,connection_lost,high,connection lost detected
E000000187,431,2026-01-01 18:36:00,low_voltage,medium,low voltage detected
E000000188,293,2026-01-01 05:08:00,meter_reset,medium,meter reset detected
E000000189,422,2026-01-01 17:16:00,firmware_update,low,firmware update detected
E000000190,340,2026-01-01 08:57:00,connection_lost,high,connection lost detected
E000000191,210,2026-01-01 04:45:00,meter_reset,medium,meter reset detected
E000000192,10,2026-01-01 21:55:00,firmware_update,low,firmware update detected
E000000193,215,2026-01-01 16:39:00,meter_reset,medium,meter reset detected
E000000194,94,2026-01-01 04:49:00,high_voltage,high,high voltage detected
E000000195,30,2026-01-01 23:44:00,connection_lost,high,connection lost detected
E000000196,317,2026-01-01 18:55:00,connection_lost,high,connection lost detected
E000000197,221,2026-01-01 17:51:00,meter_reset,medium,meter reset detected
E000000198,149,2026-01-01 08:29:00,connection_lost,high,connection lost detected
E000000199,29,2026-01-01 01:28:00,firmware_update,low,firmware update detected
E000000200,254,2026-01-01 23:18:00,firmware_update,low,firmware update detected
E000000201,221,2026-01-01 19:54:00,tamper_alert,high,tamper alert detected
E000000202,199,2026-01-01 04:32:00,high_voltage,high,high voltage detected
E000000203,498,2026-01-01 02:36:00,low_voltage,medium,low voltage detected
E000000204,258,2026-01-01 16:17:00,firmware_update,low,firmware update detected
E000000205,415,2026-01-01 05:42:00,meter_reset,medium,meter reset detected
E000000206,49,2026-01-01 19:57:00,connection_lost,high,connection lost detected
E000000207,277,2026-01-01 19:41:00,meter_reset,medium,meter reset detected
E000000208,189,2026-01-01 08:50:00,high_voltage,high,high voltage detected
E000000209,85,2026-01-01 19:59:00,low_voltage,medium,low voltage detected
E000000210,337,2026-01-01 12:14:00,low_voltage,medium,low voltage detected
E000000211,40,2026-01-01 06:23:00,firmware_update,low,firmware update detected
E000000212,256,2026-01-01 08:39:00,meter_reset,medium,meter reset detected
E000000213,276,2026-01-01 03:08:00,low_voltage,medium,low voltage detected
E000000214,165,2026-01-01 19:14:00,high_voltage,high,high voltage detected
E000000215,57,2026-01-01 23:52:00,connection_lost,high,connection lost detected
E000000216,220,2026-01-01 13:11:00,connection_lost,high,connection lost detected
E000000217,492,2026-01-01 13:10:00,high_voltage,high,high voltage detected
E000000218,70,2026-01-01 21:48:00,firmware_update,low,firmware update detected
E000000219,122,2026-01-01 20:19:00,firmware_update,low,firmware update detected
E000000220,66,2026-01-01 22:23:00,firmware_update,low,firmware update detected
E000000221,39,2026-01-01 08:14:00,connection_lost,high,connection lost detected
E000000222,3,2026-01-01 15:28:00,meter_reset,medium,meter reset detected
E000000223,456,2026-01-01 17:15:00,connection_lost,high,connection lost detected
E000000224,186,2026-01-01 05:45:00,low_voltage,medium,low voltage detected
E000000225,150,2026-01-01 03:08:00,connection_lost,high,connection lost detected
E000000226,406,2026-01-01 13:26:00,firmware_update,low,firmware update detected
E000000227,205,2026-01-01 14:18:00,low_voltage,medium,low voltage detected
E000000228,493,2026-01-01 20:39:00,tamper_alert,high,tamper alert detected
E000000229,411,2026-01-01 10:46:00,connection_lost,high,connection lost detected
E000000230,9,2026-01-01 17:40:00,low_voltage,medium,low voltage detected
E000000231,270,2026-01-01 10:49:00,connection_lost,high,connection lost detected
E000000232,492,2026-01-01 17:29:00,tamper_alert,high,tamper alert detected
E000000233,132,2026-01-01 04:20:00,connection_lost,high,connection lost detected
E000000234,16,2026-01-01 16:08:00,firmware_update,low,firmware update detected
E000000235,409,2026-01-01 19:24:00,meter_reset,medium,meter reset detected
E000000236,323,2026-01-01 17:11:00,firmware_update,low,firmware update detected
E000000237,332,2026-01-01 07:10:00,meter_reset,medium,meter reset detected
E000000238,302,2026-01-01 10:04:00,connection_lost,high,connection lost detected
E000000239,142,2026-01-01 01:29:00,low_voltage,medium,low voltage detected
E000000240,372,2026-01-01 06:33:00,firmware_update,low,firmware update detected
E000000241,UNK_EVT_20260101_00,2026-99-99 99:99:99,connection_lost,high,connection lost detected
E000000242,253,2026-01-01 21:31:00,firmware_update,low,firmware update detected
E000000243,79,2026-01-01 07:40:00,meter_reset,medium,meter reset detected
E000000244,UNK_EVT_20260101_03,2026-01-01 17:00:00,connection_lost,high,connection lost detected
E000000245,424,2026-99-99 99:99:99,tamper_alert,high,tamper alert detected
E000000246,270,2026-01-01 21:54:00,low_voltage,medium,low voltage detected
E000000247,UNK_EVT_20260101_06,2026-01-01 05:01:00,connection_lost,high,connection lost detected
E000000248,228,2026-01-01 20:33:00,low_voltage,medium,low voltage detected
E000000249,296,2026-99-99 99:99:99,connection_lost,high,connection lost detected
E000000250,UNK_EVT_20260101_09,2026-01-01 22:49:00,connection_lost,high,connection lost detected
