event_id,meter_id,event_timestamp,event_type,severity,description
E000000538,208,2026-01-03 10:18:00,low_voltage,medium,low voltage detected
E000000539,171,2026-01-03 04:47:00,firmware_update,low,firmware update detected
E000000540,10,2026-01-03 18:57:00,meter_reset,medium,meter reset detected
E000000541,31,2026-01-03 22:43:00,tamper_alert,high,tamper alert detected
E000000542,64,2026-01-03 00:00:00,low_voltage,medium,low voltage detected
E000000543,499,2026-01-03 12:15:00,low_voltage,medium,low voltage detected
E000000544,22,2026-01-03 14:05:00,firmware_update,low,firmware update detected
E000000545,19,2026-01-03 21:20:00,connection_lost,high,connection lost detected
E000000546,58,2026-01-03 18:09:00,low_voltage,medium,low voltage detected
E000000547,167,2026-01-03 05:17:00,tamper_alert,high,tamper alert detected
E000000548,435,2026-01-03 21:14:00,low_voltage,medium,low voltage detected
E000000549,329,2026-01-03 02:13:00,connection_lost,high,connection lost detected
E000000550,102,2026-01-03 00:52:00,connection_lost,high,connection lost detected
E000000551,239,2026-01-03 10:15:00,connection_lost,high,connection lost detected
E000000552,401,2026-01-03 13:30:00,firmware_update,low,firmware update detected
E000000553,493,2026-01-03 15:51:00,firmware_update,low,firmware update detected
E000000554,401,2026-01-03 19:26:00,meter_reset,medium,meter reset detected
E000000555,453,2026-01-03 09:00:00,connection_lost,high,connection lost detected
E000000556,177,2026-01-03 17:46:00,high_voltage,high,high voltage detected
E000000557,209,2026-01-03 07:40:00,firmware_update,low,firmware update detected
E000000558,474,2026-01-03 20:32:00,meter_reset,medium,meter reset detected
E000000559,262,2026-01-03 18:39:00,low_voltage,medium,low voltage detected
E000000560,392,2026-01-03 13:07:00,high_voltage,high,high voltage detected
E000000561,102,2026-01-03 02:23:00,low_voltage,medium,low voltage detected
E000000562,293,2026-01-03 03:23:00,meter_reset,medium,meter reset detected
E000000563,286,2026-01-03 05:38:00,tamper_alert,high,tamper alert detected
E000000564,420,2026-01-03 11:19:00,low_voltage,medium,low voltage detected
E000000565,153,2026-01-03 16:16:00,low_voltage,medium,low voltage detected
E000000566,104,2026-01-03 03:59:00,firmware_update,low,firmware update detected
E000000567,417,2026-01-03 19:53:00,meter_reset,medium,meter reset detected
E000000568,1,2026-01-03 04:56:00,connection_lost,high,connection lost detected
E000000569,228,2026-01-03 05:38:00,low_voltage,medium,low voltage detected
E000000570,241,2026-01-03 01:21:00,firmware_update,low,firmware update detected
E000000571,410,2026-01-03 03:45:00,connection_lost,high,connection lost detected
E000000572,339,2026-01-03 20:03:00,low_voltage,medium,low voltage detected
E000000573,375,2026-01-03 21:38:00,high_voltage,high,high voltage detected
E000000574,475,2026-01-03 21:11:00,high_voltage,high,high voltage detected
E000000575,251,2026-01-03 22:42:00,meter_reset,medium,meter reset detected
E000000576,90,2026-01-03 14:52:00,meter_reset,medium,meter reset detected
E000000577,117,2026-01-03 02:23:00,low_voltage,medium,low voltage detected
E000000578,91,2026-01-03 03:48:00,low_voltage,medium,low voltage detected
E000000579,295,2026-01-03 22:36:00,connection_lost,high,connection lost detected
E000000580,144,2026-01-03 12:56:00,connection_lost,high,connection lost detected
E000000581,116,2026-01-03 23:25:00,high_voltage,high,high voltage detected
E000000582,418,2026-01-03 15:02:00,connection_lost,high,connection lost detected
E000000583,348,2026-01-03 05:28:00,firmware_update,low,firmware update detected
E000000584,357,2026-01-03 08:47:00,meter_reset,medium,meter reset detected
E000000585,381,2026-01-03 19:35:00,low_voltage,medium,low voltage detected
E000000586,398,2026-01-03 13:51:00,connection_lost,high,connection lost detected
E000000587,417,2026-01-03 09:55:00,connection_lost,high,connection lost detected
E000000588,263,2026-01-03 07:17:00,connection_lost,high,connection lost detected
E000000589,203,2026-01-03 19:55:00,low_voltage,medium,low voltage detected
E000000590,281,2026-01-03 23:08:00,connection_lost,high,connection lost detected
E000000591,433,2026-01-03 21:01:00,high_voltage,high,high voltage detected
E000000592,77,2026-01-03 15:33:00,tamper_alert,high,tamper alert detected
E000000593,16,2026-01-03 12:13:00,firmware_update,low,firmware update detected
E000000594,483,2026-01-03 04:35:00,low_voltage,medium,low voltage detected
E000000595,165,2026-01-03 21:23:00,firmware_update,low,firmware update detected
E000000596,53,2026-01-03 11:55:00,connection_lost,high,connection lost detected
E000000597,52,2026-01-03 07:02:00,tamper_alert,high,tamper alert detected
E000000598,146,2026-01-03 04:02:00,firmware_update,low,firmware update detected
E000000599,150,2026-01-03 09:15:00,high_voltage,high,high voltage detected
E000000600,28,2026-01-03 17:13:00,low_voltage,medium,low voltage detected
E000000601,236,2026-01-03 16:15:00,connection_lost,high,connection lost detected
E000000602,496,2026-01-03 09:46:00,high_voltage,high,high voltage detected
E000000603,404,2026-01-03 03:26:00,meter_reset,medium,meter reset detected
E000000604,145,2026-01-03 18:54:00,meter_reset,medium,meter reset detected
E000000605,183,2026-01-03 08:40:00,high_voltage,high,high voltage detected
E000000606,218,2026-01-03 05:55:00,low_voltage,medium,low voltage detected
E000000607,208,2026-01-03 22:04:00,low_voltage,medium,low voltage detected
E000000608,397,2026-01-03 20:40:00,connection_lost,high,connection lost detected
E000000609,87,2026-01-03 14:58:00,connection_lost,high,connection lost detected
E000000610,360,2026-01-03 07:32:00,high_voltage,high,high voltage detected
E000000611,472,2026-01-03 00:10:00,low_voltage,medium,low voltage detected
E000000612,495,2026-01-03 21:04:00,high_voltage,high,high voltage detected
E000000613,197,2026-01-03 03:10:00,low_voltage,medium,low voltage detected
E000000614,2,2026-01-03 01:26:00,firmware_update,low,firmware update detected
E000000615,349,2026-01-03 14:22:00,connection_lost,high,connection lost detected
E000000616,18,2026-01-03 19:24:00,firmware_update,low,firmware update detected
E000000617,7,2026-01-03 21:39:00,connection_lost,high,connection lost detected
E000000618,38,2026-01-03 18:00:00,firmware_update,low,firmware update detected
E000000619,346,2026-01-03 12:43:00,connection_lost,high,connection lost detected
E000000620,159,2026-01-03 13:46:00,firmware_update,low,firmware update detected
E000000621,181,2026-01-03 12:03:00,low_voltage,medium,low voltage detected
E000000622,499,2026-01-03 18:28:00,connection_lost,high,connection lost detected
E000000623,193,2026-01-03 13:26:00,high_voltage,high,high voltage detected
E000000624,164,2026-01-03 08:28:00,low_voltage,medium,low voltage detected
E000000625,265,2026-01-03 22:40:00,high_voltage,high,high voltage detected
E000000626,126,2026-01-03 04:34:00,high_voltage,high,high voltage detected
E000000627,30,2026-01-03 22:34:00,meter_reset,medium,meter reset detected
E000000628,344,2026-01-03 05:28:00,low_voltage,medium,low voltage detected
E000000629,76,2026-01-03 18:31:00,high_voltage,high,high voltage detected
E000000630,121,2026-01-03 19:31:00,connection_lost,high,connection lost detected
E000000631,242,2026-01-03 07:52:00,connection_lost,high,connection lost detected
E000000632,321,2026-01-03 12:16:00,high_voltage,high,high voltage detected
E000000633,233,2026-01-03 02:57:00,connection_lost,high,connection lost detected
E000000634,71,2026-01-03 14:31:00,firmware_update,low,firmware update detected
E000000635,345,2026-01-03 12:46:00,low_voltage,medium,low voltage detected
E000000636,231,2026-01-03 16:11:00,meter_reset,medium,meter reset detected
E000000637,326,2026-01-03 11:14:00,connection_lost,high,connection lost detected
E000000638,498,2026-01-03 05:28:00,connection_lost,high,connection lost detected
E000000639,406,2026-01-03 20:12:00,meter_reset,medium,meter reset detected
E000000640,152,2026-01-03 02:47:00,tamper_alert,high,tamper alert detected
E000000641,143,2026-01-03 04:01:00,meter_reset,medium,meter reset detected
E000000642,224,2026-01-03 03:25:00,connection_lost,high,connection lost detected
E000000643,356,2026-01-03 07:04:00,low_voltage,medium,low voltage detected
E000000644,229,2026-01-03 17:02:00,firmware_update,low,firmware update detected
E000000645,182,2026-01-03 11:53:00,connection_lost,high,connection lost detected
E000000646,440,2026-01-03 09:39:00,connection_lost,high,connection lost detected
E000000647,274,2026-01-03 11:36:00,meter_reset,medium,meter reset detected
E000000648,262,2026-01-03 10:51:00,meter_reset,medium,meter reset detected
E000000649,5,2026-01-03 22:08:00,firmware_update,low,firmware update detected
E000000650,121,2026-01-03 11:50:00,low_voltage,medium,low voltage detected
E000000651,378,2026-01-03 12:48:00,high_voltage,high,high voltage detected
E000000652,421,2026-01-03 02:49:00,meter_reset,medium,meter reset detected
E000000653,198,2026-01-03 13:39:00,low_voltage,medium,low voltage detected
E000000654,319,2026-01-03 23:21:00,tamper_alert,high,tamper alert detected
E000000655,458,2026-01-03 16:04:00,connection_lost,high,connection lost detected
E000000656,213,2026-01-03 00:44:00,low_voltage,medium,low voltage detected
E000000657,296,2026-01-03 02:10:00,firmware_update,low,firmware update detected
E000000658,242,2026-01-03 07:46:00,low_voltage,medium,low voltage detected
E000000659,208,2026-01-03 14:03:00,connection_lost,high,connection lost detected
E000000660,261,2026-01-03 18:24:00,low_voltage,medium,low voltage detected
E000000661,14,2026-01-03 13:10:00,high_voltage,high,high voltage detected
E000000662,8,2026-01-03 02:56:00,firmware_update,low,firmware update detected
E000000663,99,2026-01-03 15:12:00,meter_reset,medium,meter reset detected
E000000664,109,2026-01-03 22:03:00,low_voltage,medium,low voltage detected
E000000665,192,2026-01-03 10:56:00,high_voltage,high,high voltage detected
E000000666,484,2026-01-03 18:00:00,firmware_update,low,firmware update detected
E000000667,356,2026-01-03 21:46:00,low_voltage,medium,low voltage detected
E000000668,394,2026-01-03 16:11:00,firmware_update,low,firmware update detected
E000000669,95,2026-01-03 03:08:00,high_voltage,high,high voltage detected
E000000670,265,2026-01-03 06:57:00,high_voltage,high,high voltage detected
E000000671,475,2026-01-03 00:06:00,firmware_update,low,firmware update detected
E000000672,397,2026-01-03 07:09:00,firmware_update,low,firmware update detected
E000000673,309,2026-01-03 20:16:00,connection_lost,high,connection lost detected
E000000674,330,2026-01-03 06:48:00,connection_lost,high,connection lost detected
E000000675,442,2026-01-03 09:21:00,connection_lost,high,connection lost detected
E000000676,216,2026-01-03 18:39:00,low_voltage,medium,low voltage detected
E000000677,234,2026-01-03 20:40:00,firmware_update,low,firmware update detected
E000000678,460,2026-01-03 14:54:00,meter_reset,medium,meter reset detected
E000000679,230,2026-01-03 09:00:00,tamper_alert,high,tamper alert detected
E000000680,290,2026-01-03 10:38:00,firmware_update,low,firmware update detected
E000000681,307,2026-01-03 08:33:00,low_voltage,medium,low voltage detected
E000000682,479,2026-01-03 11:13:00,meter_reset,medium,meter reset detected
E000000683,275,2026-01-03 15:19:00,connection_lost,high,connection lost detected
E000000684,141,2026-01-03 16:44:00,high_voltage,high,high voltage detected
E000000685,187,2026-01-03 03:58:00,meter_reset,medium,meter reset detected
E000000686,486,2026-01-03 00:25:00,low_voltage,medium,low voltage detected
E000000687,148,2026-01-03 05:12:00,connection_lost,high,connection lost detected
E000000688,231,2026-01-03 03:57:00,firmware_update,low,firmware update detected
E000000689,89,2026-01-03 14:32:00,high_voltage,high,high voltage detected
E000000690,397,2026-01-03 03:59:00,high_voltage,high,high voltage detected
E000000691,119,2026-01-03 07:20:00,low_voltage,medium,low voltage detected
E000000692,188,2026-01-03 10:08:00,connection_lost,high,connection lost detected
E000000693,305,2026-01-03 12:58:00,firmware_update,low,firmware update detected
E000000694,317,2026-01-03 15:06:00,low_voltage,medium,low voltage detected
E000000695,226,2026-01-03 23:45:00,firmware_update,low,firmware update detected
E000000696,273,2026-01-03 06:14:00,tamper_alert,high,tamper alert detected
E000000697,92,2026-01-03 07:20:00,high_voltage,high,high voltage detected
E000000698,217,2026-01-03 23:48:00,firmware_update,low,firmware update detected
E000000699,392,2026-01-03 14:21:00,tamper_alert,high,tamper alert detected
E000000700,15,2026-01-03 02:21:00,firmware_update,low,firmware update detected
E000000701,138,2026-01-03 12:07:00,connection_lost,high,connection lost detected
E000000702,347,2026-01-03 06:46:00,connection_lost,high,connection lost detected
E000000703,338,2026-01-03 20:28:00,low_voltage,medium,low voltage detected
E000000704,457,2026-01-03 23:39:00,firmware_update,low,firmware update detected
E000000705,99,2026-01-03 14:36:00,low_voltage,medium,low voltage detected
E000000706,31,2026-01-03 21:14:00,low_voltage,medium,low voltage detected
E000000707,2,2026-01-03 17:37:00,high_voltage,high,high voltage detected
E000000708,86,2026-01-03 04:48:00,low_voltage,medium,low voltage detected
E000000709,202,2026-01-03 00:01:00,high_voltage,high,high voltage detected
E000000710,23,2026-01-03 17:31:00,firmware_update,low,firmware update detected
E000000711,228,2026-01-03 16:06:00,meter_reset,medium,meter reset detected
E000000712,374,2026-01-03 02:51:00,meter_reset,medium,meter reset detected
E000000713,295,2026-01-03 18:43:00,low_voltage,medium,low voltage detected
E000000714,288,2026-01-03 08:47:00,low_voltage,medium,low voltage detected
E000000715,424,2026-01-03 05:56:00,firmware_update,low,firmware update detected
E000000716,486,2026-01-03 22:28:00,low_voltage,medium,low voltage detected
E000000717,67,2026-01-03 20:25:00,connection_lost,high,connection lost detected
E000000718,108,2026-01-03 01:06:00,firmware_update,low,firmware update detected
E000000719,468,2026-01-03 11:04:00,connection_lost,high,connection lost detected
E000000720,257,2026-01-03 12:20:00,connection_lost,high,connection lost detected
E000000721,498,2026-01-03 01:33:00,meter_reset,medium,meter reset detected
E000000722,98,2026-01-03 17:06:00,tamper_alert,high,tamper alert detected
E000000723,251,2026-01-03 21:00:00,meter_reset,medium,meter reset detected
E000000724,418,2026-01-03 02:46:00,low_voltage,medium,low voltage detected
E000000725,194,2026-01-03 12:08:00,connection_lost,high,connection lost detected
E000000726,195,2026-01-03 04:46:00,high_voltage,high,high voltage detected
E000000727,196,2026-01-03 20:50:00,low_voltage,medium,low voltage detected
E000000728,481,2026-01-03 22:16:00,high_voltage,high,high voltage detected
E000000729,393,2026-01-03 06:28:00,high_voltage,high,high voltage detected
E000000730,187,2026-01-03 10:41:00,high_voltage,high,high voltage detected
E000000731,99,2026-01-03 20:57:00,high_voltage,high,high voltage detected
E000000732,84,2026-01-03 10:52:00,high_voltage,high,high voltage detected
E000000733,105,2026-01-03 10:43:00,firmware_update,low,firmware update detected
E000000734,367,2026-01-03 05:00:00,firmware_update,low,firmware update detected
E000000735,298,2026-01-03 13:38:00,low_voltage,medium,low voltage detected
E000000736,126,2026-01-03 15:57:00,connection_lost,high,connection lost detected
E000000737,65,2026-01-03 07:34:00,high_voltage,high,high voltage detected
E000000738,381,2026-01-03 19:27:00,low_voltage,medium,low voltage detected
E000000739,409,2026-01-03 11:51:00,low_voltage,medium,low voltage detected
E000000740,468,2026-01-03 02:44:00,low_voltage,medium,low voltage detected
E000000741,UNK_EVT_20260103_00,2026-99-99 99:99:99,tamper_alert,high,tamper alert detected
E000000742,289,2026-01-03 01:45:00,high_voltage,high,high voltage detected
E000000743,320,2026-01-03 21:37:00,high_voltage,high,high voltage detected
E000000744,UNK_EVT_20260103_03,2026-01-03 23:43:00,high_voltage,high,high voltage detected
E000000745,2,2026-99-99 99:99:99,connection_lost,high,connection lost detected
E000000746,190,2026-01-03 03:38:00,meter_reset,medium,meter reset detected
E000000747,UNK_EVT_20260103_06,2026-01-03 20:14:00,firmware_update,low,firmware update detected
E000000748,164,2026-01-03 08:45:00,connection_lost,high,connection lost detected
E000000749,59,2026-99-99 99:99:99,low_voltage,medium,low voltage detected
E000000750,UNK_EVT_20260103_09,2026-01-03 19:59:00,firmware_update,low,firmware update detected
