reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000000091,1,2026-01-01 23:00:00,0.2203,230.96,4.19,0.937,actual,meter_gateway
R0000000092,1,2026-01-01 23:15:00,0.2771,231.7,5.04,0.944,actual,meter_gateway
R0000000093,1,2026-01-01 23:30:00,0.282,229.58,5.25,0.913,actual,meter_gateway
R0000000094,1,2026-01-01 23:45:00,0.2593,231.83,4.96,0.967,actual,meter_gateway
R0000000095,2,2026-01-01 00:00:00,2.2265,229.87,41.83,0.906,actual,meter_gateway
R0000000096,2,2026-01-01 00:15:00,2.3516,234.78,40.41,1.0,actual,meter_gateway
R0000000097,2,2026-01-01 00:30:00,2.4748,233.68,48.3,0.915,actual,meter_gateway
R0000000098,2,2026-01-01 00:45:00,2.5877,234.25,42.96,0.94,actual,meter_gateway
R0000000099,2,2026-01-01 01:00:00,2.3583,226.8,43.94,0.924,actual,meter_gateway
R0000000100,2,2026-01-01 01:15:00,2.2834,231.81,38.98,0.977,estimated,legacy_import
R0000000101,2,2026-01-01 01:30:00,2.8348,227.59,59.59,0.92,actual,meter_gateway
R0000000102,2,2026-01-01 01:45:00,2.3811,234.08,43.48,0.938,actual,meter_gateway
R0000000103,2,2026-01-01 02:00:00,2.2377,227.84,43.48,0.976,actual,meter_gateway
R0000000104,2,2026-01-01 02:15:00,2.6568,228.04,47.74,0.915,actual,meter_gateway
R0000000105,2,2026-01-01 02:30:00,2.6553,232.61,47.63,0.957,actual,meter_gateway
R0000000106,2,2026-01-01 02:45:00,2.6013,232.3,46.09,0.942,estimated,legacy_import
R0000000107,2,2026-01-01 03:00:00,2.7925,234.66,47.19,0.999,actual,meter_gateway
R0000000108,2,2026-01-01 03:15:00,2.498,231.07,47.36,0.951,actual,meter_gateway
R0000000109,2,2026-01-01 03:30:00,2.6012,230.72,47.03,0.953,actual,meter_gateway
R0000000110,2,2026-01-01 03:45:00,3.1067,228.41,59.05,0.919,actual,meter_gateway
R0000000111,2,2026-01-01 04:00:00,2.7052,228.52,50.22,0.914,actual,meter_gateway
R0000000112,2,2026-01-01 04:15:00,2.7912,233.69,52.73,0.941,actual,meter_gateway
R0000000113,2,2026-01-01 04:30:00,2.6139,233.0,45.6,0.91,actual,meter_gateway
R0000000114,2,2026-01-01 04:45:00,2.7243,224.93,51.82,0.918,actual,meter_gateway
R0000000115,2,2026-01-01 05:00:00,2.4155,229.86,47.26,0.937,actual,meter_gateway
R0000000116,2,2026-01-01 05:15:00,2.8005,228.58,49.5,0.975,actual,meter_gateway
R0000000117,2,2026-01-01 05:30:00,2.5193,232.44,43.44,0.971,actual,meter_gateway
R0000000118,2,2026-01-01 05:45:00,2.7376,227.73,47.09,0.954,actual,meter_gateway
R0000000119,2,2026-01-01 06:00:00,2.7997,235.56,48.48,0.89,estimated,legacy_import
R0000000120,2,2026-01-01 06:15:00,2.402,230.77,45.4,0.896,actual,meter_gateway
R0000000121,2,2026-01-01 06:30:00,2.7706,229.24,51.53,0.973,estimated,legacy_import
R0000000122,2,2026-01-01 06:45:00,2.8189,227.72,53.51,0.948,actual,meter_gateway
R0000000123,2,2026-01-01 07:00:00,2.3063,233.7,40.42,0.974,actual,meter_gateway
R0000000124,2,2026-01-01 07:15:00,2.5053,231.18,41.9,0.989,actual,meter_gateway
R0000000125,2,2026-01-01 07:30:00,2.3522,232.95,44.51,0.925,estimated,legacy_import
R0000000126,UNK_20260101_063,2026-01-01 07:45:00,2.5078,228.5,46.77,0.93,estimated,legacy_import
R0000000127,2,2026-01-01 08:00:00,2.3339,232.18,42.97,0.917,actual,meter_gateway
R0000000128,2,2026-01-01 08:15:00,2.4455,234.47,40.08,0.97,actual,meter_gateway
R0000000129,2,2026-01-01 08:30:00,2.3423,229.96,45.26,0.925,estimated,legacy_import
R0000000130,2,2026-01-01 08:45:00,2.6344,229.93,49.85,0.945,actual,meter_gateway
R0000000131,2,2026-01-01 09:00:00,2.7338,241.72,49.06,0.955,actual,meter_gateway
R0000000132,2,2026-01-01 09:15:00,2.4243,232.63,46.55,0.944,actual,meter_gateway
R0000000133,2,2026-01-01 09:30:00,2.382,235.09,44.73,0.892,actual,meter_gateway
R0000000134,2,2026-01-01 09:45:00,2.6892,231.96,47.57,0.942,actual,meter_gateway
R0000000135,2,2026-01-01 10:00:00,2.4891,223.58,46.62,0.942,estimated,legacy_import
R0000000136,2,2026-01-01 10:15:00,2.2704,224.52,45.55,0.963,actual,meter_gateway
R0000000137,2,2026-01-01 10:30:00,2.4275,231.54,41.85,0.956,actual,meter_gateway
R0000000138,2,2026-01-01 10:45:00,2.6243,227.4,52.08,0.859,actual,meter_gateway
R0000000139,2,2026-01-01 11:00:00,2.4821,228.5,43.78,0.946,estimated,legacy_import
R0000000140,2,2026-01-01 11:15:00,2.4433,229.75,44.5,0.944,actual,meter_gateway
R0000000141,2,2026-01-01 11:30:00,2.3118,229.98,41.35,0.959,actual,meter_gateway
R0000000142,2,2026-01-01 11:45:00,2.4561,233.14,45.64,0.92,actual,meter_gateway
R0000000143,2,2026-01-01 12:00:00,2.3039,224.67,41.28,0.908,actual,meter_gateway
R0000000144,2,2026-01-01 12:15:00,2.4989,231.88,41.95,0.932,actual,meter_gateway
R0000000145,2,2026-01-01 12:30:00,2.5317,228.85,46.38,0.895,actual,meter_gateway
R0000000146,2,2026-01-01 12:45:00,2.2932,236.74,36.74,0.939,actual,meter_gateway
R0000000147,2,2026-01-01 13:00:00,2.283,226.68,44.72,0.943,actual,meter_gateway
R0000000148,2,2026-01-01 13:15:00,2.3398,230.95,50.76,0.911,actual,meter_gateway
R0000000149,2,2026-01-01 13:30:00,2.4243,237.7,48.95,0.892,actual,meter_gateway
R0000000150,2,2026-01-01 13:45:00,2.0782,231.82,37.49,0.943,actual,meter_gateway
R0000000151,2,2026-01-01 14:00:00,2.3126,230.43,40.57,0.973,actual,meter_gateway
R0000000152,2,2026-01-01 14:15:00,2.1946,229.1,43.73,0.961,actual,meter_gateway
R0000000153,2,2026-01-01 14:30:00,2.1286,230.57,41.1,0.933,actual,meter_gateway
R0000000154,2,2026-01-01 14:45:00,2.0342,226.06,38.45,1.0,actual,meter_gateway
R0000000155,2,2026-01-01 15:00:00,2.4339,224.85,45.73,0.973,actual,meter_gateway
R0000000156,2,2026-99-99 25:61:00,1.8699,230.63,33.62,0.941,actual,meter_gateway
R0000000157,2,2026-01-01 15:30:00,2.4832,234.43,44.63,0.962,actual,meter_gateway
R0000000158,2,2026-01-01 15:45:00,2.0231,226.93,40.36,0.947,actual,meter_gateway
R0000000159,2,2026-01-01 16:00:00,2.4266,230.17,48.2,0.933,actual,meter_gateway
R0000000160,2,2026-01-01 16:15:00,2.2566,236.12,41.19,0.953,actual,meter_gateway
R0000000161,2,2026-01-01 16:30:00,1.9748,229.17,35.7,0.951,actual,meter_gateway
R0000000162,2,2026-01-01 16:45:00,2.2204,232.22,40.0,0.941,actual,meter_gateway
R0000000163,2,2026-01-01 17:00:00,2.4924,230.79,48.06,0.894,actual,meter_gateway
R0000000164,2,2026-01-01 17:15:00,2.4429,232.11,48.97,0.9,actual,meter_gateway
R0000000165,2,2026-01-01 17:30:00,2.0657,231.4,38.95,0.935,actual,meter_gateway
R0000000166,2,2026-01-01 17:45:00,2.4921,233.56,42.94,0.957,estimated,legacy_import
R0000000167,2,2026-01-01 18:00:00,1.907,233.54,35.7,0.934,actual,meter_gateway
R0000000168,2,2026-01-01 18:15:00,2.3352,229.89,46.46,0.935,actual,meter_gateway
R0000000169,2,2026-01-01 18:30:00,1.9992,232.9,37.1,0.962,actual,meter_gateway
R0000000170,2,2026-01-01 18:45:00,2.2037,226.85,41.27,0.95,actual,meter_gateway
R0000000171,2,2026-01-01 19:00:00,2.3288,237.75,42.41,0.938,actual,meter_gateway
R0000000172,2,2026-01-01 19:15:00,2.2542,227.26,45.12,0.939,actual,meter_gateway
R0000000173,2,2026-01-01 19:30:00,2.1557,238.88,35.64,0.923,actual,meter_gateway
R0000000174,2,2026-01-01 19:45:00,2.6587,226.8,51.78,0.942,actual,meter_gateway
R0000000175,2,2026-01-01 20:00:00,2.3743,230.88,43.56,0.917,estimated,legacy_import
R0000000176,2,2026-01-01 20:15:00,2.2642,224.7,39.86,0.976,actual,meter_gateway
R0000000177,2,2026-01-01 20:30:00,2.3067,227.6,41.59,0.972,actual,meter_gateway
R0000000178,2,2026-01-01 20:45:00,2.0885,235.3,39.11,0.962,actual,meter_gateway
R0000000179,2,2026-01-01 21:00:00,2.2332,225.77,40.85,0.98,actual,meter_gateway
R0000000180,2,2026-01-01 21:15:00,2.5762,229.67,44.6,0.932,actual,meter_gateway
R0000000181,2,2026-01-01 21:30:00,2.5329,231.82,48.08,0.948,actual,meter_gateway
R0000000182,2,2026-01-01 21:45:00,2.3572,231.22,44.68,0.913,actual,meter_gateway
R0000000183,2,2026-01-01 22:00:00,2.2248,231.47,43.1,0.893,actual,meter_gateway
R0000000184,2,2026-01-01 22:15:00,2.3404,232.63,37.99,0.957,actual,meter_gateway
R0000000185,2,2026-01-01 22:30:00,2.1316,232.09,37.75,0.942,actual,meter_gateway
R0000000186,2,2026-01-01 22:45:00,2.2544,227.04,44.89,0.904,actual,meter_gateway
R0000000187,2,2026-01-01 23:00:00,2.4854,228.65,51.39,0.9,actual,meter_gateway
R0000000188,2,2026-01-01 23:15:00,2.3312,225.8,42.04,0.938,actual,meter_gateway
R0000000189,2,2026-01-01 23:30:00,2.4742,229.54,44.69,0.958,actual,meter_gateway
R0000000190,2,2026-01-01 23:45:00,2.5151,230.05,45.66,0.917,actual,meter_gateway
R0000000191,3,2026-01-01 00:00:00,1.3681,231.52,25.75,0.961,actual,meter_gateway
R0000000192,3,2026-01-01 00:15:00,1.4741,231.81,27.15,0.948,actual,meter_gateway
R0000000193,3,2026-01-01 00:30:00,1.6374,229.25,30.08,0.927,actual,meter_gateway
R0000000194,3,2026-01-01 00:45:00,1.2898,224.34,26.69,0.889,actual,meter_gateway
R0000000195,3,2026-01-01 01:00:00,1.1677,233.07,20.18,0.979,actual,meter_gateway
R0000000196,3,2026-01-01 01:15:00,1.436,229.31,25.11,0.934,actual,meter_gateway
R0000000197,3,2026-01-01 01:30:00,154.5076,233.4,23.4,0.958,actual,meter_gateway
R0000000198,3,2026-01-01 01:45:00,1.4155,234.35,24.32,0.927,estimated,legacy_import
R0000000199,3,2026-01-01 02:00:00,1.4926,226.5,27.54,0.954,actual,meter_gateway
R0000000200,3,2026-01-01 02:15:00,1.1744,228.27,19.43,0.995,actual,meter_gateway
R0000000201,3,2026-01-01 02:45:00,1.3348,230.07,25.89,0.929,actual,meter_gateway
R0000000202,3,2026-01-01 03:00:00,1.4639,223.85,27.03,0.965,actual,meter_gateway
R0000000203,3,2026-01-01 03:15:00,1.3747,232.34,26.34,0.861,actual,meter_gateway
R0000000204,3,2026-01-01 03:30:00,1.4491,231.19,26.79,0.924,actual,meter_gateway
R0000000205,3,2026-01-01 03:45:00,1.3254,230.43,22.96,0.987,actual,meter_gateway
R0000000206,3,2026-01-01 04:00:00,1.4043,229.5,27.37,0.932,actual,meter_gateway
R0000000207,3,2026-01-01 04:15:00,1.2874,228.83,23.14,0.935,actual,meter_gateway
R0000000208,3,2026-01-01 04:30:00,1.4831,229.76,25.71,0.935,actual,meter_gateway
R0000000209,3,2026-01-01 04:45:00,1.6302,228.93,34.56,0.937,estimated,legacy_import
R0000000210,3,2026-01-01 05:00:00,1.4892,226.82,28.38,0.93,actual,meter_gateway
R0000000211,3,2026-01-01 05:15:00,1.4247,229.39,28.48,0.904,actual,meter_gateway
R0000000212,3,2026-01-01 05:30:00,1.2291,227.01,22.22,0.99,actual,meter_gateway
R0000000213,3,2026-01-01 05:45:00,1.3083,227.81,25.99,0.902,actual,meter_gateway
R0000000214,3,2026-01-01 06:00:00,1.2771,231.15,22.87,0.982,actual,meter_gateway
R0000000215,3,2026-01-01 06:15:00,1.4318,226.74,26.11,0.932,actual,meter_gateway
R0000000216,3,2026-01-01 06:30:00,1.158,227.3,21.28,0.892,actual,meter_gateway
R0000000217,3,2026-01-01 06:45:00,1.4601,233.28,27.67,0.894,estimated,legacy_import
R0000000218,3,2026-01-01 07:00:00,1.2406,226.0,26.19,0.895,actual,meter_gateway
R0000000219,3,2026-01-01 07:15:00,1.27,222.48,23.74,0.931,actual,meter_gateway
R0000000220,3,2026-01-01 07:30:00,1.4542,228.51,26.53,0.96,actual,meter_gateway
R0000000221,3,2026-01-01 07:45:00,1.2538,224.88,25.48,0.908,actual,meter_gateway
R0000000222,3,2026-01-01 08:00:00,1.4562,232.19,26.38,0.954,actual,meter_gateway
R0000000223,3,2026-01-01 08:15:00,1.3735,228.13,24.59,0.977,actual,meter_gateway
R0000000224,3,2026-01-01 08:30:00,1.3976,229.78,24.25,1.0,actual,meter_gateway
R0000000225,3,2026-01-01 08:45:00,1.51,222.88,27.07,0.969,actual,meter_gateway
R0000000226,3,2026-01-01 09:00:00,1.5442,231.95,27.4,0.933,actual,meter_gateway
R0000000227,3,2026-01-01 09:15:00,1.3209,225.63,25.03,0.947,actual,meter_gateway
R0000000228,3,2026-01-01 09:30:00,1.4171,231.39,26.44,0.962,estimated,legacy_import
R0000000229,3,2026-01-01 09:45:00,1.3392,225.07,24.38,0.921,actual,meter_gateway
R0000000230,3,2026-01-01 10:00:00,1.2731,230.66,22.9,0.931,estimated,legacy_import
R0000000231,3,2026-01-01 10:15:00,1.4773,229.12,28.94,0.902,actual,meter_gateway
R0000000232,3,2026-01-01 10:30:00,1.6041,235.26,30.0,0.93,actual,meter_gateway
R0000000233,3,2026-01-01 10:45:00,1.3931,231.95,24.43,0.992,actual,meter_gateway
R0000000234,3,2026-01-01 11:00:00,1.4516,229.38,27.25,0.946,actual,meter_gateway
R0000000235,3,2026-01-01 11:15:00,1.2454,226.61,22.73,0.959,actual,meter_gateway
R0000000236,3,2026-01-01 11:30:00,1.2845,233.03,24.21,0.918,actual,meter_gateway
R0000000237,3,2026-01-01 11:45:00,1.2533,229.97,23.27,0.935,actual,meter_gateway
R0000000238,3,2026-01-01 12:00:00,1.3042,229.47,24.4,0.935,actual,meter_gateway
R0000000239,3,2026-01-01 12:15:00,1.355,229.06,25.95,0.951,actual,meter_gateway
R0000000240,3,2026-01-01 12:30:00,1.2959,232.21,23.49,0.92,actual,meter_gateway
R0000000241,3,2026-01-01 12:45:00,1.2137,230.16,23.88,0.874,actual,meter_gateway
R0000000242,3,2026-01-01 13:00:00,1.4391,225.59,28.9,0.862,actual,meter_gateway
R0000000243,3,2026-01-01 13:15:00,1.4,233.57,27.14,0.929,actual,meter_gateway
R0000000244,3,2026-01-01 13:30:00,1.1039,229.56,19.29,1.0,estimated,legacy_import
R0000000245,3,2026-01-01 13:45:00,1.3295,224.76,25.07,0.965,actual,meter_gateway
R0000000246,3,2026-01-01 14:00:00,1.2845,229.26,25.05,0.929,estimated,legacy_import
R0000000247,3,2026-01-01 14:15:00,1.4095,231.05,24.69,0.957,actual,meter_gateway
R0000000248,3,2026-01-01 14:30:00,1.1946,235.22,21.3,0.919,actual,meter_gateway
R0000000249,3,2026-01-01 14:45:00,1.1503,232.35,22.19,0.937,actual,meter_gateway
R0000000250,3,2026-01-01 15:00:00,1.148,233.45,20.62,0.95,actual,meter_gateway
R0000000251,3,2026-01-01 15:15:00,1.3779,230.4,25.02,0.949,actual,meter_gateway
R0000000252,3,2026-01-01 15:30:00,1.2644,230.3,24.94,0.885,actual,meter_gateway
R0000000253,3,2026-01-01 15:45:00,1.0613,230.28,18.57,0.951,actual,meter_gateway
R0000000254,3,2026-01-01 16:00:00,1.264,236.03,20.97,0.954,actual,meter_gateway
R0000000255,3,2026-01-01 16:15:00,1.0934,229.95,19.92,0.906,actual,meter_gateway
R0000000256,3,2026-01-01 16:30:00,1.3262,232.68,23.52,0.918,actual,meter_gateway
R0000000257,3,2026-01-01 16:45:00,1.2529,222.52,23.16,0.976,actual,meter_gateway
R0000000258,3,2026-01-01 17:00:00,1.2152,232.16,21.72,0.929,actual,meter_gateway
R0000000259,3,2026-01-01 17:15:00,1.2964,231.71,21.91,0.978,actual,meter_gateway
R0000000260,3,2026-01-01 17:30:00,1.0169,230.97,20.55,0.88,actual,meter_gateway
R0000000261,3,2026-01-01 17:45:00,1.1896,231.24,20.77,0.974,actual,meter_gateway
R0000000262,3,2026-01-01 18:00:00,1.2682,229.94,23.84,0.981,actual,meter_gateway
R0000000263,3,2026-01-01 18:15:00,1.1771,236.61,18.71,1.0,actual,meter_gateway
R0000000264,3,2026-01-01 18:30:00,1.2539,236.79,23.17,0.967,actual,meter_gateway
R0000000265,3,2026-01-01 18:45:00,1.3534,235.28,24.59,0.946,actual,meter_gateway
R0000000266,3,2026-01-01 19:00:00,1.221,226.69,23.74,0.917,actual,meter_gateway
R0000000267,3,2026-01-01 19:15:00,1.2689,229.48,23.22,0.932,actual,meter_gateway
R0000000268,3,2026-01-01 19:30:00,1.1451,232.54,21.76,0.974,actual,meter_gateway
R0000000269,3,2026-01-01 19:45:00,1.335,229.56,24.68,0.92,actual,meter_gateway
R0000000270,3,2026-01-01 20:00:00,1.3424,228.84,26.37,0.908,actual,meter_gateway
R0000000271,3,2026-01-01 20:15:00,1.1941,232.99,21.02,0.929,actual,meter_gateway
R0000000272,3,2026-01-01 20:30:00,1.3151,228.55,22.4,0.991,actual,meter_gateway
R0000000273,3,2026-01-01 20:45:00,1.2817,227.69,26.21,0.914,actual,meter_gateway
R0000000274,3,2026-01-01 21:00:00,1.2193,229.53,22.24,0.934,actual,meter_gateway
R0000000275,3,2026-01-01 21:15:00,1.1909,230.54,24.08,0.948,estimated,legacy_import
R0000000276,3,2026-01-01 21:30:00,1.2885,230.67,23.55,0.947,actual,meter_gateway
R0000000277,3,2026-01-01 21:45:00,1.2066,229.6,23.0,0.919,actual,meter_gateway
R0000000278,3,2026-01-01 22:00:00,1.1726,229.79,22.0,0.954,actual,meter_gateway
R0000000279,3,2026-01-01 22:15:00,1.1519,236.67,19.47,0.957,estimated,legacy_import
R0000000280,3,2026-01-01 22:30:00,1.2826,227.99,23.02,0.974,actual,meter_gateway
R0000000281,3,2026-01-01 22:45:00,1.3229,225.57,25.28,0.952,actual,meter_gateway
R0000000282,3,2026-01-01 23:00:00,1.3019,224.55,26.34,0.917,actual,meter_gateway
R0000000283,3,2026-01-01 23:15:00,1.5026,232.0,27.06,0.929,actual,meter_gateway
R0000000284,3,2026-01-01 23:30:00,1.3531,229.76,22.58,0.962,actual,meter_gateway
R0000000285,3,2026-01-01 23:45:00,1.4992,231.8,28.73,0.895,actual,meter_gateway
R0000000286,4,2026-01-01 00:00:00,0.3236,231.09,5.67,0.954,actual,meter_gateway
R0000000287,4,2026-01-01 00:15:00,0.2737,232.14,5.71,0.891,actual,meter_gateway
R0000000288,4,2026-01-01 00:30:00,0.2559,226.77,5.05,0.905,estimated,legacy_import
R0000000289,4,2026-01-01 00:45:00,0.2573,225.57,4.75,0.939,actual,meter_gateway
R0000000290,4,2026-01-01 01:00:00,0.2782,234.45,5.2,0.924,actual,meter_gateway
