reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000239229,1,2026-01-06 08:00:00,0.4495,228.77,8.18,0.98,estimated,legacy_import
R0000239230,1,2026-01-06 08:15:00,0.5296,229.13,9.73,0.919,estimated,legacy_import
R0000239231,1,2026-01-06 08:30:00,0.5793,228.89,10.16,1.0,actual,meter_gateway
R0000239232,1,2026-01-06 08:45:00,0.5887,230.43,11.33,0.91,actual,meter_gateway
R0000239233,1,2026-01-06 09:00:00,1.0068,228.52,20.11,0.89,actual,meter_gateway
R0000239234,1,2026-01-06 09:15:00,1.0059,229.65,19.48,0.935,actual,meter_gateway
R0000239235,1,2026-01-06 09:30:00,0.8528,228.41,15.7,0.965,actual,meter_gateway
R0000239236,1,2026-01-06 09:45:00,0.9623,234.88,17.6,0.94,actual,meter_gateway
R0000239237,1,2026-01-06 10:00:00,1.1214,225.52,23.35,0.897,actual,meter_gateway
R0000239238,1,2026-01-06 10:15:00,1.1846,232.29,21.5,0.941,actual,meter_gateway
R0000239239,1,2026-01-06 10:30:00,0.9759,235.66,18.08,0.926,actual,meter_gateway
R0000239240,1,2026-01-06 10:45:00,0.9422,226.81,17.38,0.953,actual,meter_gateway
R0000239241,1,2026-01-06 11:00:00,0.9621,225.09,20.37,0.927,estimated,legacy_import
R0000239242,1,2026-01-06 11:15:00,1.062,234.84,19.41,0.931,estimated,legacy_import
R0000239243,1,2026-01-06 11:45:00,0.6561,227.83,12.78,0.951,actual,meter_gateway
R0000239244,1,2026-01-06 12:00:00,0.9695,228.98,15.79,0.96,actual,meter_gateway
R0000239245,1,2026-01-06 12:15:00,0.9695,236.32,17.01,0.931,actual,meter_gateway
R0000239246,1,2026-01-06 12:30:00,0.8746,230.1,17.0,0.919,actual,meter_gateway
R0000239247,1,2026-01-06 12:45:00,1.1871,229.64,20.85,0.959,actual,meter_gateway
R0000239248,1,2026-01-06 13:00:00,1.048,227.41,20.4,0.914,actual,meter_gateway
R0000239249,1,2026-01-06 13:15:00,0.8799,236.98,14.46,0.968,actual,meter_gateway
R0000239250,1,2026-01-06 13:30:00,1.0206,230.05,17.88,0.936,actual,meter_gateway
R0000239251,1,2026-01-06 13:45:00,1.0098,225.07,17.49,0.955,actual,meter_gateway
R0000239252,1,2026-01-06 14:00:00,0.9458,229.66,18.45,0.919,actual,meter_gateway
R0000239253,1,2026-01-06 14:15:00,0.8997,231.12,16.1,0.923,actual,meter_gateway
R0000239254,1,2026-01-06 14:30:00,1.0407,231.73,19.31,0.887,actual,meter_gateway
R0000239255,1,2026-01-06 14:45:00,1.0336,230.08,20.88,0.929,actual,meter_gateway
R0000239256,1,2026-01-06 15:00:00,1.0825,227.11,22.88,0.923,estimated,legacy_import
R0000239257,1,2026-01-06 15:15:00,1.1385,232.51,20.42,0.941,actual,meter_gateway
R0000239258,1,2026-01-06 15:30:00,0.8232,231.5,16.65,0.941,actual,meter_gateway
R0000239259,1,2026-01-06 15:45:00,1.1668,227.94,21.6,0.974,estimated,legacy_import
R0000239260,1,2026-01-06 16:00:00,0.9626,231.16,17.59,0.922,actual,meter_gateway
R0000239261,1,2026-01-06 16:15:00,0.9145,229.78,16.9,0.972,actual,meter_gateway
R0000239262,1,2026-01-06 16:30:00,0.7641,228.97,13.92,0.996,actual,meter_gateway
R0000239263,1,2026-01-06 16:45:00,1.2469,227.34,24.26,0.952,actual,meter_gateway
R0000239264,1,2026-01-06 17:00:00,1.1727,223.26,22.63,0.946,actual,meter_gateway
R0000239265,1,2026-01-06 17:15:00,1.2283,233.95,19.85,0.972,actual,meter_gateway
R0000239266,1,2026-01-06 17:30:00,1.0145,229.5,20.12,0.904,actual,meter_gateway
R0000239267,1,2026-01-06 17:45:00,0.7425,233.43,12.48,0.976,actual,meter_gateway
R0000239268,1,2026-01-06 18:00:00,0.9496,228.83,16.0,0.961,actual,meter_gateway
R0000239269,1,2026-01-06 18:15:00,1.0619,235.86,18.23,0.924,estimated,legacy_import
R0000239270,1,2026-01-06 18:30:00,0.8117,231.4,15.31,0.901,actual,meter_gateway
R0000239271,1,2026-01-06 18:45:00,0.6812,227.99,12.16,0.944,actual,meter_gateway
R0000239272,1,2026-01-06 19:00:00,0.9103,228.45,17.71,0.924,actual,meter_gateway
R0000239273,1,2026-01-06 19:15:00,0.9677,238.2,17.95,0.935,actual,meter_gateway
R0000239274,1,2026-01-06 19:30:00,1.0127,230.07,18.18,0.948,actual,meter_gateway
R0000239275,1,2026-01-06 19:45:00,0.9719,229.28,16.94,0.941,actual,meter_gateway
R0000239276,1,2026-01-06 20:15:00,0.8549,229.88,16.07,0.98,actual,meter_gateway
R0000239277,1,2026-01-06 20:30:00,1.3022,234.06,23.18,0.937,actual,meter_gateway
R0000239278,1,2026-01-06 20:45:00,1.1098,234.6,21.46,0.913,actual,meter_gateway
R0000239279,1,2026-01-06 21:00:00,0.5269,223.62,9.65,1.0,actual,meter_gateway
R0000239280,1,2026-01-06 21:15:00,0.6607,230.62,12.99,0.935,estimated,legacy_import
R0000239281,1,2026-01-06 21:30:00,0.5111,231.45,8.71,0.932,actual,meter_gateway
R0000239282,1,2026-01-06 21:45:00,0.5966,233.23,10.71,0.941,actual,meter_gateway
R0000239283,1,2026-01-06 22:00:00,0.6429,226.16,12.46,0.955,actual,meter_gateway
R0000239284,1,2026-01-06 22:15:00,0.5241,224.43,10.22,0.9,estimated,legacy_import
R0000239285,1,2026-01-06 22:30:00,0.5169,227.76,9.93,0.935,actual,meter_gateway
R0000239286,1,2026-01-06 22:45:00,0.6549,226.75,11.4,0.936,actual,meter_gateway
R0000239287,1,2026-01-06 23:00:00,0.2565,227.55,4.9,0.928,actual,meter_gateway
R0000239288,1,2026-01-06 23:15:00,0.2796,230.14,6.04,0.87,actual,meter_gateway
R0000239289,1,2026-01-06 23:30:00,0.2749,230.99,4.75,0.927,actual,meter_gateway
R0000239290,1,2026-01-06 23:45:00,0.2135,226.06,4.17,0.954,estimated,legacy_import
R0000239291,2,2026-01-06 00:00:00,2.9766,228.26,58.23,0.924,actual,meter_gateway
R0000239292,2,2026-01-06 00:15:00,2.1497,227.07,39.79,0.937,actual,meter_gateway
R0000239293,2,2026-01-06 00:30:00,2.3033,232.43,41.0,0.909,estimated,legacy_import
R0000239294,2,2026-01-06 00:45:00,2.5875,233.03,47.48,0.923,estimated,legacy_import
R0000239295,2,2026-01-06 01:00:00,2.5228,226.84,48.41,0.931,actual,meter_gateway
R0000239296,2,2026-01-06 01:15:00,2.3902,230.35,45.44,0.956,actual,meter_gateway
R0000239297,2,2026-01-06 01:30:00,2.4797,227.96,49.99,0.925,actual,meter_gateway
R0000239298,2,2026-01-06 01:45:00,2.4048,219.9,47.35,0.946,actual,meter_gateway
R0000239299,2,2026-01-06 02:00:00,2.1923,225.38,40.54,0.946,actual,meter_gateway
R0000239300,2,2026-01-06 02:15:00,2.4699,225.92,50.11,0.94,actual,meter_gateway
R0000239301,,2026-01-06 02:30:00,2.6188,234.72,50.63,0.925,actual,meter_gateway
R0000239302,2,2026-01-06 02:45:00,2.6087,229.86,44.53,0.95,actual,meter_gateway
R0000239303,2,2026-01-06 03:00:00,-3.8033,229.59,37.54,0.948,actual,meter_gateway
R0000239304,2,2026-01-06 03:15:00,2.6974,226.72,48.28,0.945,actual,meter_gateway
R0000239305,2,2026-01-06 03:30:00,2.7011,228.48,51.5,0.909,estimated,legacy_import
R0000239306,2,2026-01-06 03:45:00,2.5618,230.83,45.87,0.891,actual,meter_gateway
R0000239307,2,2026-01-06 04:00:00,2.5299,229.07,46.72,0.943,actual,meter_gateway
R0000239308,2,2026-01-06 04:15:00,2.4938,220.33,45.54,0.905,actual,meter_gateway
R0000239309,2,2026-01-06 04:30:00,2.7627,231.94,53.08,0.98,actual,meter_gateway
R0000239310,2,2026-01-06 04:45:00,2.6573,230.42,54.39,0.981,actual,meter_gateway
R0000239311,2,2026-01-06 05:00:00,2.693,231.62,46.19,0.99,actual,meter_gateway
R0000239312,2,2026-01-06 05:15:00,2.4182,232.05,42.8,0.945,actual,meter_gateway
R0000239313,2,2026-01-06 05:30:00,2.4395,236.87,44.81,0.967,actual,meter_gateway
R0000239314,2,2026-01-06 05:45:00,2.7395,230.08,51.2,0.951,actual,meter_gateway
R0000239315,2,2026-01-06 06:00:00,2.7817,233.8,50.24,0.909,actual,meter_gateway
R0000239316,2,2026-01-06 06:15:00,2.7439,226.58,51.99,0.927,estimated,legacy_import
R0000239317,2,2026-01-06 06:30:00,2.3162,231.02,43.78,0.9,actual,meter_gateway
R0000239318,2,2026-01-06 06:45:00,2.4109,226.87,49.56,0.892,actual,meter_gateway
R0000239319,2,2026-01-06 07:00:00,2.5823,233.64,42.51,0.962,actual,meter_gateway
R0000239320,2,2026-01-06 07:15:00,2.5197,229.88,46.05,0.933,actual,meter_gateway
R0000239321,2,2026-01-06 07:30:00,2.6622,225.11,52.13,0.907,actual,meter_gateway
R0000239322,2,2026-01-06 07:45:00,2.6576,228.69,50.89,0.92,actual,meter_gateway
R0000239323,2,2026-01-06 08:00:00,2.3436,237.66,42.83,0.915,estimated,legacy_import
R0000239324,2,2026-01-06 08:15:00,2.7855,238.54,53.17,0.955,actual,meter_gateway
R0000239325,2,2026-01-06 08:30:00,2.4471,225.87,46.26,0.92,actual,meter_gateway
R0000239326,2,2026-01-06 08:45:00,2.2635,231.29,41.04,0.952,estimated,legacy_import
R0000239327,2,2026-01-06 09:00:00,2.5567,225.79,44.78,0.982,actual,meter_gateway
R0000239328,2,2026-01-06 09:15:00,2.5269,222.83,49.71,0.945,actual,meter_gateway
R0000239329,2,2026-01-06 09:30:00,2.4144,228.07,48.02,0.906,actual,meter_gateway
R0000239330,2,2026-01-06 09:45:00,2.4106,231.13,41.63,0.938,estimated,legacy_import
R0000239331,2,2026-01-06 10:00:00,2.385,233.13,41.72,0.958,estimated,legacy_import
R0000239332,2,2026-01-06 10:15:00,2.4686,234.87,42.66,0.934,actual,meter_gateway
R0000239333,2,2026-01-06 10:30:00,2.5288,229.96,47.77,0.888,actual,meter_gateway
R0000239334,2,2026-01-06 10:45:00,2.5114,230.48,45.46,0.943,actual,meter_gateway
R0000239335,2,2026-01-06 11:00:00,2.6405,232.64,52.04,0.901,actual,meter_gateway
R0000239336,2,2026-01-06 11:15:00,2.6089,228.17,47.72,0.975,actual,meter_gateway
R0000239337,2,2026-01-06 11:30:00,2.568,226.59,48.54,0.921,actual,meter_gateway
R0000239338,2,2026-01-06 11:45:00,2.1917,236.86,39.08,0.946,actual,meter_gateway
R0000239339,2,2026-01-06 12:00:00,2.2261,229.44,43.23,0.891,actual,meter_gateway
R0000239340,2,2026-01-06 12:15:00,2.4132,226.82,43.38,0.927,estimated,legacy_import
R0000239341,2,2026-01-06 12:30:00,2.3133,234.47,41.27,0.949,estimated,legacy_import
R0000239342,2,2026-01-06 12:45:00,2.4333,233.26,40.46,0.993,actual,meter_gateway
R0000239343,2,2026-01-06 13:00:00,2.5223,227.29,47.27,0.948,actual,meter_gateway
R0000239344,2,2026-01-06 13:15:00,2.509,231.82,47.64,0.93,actual,meter_gateway
R0000239345,2,2026-01-06 13:30:00,2.5659,228.64,46.28,0.948,actual,meter_gateway
R0000239346,2,2026-01-06 13:45:00,2.4408,230.41,45.7,0.96,actual,meter_gateway
R0000239347,2,2026-01-06 14:00:00,2.3477,234.96,41.54,0.944,actual,meter_gateway
R0000239348,2,2026-01-06 14:15:00,2.3654,235.35,43.03,0.952,actual,meter_gateway
R0000239349,2,2026-01-06 14:30:00,2.2089,230.37,43.59,0.912,actual,meter_gateway
R0000239350,2,2026-01-06 14:45:00,2.2123,228.99,42.32,0.973,estimated,legacy_import
R0000239351,2,2026-01-06 15:15:00,2.2571,230.3,43.51,0.881,actual,meter_gateway
R0000239352,2,2026-01-06 15:30:00,2.567,228.52,44.76,0.932,estimated,legacy_import
R0000239353,2,2026-01-06 15:45:00,2.0559,227.2,36.25,0.963,actual,meter_gateway
R0000239354,2,2026-01-06 16:00:00,2.2344,240.19,40.65,0.907,actual,meter_gateway
R0000239355,2,2026-01-06 16:15:00,2.3741,230.0,37.64,0.955,actual,meter_gateway
R0000239356,2,2026-01-06 16:30:00,2.3552,232.0,44.36,0.905,actual,meter_gateway
R0000239357,2,2026-01-06 16:45:00,2.2249,232.16,41.47,0.946,actual,meter_gateway
R0000239358,2,2026-01-06 17:00:00,2.1226,232.12,40.87,0.961,estimated,legacy_import
R0000239359,2,2026-01-06 17:15:00,2.534,228.13,47.14,0.939,actual,meter_gateway
R0000239360,2,2026-01-06 17:30:00,2.3467,230.32,42.41,0.938,actual,meter_gateway
R0000239361,2,2026-01-06 17:45:00,2.13,229.03,36.73,0.961,actual,meter_gateway
R0000239362,2,2026-01-06 18:00:00,1.9983,226.52,35.95,0.981,actual,meter_gateway
R0000239363,UNK_20260106_024,2026-01-06 18:15:00,2.3604,235.13,42.46,0.968,actual,meter_gateway
R0000239364,2,2026-01-06 18:30:00,2.2125,231.97,42.95,0.91,actual,meter_gateway
R0000239365,2,2026-01-06 18:45:00,2.1192,224.29,39.74,0.96,estimated,legacy_import
R0000239366,2,2026-01-06 19:00:00,2.4587,229.58,43.6,0.96,actual,meter_gateway
R0000239367,2,2026-01-06 19:15:00,2.2014,231.9,41.02,0.91,actual,meter_gateway
R0000239368,2,2026-01-06 19:30:00,1.8402,230.88,36.25,0.943,estimated,legacy_import
R0000239369,2,2026-01-06 19:45:00,2.1405,227.22,40.71,0.972,actual,meter_gateway
R0000239370,2,2026-01-06 20:00:00,2.1289,227.49,43.97,0.932,actual,meter_gateway
R0000239371,2,2026-01-06 20:15:00,2.3122,232.19,45.56,0.945,actual,meter_gateway
R0000239372,2,2026-01-06 20:30:00,2.1462,223.72,41.77,0.932,actual,meter_gateway
R0000239373,2,2026-01-06 20:45:00,2.0682,228.54,36.03,0.989,actual,meter_gateway
R0000239374,2,2026-01-06 21:00:00,2.1163,226.09,39.43,0.969,actual,meter_gateway
R0000239375,2,2026-01-06 21:15:00,2.5054,232.68,43.38,0.935,actual,meter_gateway
R0000239376,2,2026-01-06 21:30:00,2.3653,238.2,42.26,0.972,actual,meter_gateway
R0000239377,2,2026-01-06 21:45:00,2.2551,230.5,38.72,0.955,actual,meter_gateway
R0000239378,2,2026-01-06 22:00:00,2.158,237.23,39.18,0.946,actual,meter_gateway
R0000239379,2,2026-01-06 22:15:00,2.5444,232.18,46.85,0.964,actual,meter_gateway
R0000239380,2,2026-01-06 22:30:00,2.3177,230.35,40.83,0.903,actual,meter_gateway
R0000239381,2,2026-01-06 22:45:00,2.4238,232.15,43.39,0.952,actual,meter_gateway
R0000239382,2,2026-01-06 23:00:00,2.2185,231.17,41.21,0.933,actual,meter_gateway
R0000239383,2,2026-01-06 23:15:00,2.5935,231.63,45.91,0.981,actual,meter_gateway
R0000239384,2,2026-01-06 23:30:00,2.5727,236.98,45.57,0.947,actual,meter_gateway
R0000239385,2,2026-01-06 23:45:00,2.2842,228.6,42.25,0.947,actual,meter_gateway
R0000239386,3,2026-01-06 00:00:00,1.2151,231.29,23.71,0.954,actual,meter_gateway
R0000239387,3,2026-01-06 00:15:00,1.277,228.49,21.55,0.972,actual,meter_gateway
R0000239388,3,2026-01-06 00:30:00,1.3361,228.73,26.14,0.913,actual,meter_gateway
R0000239389,3,2026-01-06 00:45:00,1.3931,224.31,26.82,0.937,actual,meter_gateway
R0000239390,3,2026-01-06 01:00:00,185.5409,223.72,22.65,0.936,actual,meter_gateway
R0000239391,3,2026-01-06 01:15:00,1.4563,230.82,28.13,0.943,actual,meter_gateway
R0000239392,3,2026-01-06 01:30:00,1.3693,233.29,22.92,0.952,actual,meter_gateway
R0000239393,3,2026-01-06 01:45:00,1.3851,234.36,24.09,0.977,actual,meter_gateway
R0000239394,3,2026-01-06 02:00:00,1.3775,229.28,25.78,0.941,actual,meter_gateway
R0000239395,3,2026-01-06 02:15:00,1.3185,235.01,23.26,0.986,actual,meter_gateway
R0000239396,3,2026-01-06 02:30:00,1.3349,228.06,26.84,0.902,actual,meter_gateway
R0000239397,3,2026-01-06 02:45:00,1.363,227.81,25.71,0.918,actual,meter_gateway
R0000239398,3,2026-01-06 03:00:00,1.5209,231.7,30.21,0.945,actual,meter_gateway
R0000239399,3,2026-01-06 03:15:00,1.5869,234.87,29.46,0.92,actual,meter_gateway
R0000239400,3,2026-01-06 03:30:00,1.5601,226.56,28.18,0.905,actual,meter_gateway
R0000239401,3,2026-01-06 03:45:00,1.2491,228.2,23.16,0.915,actual,meter_gateway
R0000239402,3,2026-01-06 04:00:00,1.3879,240.85,25.61,0.914,actual,meter_gateway
R0000239403,3,2026-01-06 04:15:00,1.2914,229.76,22.81,0.943,actual,meter_gateway
R0000239404,3,2026-01-06 04:30:00,1.4381,234.72,24.63,0.966,actual,meter_gateway
R0000239405,3,2026-01-06 04:45:00,1.5461,227.52,28.54,0.928,actual,meter_gateway
R0000239406,3,2026-01-06 05:00:00,1.3683,231.44,26.54,0.953,actual,meter_gateway
R0000239407,3,2026-01-06 05:15:00,1.379,232.69,26.02,0.922,actual,meter_gateway
R0000239408,3,2026-01-06 05:30:00,1.3762,233.41,25.4,0.927,actual,meter_gateway
R0000239409,3,2026-01-06 05:45:00,1.5139,226.06,27.03,0.925,actual,meter_gateway
R0000239410,3,2026-01-06 06:00:00,1.4853,231.38,26.28,0.964,actual,meter_gateway
R0000239411,3,2026-01-06 06:15:00,1.4341,232.76,24.53,1.0,estimated,legacy_import
R0000239412,3,2026-01-06 06:30:00,1.5606,230.62,28.74,0.942,actual,meter_gateway
R0000239413,3,2026-01-06 06:45:00,1.5231,231.74,31.72,0.931,actual,meter_gateway
R0000239414,3,2026-01-06 07:00:00,1.4027,227.88,24.95,0.964,actual,meter_gateway
R0000239415,3,2026-01-06 07:15:00,1.495,236.45,27.35,0.903,estimated,legacy_import
R0000239416,3,2026-01-06 07:30:00,1.4062,229.07,25.66,0.962,estimated,legacy_import
R0000239417,3,2026-01-06 07:45:00,1.2347,229.32,22.84,0.932,estimated,legacy_import
R0000239418,3,2026-01-06 08:00:00,1.3336,228.9,26.07,0.901,actual,meter_gateway
R0000239419,3,2026-01-06 08:15:00,1.2175,226.76,23.2,0.975,actual,meter_gateway
R0000239420,3,2026-01-06 08:30:00,1.3927,232.23,26.37,0.916,actual,meter_gateway
R0000239421,3,2026-01-06 08:45:00,1.4825,232.32,26.0,0.959,actual,meter_gateway
R0000239422,3,2026-01-06 09:00:00,1.3753,233.73,24.7,0.968,actual,meter_gateway
R0000239423,,2026-01-06 09:15:00,1.4367,233.85,25.38,0.969,actual,meter_gateway
R0000239424,3,2026-01-06 09:30:00,1.2497,220.75,23.99,0.947,actual,meter_gateway
R0000239425,3,2026-01-06 09:45:00,1.527,230.38,27.35,0.951,actual,meter_gateway
R0000239426,3,2026-01-06 10:00:00,1.4296,230.46,26.0,0.909,actual,meter_gateway
R0000239427,3,2026-01-06 10:15:00,1.3243,229.6,23.26,0.92,actual,meter_gateway
R0000239428,3,2026-01-06 10:30:00,1.2318,231.27,24.69,0.85,actual,meter_gateway
R0000239429,3,2026-01-06 10:45:00,1.3617,231.33,23.35,0.962,actual,meter_gateway
R0000239430,3,2026-01-06 11:00:00,1.2286,231.67,20.27,0.985,actual,meter_gateway
R0000239431,3,2026-01-06 11:15:00,1.3036,228.2,23.96,0.987,actual,meter_gateway
R0000239432,3,2026-01-06 11:30:00,1.2526,229.96,22.64,0.953,estimated,legacy_import
R0000239433,3,2026-01-06 11:45:00,1.3244,227.4,21.49,0.996,estimated,legacy_import
R0000239434,3,2026-01-06 12:00:00,1.2617,227.16,23.21,0.951,actual,meter_gateway
R0000239435,3,2026-01-06 12:15:00,1.324,224.19,26.57,0.928,actual,meter_gateway
R0000239436,3,2026-01-06 12:30:00,1.1992,228.17,24.03,0.977,actual,meter_gateway
R0000239437,3,2026-01-06 12:45:00,1.3948,232.24,25.19,0.923,actual,meter_gateway
R0000239438,UNK_20260106_063,2026-01-06 13:00:00,1.1666,233.32,20.01,1.0,actual,meter_gateway
R0000239439,3,2026-01-06 13:15:00,1.1338,226.32,21.46,0.976,actual,meter_gateway
R0000239440,3,2026-01-06 13:30:00,1.3709,233.66,24.06,0.955,actual,meter_gateway
R0000239441,3,2026-01-06 13:45:00,1.0594,231.36,19.18,0.949,actual,meter_gateway
R0000239442,3,2026-01-06 14:00:00,1.2195,233.16,21.76,0.988,actual,meter_gateway
R0000239443,3,2026-01-06 14:15:00,1.1443,232.63,20.03,0.912,actual,meter_gateway
R0000239444,3,2026-01-06 14:30:00,1.2166,226.23,23.98,0.933,actual,meter_gateway
R0000239445,3,2026-01-06 14:45:00,1.3531,225.88,25.97,0.962,actual,meter_gateway
R0000239446,3,2026-01-06 15:00:00,1.3709,234.16,24.85,0.919,actual,meter_gateway
R0000239447,3,2026-01-06 15:15:00,1.2003,235.42,21.6,0.895,actual,meter_gateway
R0000239448,3,2026-01-06 15:30:00,1.2229,228.84,21.84,0.906,actual,meter_gateway
R0000239449,3,2026-01-06 15:45:00,1.1579,227.51,21.65,0.904,actual,meter_gateway
R0000239450,3,2026-01-06 16:00:00,1.2438,229.67,23.03,0.964,estimated,legacy_import
R0000239451,3,2026-01-06 16:15:00,1.2188,230.49,23.21,0.956,actual,meter_gateway
R0000239452,3,2026-01-06 16:30:00,1.195,229.21,21.37,0.91,actual,meter_gateway
R0000239453,3,2026-01-06 16:45:00,1.1088,234.45,19.7,0.934,actual,meter_gateway
R0000239454,3,2026-01-06 17:00:00,1.2608,228.64,21.0,0.965,actual,meter_gateway
R0000239455,3,2026-01-06 17:15:00,1.1795,232.02,20.35,0.978,actual,meter_gateway
R0000239456,3,2026-01-06 17:30:00,1.228,227.73,20.87,0.974,actual,meter_gateway
R0000239457,3,2026-01-06 17:45:00,1.2299,224.32,21.97,0.98,actual,meter_gateway
R0000239458,3,2026-01-06 18:00:00,1.2047,230.21,21.17,0.941,actual,meter_gateway
R0000239459,3,2026-01-06 18:15:00,1.2732,226.21,24.49,0.953,actual,meter_gateway
R0000239460,3,2026-01-06 18:30:00,1.1776,229.31,22.32,0.952,actual,meter_gateway
R0000239461,3,2026-01-06 18:45:00,1.2444,229.56,19.18,1.0,actual,meter_gateway
R0000239462,3,2026-01-06 19:00:00,1.1313,223.78,21.67,0.932,actual,meter_gateway
R0000239463,3,2026-01-06 19:15:00,1.3615,225.46,27.08,0.952,actual,meter_gateway
R0000239464,3,2026-01-06 19:30:00,1.0743,232.97,17.29,0.951,actual,meter_gateway
R0000239465,3,2026-01-06 19:45:00,1.1281,229.76,20.63,0.983,actual,meter_gateway
R0000239466,3,2026-01-06 20:00:00,1.3198,233.98,24.37,0.956,actual,meter_gateway
R0000239467,3,2026-01-06 20:15:00,1.288,235.56,22.46,0.925,estimated,legacy_import
R0000239468,3,2026-01-06 20:30:00,1.3193,223.7,21.62,0.961,actual,meter_gateway
R0000239469,3,2026-01-06 20:45:00,1.2523,232.89,21.8,0.964,actual,meter_gateway
R0000239470,3,2026-01-06 21:00:00,1.2347,235.28,23.1,0.955,actual,meter_gateway
R0000239471,3,2026-01-06 21:15:00,1.2598,229.55,24.74,0.924,actual,meter_gateway
R0000239472,3,2026-01-06 21:30:00,1.2672,227.1,23.86,0.967,actual,meter_gateway
R0000239473,3,2026-01-06 21:45:00,1.1925,227.51,21.8,0.939,actual,meter_gateway
R0000239474,3,2026-01-06 22:00:00,1.1699,228.42,24.53,0.905,actual,meter_gateway
R0000239475,3,2026-01-06 22:15:00,1.2784,234.68,23.74,0.943,estimated,legacy_import
R0000239476,3,2026-01-06 22:30:00,1.2282,231.65,21.73,0.982,actual,meter_gateway
R0000239477,3,2026-01-06 22:45:00,1.1708,230.55,21.48,0.973,actual,meter_gateway
R0000239478,3,2026-01-06 23:00:00,1.4371,234.28,24.83,0.983,actual,meter_gateway
R0000239479,3,2026-01-06 23:15:00,1.1654,225.8,20.24,0.99,actual,meter_gateway
R0000239480,3,2026-01-06 23:30:00,1.1361,236.44,19.19,0.914,estimated,legacy_import
R0000239481,3,2026-01-06 23:45:00,1.4484,230.58,24.98,0.971,estimated,legacy_import
R0000239482,4,2026-01-06 00:00:00,0.2706,231.94,5.12,0.96,actual,meter_gateway
R0000239483,4,2026-01-06 00:15:00,0.2924,237.23,5.22,0.908,actual,meter_gateway
R0000239484,4,2026-01-06 00:30:00,0.2946,228.77,5.61,0.951,actual,meter_gateway
R0000239485,4,2026-01-06 00:45:00,0.2383,226.27,4.52,0.936,actual,meter_gateway
