reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000095690,2,2026-01-03 13:00:00,2.2698,231.62,38.19,0.971,actual,meter_gateway
R0000095691,2,2026-01-03 13:15:00,2.3274,227.44,41.74,0.961,actual,meter_gateway
R0000095692,2,2026-01-03 13:30:00,2.6433,234.36,48.8,0.932,actual,meter_gateway
R0000095693,2,2026-01-03 13:45:00,1.987,229.34,35.97,0.952,estimated,legacy_import
R0000095694,2,2026-01-03 14:00:00,2.5025,232.17,44.81,0.946,actual,meter_gateway
R0000095695,2,2026-01-03 14:15:00,2.4935,237.73,46.69,0.953,actual,meter_gateway
R0000095696,2,2026-01-03 14:30:00,2.3543,231.2,42.13,0.975,actual,meter_gateway
R0000095697,2,2026-01-03 14:45:00,2.3084,234.52,43.82,0.92,actual,meter_gateway
R0000095698,2,2026-01-03 15:00:00,2.2731,229.93,38.6,0.973,actual,meter_gateway
R0000095699,2,2026-01-03 15:15:00,2.458,231.24,48.71,0.941,actual,meter_gateway
R0000095700,2,2026-01-03 15:30:00,2.175,230.15,42.69,0.893,estimated,legacy_import
R0000095701,2,2026-01-03 15:45:00,2.3231,228.57,43.43,0.953,actual,meter_gateway
R0000095702,2,2026-01-03 16:00:00,2.2612,224.0,44.68,0.919,estimated,legacy_import
R0000095703,2,2026-01-03 16:15:00,2.0759,231.06,38.73,0.966,actual,meter_gateway
R0000095704,2,2026-01-03 16:30:00,2.2782,228.74,41.2,0.906,actual,meter_gateway
R0000095705,2,2026-01-03 16:45:00,2.4742,236.68,45.32,0.938,actual,meter_gateway
R0000095706,2,2026-01-03 17:00:00,2.4291,237.09,39.15,0.973,actual,meter_gateway
R0000095707,2,2026-01-03 17:15:00,2.0887,230.31,37.96,0.959,actual,meter_gateway
R0000095708,2,2026-01-03 17:30:00,2.2675,228.14,38.13,0.977,actual,meter_gateway
R0000095709,2,2026-01-03 17:45:00,2.3414,226.58,43.87,0.918,actual,meter_gateway
R0000095710,2,2026-01-03 18:00:00,1.8609,231.83,35.34,0.927,actual,meter_gateway
R0000095711,2,2026-01-03 18:15:00,2.4974,228.91,48.69,0.911,actual,meter_gateway
R0000095712,2,2026-01-03 18:30:00,2.2402,224.52,44.95,0.942,actual,meter_gateway
R0000095713,2,2026-01-03 18:45:00,2.1592,228.68,40.12,0.931,actual,meter_gateway
R0000095714,2,2026-01-03 19:00:00,2.4411,231.69,49.06,0.922,estimated,legacy_import
R0000095715,2,2026-01-03 19:15:00,1.9981,231.53,38.43,0.96,estimated,legacy_import
R0000095716,2,2026-01-03 19:30:00,2.4548,230.31,43.76,0.982,estimated,legacy_import
R0000095717,2,2026-01-03 19:45:00,2.2292,235.29,38.88,0.974,actual,meter_gateway
R0000095718,2,2026-01-03 20:00:00,2.1701,228.99,38.03,0.946,actual,meter_gateway
R0000095719,2,2026-01-03 20:15:00,2.2575,232.14,44.02,0.976,actual,meter_gateway
R0000095720,2,2026-01-03 20:30:00,2.5881,230.06,54.17,0.917,actual,meter_gateway
R0000095721,2,2026-01-03 20:45:00,2.2322,232.01,39.41,0.945,actual,meter_gateway
R0000095722,2,2026-01-03 21:00:00,2.4364,232.03,47.22,0.917,actual,meter_gateway
R0000095723,2,2026-01-03 21:15:00,2.2575,229.01,41.94,0.948,actual,meter_gateway
R0000095724,2,2026-01-03 21:30:00,2.1033,226.88,42.52,0.888,actual,meter_gateway
R0000095725,2,2026-01-03 21:45:00,2.2597,230.44,39.2,0.975,actual,meter_gateway
R0000095726,2,2026-01-03 22:00:00,1.891,233.95,34.8,0.959,estimated,legacy_import
R0000095727,2,2026-01-03 22:15:00,2.0849,230.72,42.41,0.897,actual,meter_gateway
R0000095728,2,2026-01-03 22:30:00,1.8813,235.34,34.67,0.913,actual,meter_gateway
R0000095729,2,2026-01-03 22:45:00,2.3593,226.99,49.03,0.888,actual,meter_gateway
R0000095730,2,2026-01-03 23:00:00,2.3199,230.66,44.17,0.902,actual,meter_gateway
R0000095731,2,2026-01-03 23:15:00,2.4687,233.41,45.21,0.962,actual,meter_gateway
R0000095732,2,2026-01-03 23:30:00,2.4713,224.56,45.18,0.957,actual,meter_gateway
R0000095733,2,2026-01-03 23:45:00,2.3854,224.79,43.72,0.975,actual,meter_gateway
R0000095734,3,2026-01-03 00:00:00,1.2726,234.14,22.65,0.867,actual,meter_gateway
R0000095735,3,2026-01-03 00:15:00,1.2252,227.39,21.5,1.0,actual,meter_gateway
R0000095736,3,2026-01-03 00:30:00,1.28,229.53,26.08,0.891,actual,meter_gateway
R0000095737,3,2026-01-03 00:45:00,1.3155,232.9,23.77,0.945,actual,meter_gateway
R0000095738,3,2026-01-03 01:00:00,1.3084,231.33,23.03,0.949,actual,meter_gateway
R0000095739,3,2026-01-03 01:15:00,1.2881,236.65,23.23,0.942,actual,meter_gateway
R0000095740,3,2026-01-03 01:30:00,1.3704,230.14,25.16,0.907,actual,meter_gateway
R0000095741,3,2026-01-03 01:45:00,1.2438,228.25,21.85,0.992,actual,meter_gateway
R0000095742,3,2026-01-03 02:00:00,1.4472,226.37,26.43,0.906,actual,meter_gateway
R0000095743,,2026-01-03 02:15:00,1.4138,235.73,24.71,0.924,actual,meter_gateway
R0000095744,3,2026-01-03 02:30:00,1.4304,232.15,27.95,0.946,actual,meter_gateway
R0000095745,3,2026-01-03 02:45:00,1.4877,227.76,29.16,0.905,actual,meter_gateway
R0000095746,3,2026-01-03 03:00:00,1.4105,227.6,28.92,0.919,actual,meter_gateway
R0000095747,3,2026-01-03 03:15:00,1.4322,225.94,29.11,0.928,actual,meter_gateway
R0000095748,3,2026-01-03 03:30:00,1.5981,236.93,28.61,1.0,actual,meter_gateway
R0000095749,3,2026-01-03 03:45:00,1.1128,226.62,20.43,0.947,actual,meter_gateway
R0000095750,3,2026-01-03 04:00:00,1.3425,234.4,22.3,0.999,actual,meter_gateway
R0000095751,3,2026-01-03 04:15:00,1.3151,231.48,25.55,0.954,actual,meter_gateway
R0000095752,3,2026-01-03 04:30:00,1.5169,223.85,27.61,0.91,estimated,legacy_import
R0000095753,3,2026-01-03 04:45:00,1.5131,234.09,28.54,0.979,actual,meter_gateway
R0000095754,3,2026-01-03 05:00:00,1.345,239.39,25.29,0.945,actual,meter_gateway
R0000095755,3,2026-01-03 05:15:00,1.5298,230.37,25.22,0.957,actual,meter_gateway
R0000095756,3,2026-01-03 05:30:00,1.3672,234.3,25.56,0.982,actual,meter_gateway
R0000095757,3,2026-01-03 05:45:00,1.3549,228.21,26.7,0.949,actual,meter_gateway
R0000095758,3,2026-01-03 06:00:00,1.3922,227.21,25.4,0.949,actual,meter_gateway
R0000095759,3,2026-01-03 06:15:00,1.4191,229.11,26.77,0.935,estimated,legacy_import
R0000095760,3,2026-01-03 06:30:00,1.5723,234.64,28.32,0.967,actual,meter_gateway
R0000095761,3,2026-01-03 06:45:00,1.4717,233.45,24.61,0.954,actual,meter_gateway
R0000095762,3,2026-01-03 07:00:00,1.4243,228.96,23.87,0.938,actual,meter_gateway
R0000095763,3,2026-01-03 07:15:00,1.5461,227.58,29.15,0.929,actual,meter_gateway
R0000095764,3,2026-01-03 07:45:00,1.4602,231.75,29.87,0.866,actual,meter_gateway
R0000095765,3,2026-01-03 08:00:00,1.5439,232.87,27.37,0.947,actual,meter_gateway
R0000095766,3,2026-01-03 08:15:00,1.5513,228.67,28.72,0.937,actual,meter_gateway
R0000095767,3,2026-01-03 08:30:00,1.5671,233.73,29.12,0.981,actual,meter_gateway
R0000095768,3,2026-01-03 08:45:00,1.5104,234.47,26.71,0.954,actual,meter_gateway
R0000095769,3,2026-01-03 09:00:00,1.4713,230.19,29.6,0.937,estimated,legacy_import
R0000095770,3,2026-01-03 09:15:00,1.2775,238.62,25.41,0.915,actual,meter_gateway
R0000095771,3,2026-01-03 09:30:00,1.2241,227.2,21.59,0.951,actual,meter_gateway
R0000095772,3,2026-01-03 09:45:00,1.5547,235.64,28.59,0.943,estimated,legacy_import
R0000095773,3,2026-01-03 10:00:00,1.2661,229.29,23.07,0.969,actual,meter_gateway
R0000095774,3,2026-01-03 10:15:00,1.2418,229.07,23.17,0.955,actual,meter_gateway
R0000095775,3,2026-01-03 10:30:00,1.3675,235.56,24.83,0.9,actual,meter_gateway
R0000095776,3,2026-01-03 10:45:00,1.3508,231.29,25.7,0.969,actual,meter_gateway
R0000095777,3,2026-01-03 11:00:00,1.4441,232.6,25.44,0.926,actual,meter_gateway
R0000095778,3,2026-01-03 11:15:00,1.4572,231.72,27.1,0.953,actual,meter_gateway
R0000095779,3,2026-01-03 11:30:00,1.1391,230.22,22.69,0.937,actual,meter_gateway
R0000095780,3,2026-01-03 11:45:00,1.2941,230.29,22.67,0.95,actual,meter_gateway
R0000095781,3,2026-01-03 12:00:00,1.0827,238.69,20.77,0.917,actual,meter_gateway
R0000095782,3,2026-01-03 12:15:00,1.3904,228.6,27.26,0.968,estimated,legacy_import
R0000095783,3,2026-01-03 12:30:00,1.4259,223.15,26.03,0.991,actual,meter_gateway
R0000095784,3,2026-01-03 12:45:00,1.329,226.52,25.72,0.908,actual,meter_gateway
R0000095785,3,2026-01-03 13:00:00,1.2385,236.49,23.64,0.918,estimated,legacy_import
R0000095786,3,2026-01-03 13:15:00,1.3026,230.89,24.73,0.956,actual,meter_gateway
R0000095787,3,2026-01-03 13:30:00,1.3318,234.26,24.51,0.92,actual,meter_gateway
R0000095788,3,2026-01-03 13:45:00,1.2973,221.46,23.8,0.949,estimated,legacy_import
R0000095789,3,2026-01-03 14:00:00,1.2317,233.07,23.61,0.938,actual,meter_gateway
R0000095790,3,2026-01-03 14:15:00,1.2865,233.06,21.74,0.961,actual,meter_gateway
R0000095791,3,2026-01-03 14:30:00,1.2152,234.82,22.42,0.917,estimated,legacy_import
R0000095792,3,2026-01-03 14:45:00,1.2136,230.54,20.6,0.93,actual,meter_gateway
R0000095793,3,2026-01-03 15:00:00,1.2613,230.57,23.57,0.982,actual,meter_gateway
R0000095794,3,2026-01-03 15:15:00,1.1168,227.14,19.34,0.956,actual,meter_gateway
R0000095795,3,2026-01-03 15:30:00,1.4225,226.86,23.65,0.965,actual,meter_gateway
R0000095796,3,2026-01-03 15:45:00,1.1737,235.13,20.53,0.927,actual,meter_gateway
R0000095797,3,2026-01-03 16:00:00,1.3218,224.61,25.88,0.888,actual,meter_gateway
R0000095798,3,2026-01-03 16:15:00,1.3284,230.63,22.9,0.95,actual,meter_gateway
R0000095799,3,2026-01-03 16:30:00,1.2103,235.77,20.6,0.97,actual,meter_gateway
R0000095800,3,2026-01-03 16:45:00,1.0713,226.93,18.61,0.953,actual,meter_gateway
R0000095801,3,2026-01-03 17:00:00,1.3221,237.0,23.84,0.948,actual,meter_gateway
R0000095802,3,2026-01-03 17:15:00,1.3062,229.53,26.11,0.894,actual,meter_gateway
R0000095803,3,2026-01-03 17:30:00,1.1125,229.47,22.62,0.918,actual,meter_gateway
R0000095804,3,2026-01-03 17:45:00,1.2924,228.38,24.01,0.928,estimated,legacy_import
R0000095805,3,2026-01-03 18:00:00,1.2274,226.81,24.65,0.86,actual,meter_gateway
R0000095806,3,2026-01-03 18:15:00,1.2736,226.67,23.43,0.949,actual,meter_gateway
R0000095807,3,2026-01-03 18:30:00,1.1468,235.31,22.72,0.911,estimated,legacy_import
R0000095808,3,2026-01-03 18:45:00,1.2895,235.21,23.43,0.936,actual,meter_gateway
R0000095809,3,2026-01-03 19:00:00,1.2405,224.79,23.29,0.935,actual,meter_gateway
R0000095810,3,2026-01-03 19:15:00,1.0448,226.04,21.41,0.865,actual,meter_gateway
R0000095811,3,2026-01-03 19:30:00,1.2003,227.3,22.98,0.89,actual,meter_gateway
R0000095812,3,2026-01-03 19:45:00,1.2513,228.91,21.71,0.965,actual,meter_gateway
R0000095813,3,2026-01-03 20:00:00,1.297,233.35,22.36,0.956,actual,meter_gateway
R0000095814,3,2026-01-03 20:15:00,1.2433,231.84,23.39,0.86,actual,meter_gateway
R0000095815,3,2026-01-03 20:30:00,1.2469,236.76,25.48,0.893,actual,meter_gateway
R0000095816,3,2026-01-03 20:45:00,1.197,228.62,21.99,0.971,actual,meter_gateway
R0000095817,3,2026-01-03 21:00:00,1.0848,231.07,22.16,0.933,actual,meter_gateway
R0000095818,3,2026-01-03 21:15:00,1.2721,227.31,25.98,0.902,estimated,legacy_import
R0000095819,3,2026-01-03 21:30:00,1.3525,227.75,25.01,0.937,actual,meter_gateway
R0000095820,3,2026-01-03 21:45:00,1.2087,230.47,24.32,0.919,actual,meter_gateway
R0000095821,3,2026-01-03 22:00:00,1.3548,229.97,27.48,0.933,actual,meter_gateway
R0000095822,3,2026-01-03 22:15:00,1.2178,228.05,22.71,0.902,actual,meter_gateway
R0000095823,3,2026-01-03 22:30:00,1.3433,222.83,27.08,0.923,actual,meter_gateway
R0000095824,3,2026-01-03 22:45:00,1.3251,225.14,25.63,0.887,actual,meter_gateway
R0000095825,3,2026-01-03 23:00:00,1.1392,229.19,19.75,0.948,actual,meter_gateway
R0000095826,3,2026-01-03 23:15:00,1.2296,234.05,21.48,0.953,actual,meter_gateway
R0000095827,3,2026-01-03 23:30:00,1.1595,226.59,23.33,0.965,actual,meter_gateway
R0000095828,3,2026-01-03 23:45:00,1.1295,231.65,19.57,0.931,actual,meter_gateway
R0000095829,4,2026-01-03 00:00:00,0.4096,220.72,7.16,0.965,actual,meter_gateway
R0000095830,4,2026-01-03 00:15:00,0.3712,227.54,6.62,0.931,actual,meter_gateway
R0000095831,4,2026-01-03 00:45:00,0.3782,223.8,6.87,0.985,actual,meter_gateway
