reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000047757,1,2026-01-02 23:45:00,0.2236,231.38,4.44,0.902,actual,meter_gateway
R0000047758,2,2026-01-02 00:00:00,2.2841,228.37,43.69,0.902,actual,meter_gateway
R0000047759,2,2026-01-02 00:15:00,2.6599,234.44,47.39,0.954,actual,meter_gateway
R0000047760,2,2026-01-02 00:30:00,2.6046,236.23,53.3,0.909,estimated,legacy_import
R0000047761,2,2026-01-02 00:45:00,2.5103,235.44,44.87,0.924,actual,meter_gateway
R0000047762,2,2026-01-02 01:00:00,2.4908,223.24,50.49,0.938,actual,meter_gateway
R0000047763,2,2026-01-02 01:15:00,2.733,228.12,52.74,0.896,estimated,legacy_import
R0000047764,2,2026-01-02 01:30:00,2.6814,226.82,50.33,0.956,actual,meter_gateway
R0000047765,2,2026-01-02 02:00:00,2.3732,235.2,41.6,0.955,actual,meter_gateway
R0000047766,2,2026-01-02 02:15:00,2.5304,223.46,48.65,0.882,actual,meter_gateway
R0000047767,2,2026-01-02 02:30:00,1.9509,234.85,35.56,0.918,actual,meter_gateway
R0000047768,2,2026-01-02 02:45:00,2.6984,231.2,51.51,0.92,actual,meter_gateway
R0000047769,2,2026-01-02 03:00:00,2.6116,229.74,44.7,0.939,estimated,legacy_import
R0000047770,2,2026-01-02 03:15:00,2.5158,230.25,45.63,0.896,actual,meter_gateway
R0000047771,2,2026-01-02 03:30:00,2.7251,228.05,46.32,0.999,actual,meter_gateway
R0000047772,2,2026-01-02 03:45:00,2.5925,227.6,47.18,0.991,actual,meter_gateway
R0000047773,2,2026-01-02 04:00:00,2.7277,229.93,48.45,0.88,estimated,legacy_import
R0000047774,2,2026-01-02 04:15:00,2.5205,236.95,45.11,0.961,actual,meter_gateway
R0000047775,2,2026-01-02 04:30:00,2.8303,227.79,54.67,0.945,actual,meter_gateway
R0000047776,2,2026-01-02 04:45:00,2.7888,230.37,53.81,0.918,actual,meter_gateway
R0000047777,2,2026-01-02 05:00:00,2.5411,226.6,45.31,0.924,actual,meter_gateway
R0000047778,2,2026-01-02 05:15:00,2.6754,236.05,49.79,0.912,actual,meter_gateway
R0000047779,2,2026-01-02 05:30:00,2.9828,227.63,53.46,0.976,actual,meter_gateway
R0000047780,2,2026-01-02 05:45:00,2.863,232.1,56.96,0.921,actual,meter_gateway
R0000047781,2,2026-01-02 06:00:00,2.7805,228.49,53.78,0.96,actual,meter_gateway
R0000047782,2,2026-01-02 06:15:00,2.6706,234.91,51.31,0.949,actual,meter_gateway
R0000047783,2,2026-01-02 06:30:00,2.5182,230.09,49.66,0.922,actual,meter_gateway
R0000047784,2,2026-01-02 06:45:00,2.5951,229.45,43.68,0.923,actual,meter_gateway
R0000047785,2,2026-01-02 07:00:00,2.5647,233.13,45.78,0.894,actual,meter_gateway
R0000047786,2,2026-01-02 07:15:00,2.7063,230.25,48.6,0.947,actual,meter_gateway
R0000047787,2,2026-01-02 07:30:00,2.5552,228.38,45.51,0.989,actual,meter_gateway
R0000047788,2,2026-01-02 07:45:00,2.9885,226.08,51.72,0.943,actual,meter_gateway
R0000047789,2,2026-01-02 08:00:00,2.5182,227.2,50.36,0.913,actual,meter_gateway
R0000047790,2,2026-01-02 08:15:00,2.679,232.43,49.72,0.957,estimated,legacy_import
R0000047791,2,2026-01-02 08:30:00,2.5589,227.04,45.45,0.966,actual,meter_gateway
R0000047792,2,2026-01-02 08:45:00,2.1175,230.19,41.87,0.886,estimated,legacy_import
R0000047793,2,2026-01-02 09:00:00,2.5476,226.1,54.62,0.909,estimated,legacy_import
R0000047794,2,2026-01-02 09:15:00,2.5253,227.38,47.66,0.937,actual,meter_gateway
R0000047795,2,2026-01-02 09:30:00,2.6934,233.47,49.22,0.951,actual,meter_gateway
R0000047796,2,2026-01-02 09:45:00,2.4863,228.75,47.51,0.959,actual,meter_gateway
R0000047797,2,2026-01-02 10:00:00,2.2973,227.38,46.13,0.9,actual,meter_gateway
R0000047798,2,2026-01-02 10:15:00,2.3552,229.65,46.88,0.915,actual,meter_gateway
R0000047799,2,2026-01-02 10:30:00,2.3471,230.05,40.94,0.959,actual,meter_gateway
R0000047800,2,2026-01-02 10:45:00,2.7259,225.12,49.16,0.962,actual,meter_gateway
R0000047801,2,2026-01-02 11:00:00,2.4711,232.44,48.1,0.922,actual,meter_gateway
R0000047802,2,2026-01-02 11:15:00,2.0803,232.89,37.7,0.912,actual,meter_gateway
R0000047803,2,2026-01-02 11:30:00,2.5132,230.13,50.21,0.931,actual,meter_gateway
R0000047804,2,2026-01-02 11:45:00,2.6641,230.44,55.74,0.887,actual,meter_gateway
R0000047805,2,2026-01-02 12:00:00,2.6739,228.78,52.61,0.9,actual,meter_gateway
R0000047806,2,2026-01-02 12:15:00,2.5026,230.9,52.45,0.886,actual,meter_gateway
R0000047807,2,2026-01-02 12:30:00,2.5232,232.83,50.8,0.866,actual,meter_gateway
R0000047808,2,2026-01-02 12:45:00,2.2213,233.32,40.3,0.937,actual,meter_gateway
R0000047809,2,2026-01-02 13:00:00,2.4723,231.56,43.98,0.96,actual,meter_gateway
R0000047810,2,2026-01-02 13:15:00,2.0499,230.26,38.07,0.927,actual,meter_gateway
R0000047811,2,2026-01-02 13:30:00,2.2283,230.02,42.5,0.93,actual,meter_gateway
R0000047812,2,2026-01-02 13:45:00,2.2058,231.26,42.54,0.972,actual,meter_gateway
R0000047813,2,2026-01-02 14:00:00,2.3097,228.87,43.12,0.937,actual,meter_gateway
R0000047814,2,2026-01-02 14:15:00,2.5604,229.62,48.11,0.99,estimated,legacy_import
R0000047815,2,2026-01-02 14:30:00,2.3258,228.06,39.37,0.96,actual,meter_gateway
R0000047816,2,2026-01-02 14:45:00,2.0069,233.78,38.35,0.893,actual,meter_gateway
R0000047817,2,2026-01-02 15:00:00,2.1622,227.08,40.63,0.904,actual,meter_gateway
R0000047818,2,2026-01-02 15:15:00,2.4792,233.29,52.06,0.878,actual,meter_gateway
R0000047819,2,2026-01-02 15:30:00,2.3483,231.47,45.74,0.945,actual,meter_gateway
R0000047820,2,2026-01-02 15:45:00,2.2586,223.0,42.83,0.913,estimated,legacy_import
R0000047821,2,2026-01-02 16:00:00,2.1182,228.81,39.3,0.952,actual,meter_gateway
R0000047822,2,2026-01-02 16:15:00,2.64,230.42,46.57,0.98,actual,meter_gateway
R0000047823,2,2026-01-02 16:30:00,2.2192,226.53,44.85,0.904,actual,meter_gateway
R0000047824,2,2026-01-02 16:45:00,2.1107,229.67,42.93,0.913,actual,meter_gateway
R0000047825,2,2026-01-02 17:00:00,2.0565,226.08,39.78,0.966,actual,meter_gateway
R0000047826,2,2026-01-02 17:15:00,2.0671,236.97,35.62,0.948,actual,meter_gateway
R0000047827,2,2026-01-02 17:30:00,2.1737,232.82,37.75,1.0,actual,meter_gateway
R0000047828,2,2026-01-02 17:45:00,2.2565,227.66,44.03,0.922,actual,meter_gateway
R0000047829,2,2026-01-02 18:00:00,2.3871,232.43,43.1,0.928,actual,meter_gateway
R0000047830,2,2026-01-02 18:15:00,2.0809,228.88,38.88,0.922,actual,meter_gateway
R0000047831,2,2026-01-02 18:30:00,2.3547,232.59,48.3,0.927,actual,meter_gateway
R0000047832,2,2026-01-02 18:45:00,2.2684,228.92,48.25,0.887,actual,meter_gateway
R0000047833,2,2026-01-02 19:00:00,2.1591,229.75,42.06,0.879,actual,meter_gateway
R0000047834,2,2026-01-02 19:15:00,2.3306,225.16,38.88,0.968,actual,meter_gateway
R0000047835,2,2026-01-02 19:30:00,2.2567,227.94,44.8,0.944,actual,meter_gateway
R0000047836,2,2026-01-02 19:45:00,2.247,230.08,38.14,0.95,actual,meter_gateway
R0000047837,2,2026-01-02 20:00:00,2.0349,223.71,36.91,0.944,actual,meter_gateway
R0000047838,2,2026-01-02 20:15:00,1.9507,231.54,34.31,0.973,actual,meter_gateway
R0000047839,2,2026-01-02 20:30:00,2.1864,232.96,39.91,0.947,actual,meter_gateway
R0000047840,2,2026-01-02 20:45:00,2.4074,227.26,43.63,0.901,actual,meter_gateway
R0000047841,2,2026-01-02 21:00:00,2.4873,231.87,46.55,0.983,actual,meter_gateway
R0000047842,2,2026-01-02 21:15:00,2.3649,228.3,44.38,0.966,actual,meter_gateway
R0000047843,2,2026-01-02 21:30:00,2.4132,229.14,44.54,0.919,actual,meter_gateway
R0000047844,2,2026-01-02 21:45:00,1.9846,230.95,33.52,0.981,actual,meter_gateway
R0000047845,2,2026-01-02 22:00:00,2.219,228.67,42.12,0.912,actual,meter_gateway
R0000047846,2,2026-01-02 22:15:00,1.9854,221.67,42.41,0.91,actual,meter_gateway
R0000047847,2,2026-01-02 22:30:00,2.3579,226.57,42.66,0.979,actual,meter_gateway
R0000047848,2,2026-01-02 22:45:00,2.4578,232.06,43.48,0.963,actual,meter_gateway
R0000047849,2,2026-01-02 23:00:00,2.2503,224.4,44.15,0.951,actual,meter_gateway
R0000047850,2,2026-01-02 23:15:00,2.2193,229.45,42.55,0.926,actual,meter_gateway
R0000047851,2,2026-01-02 23:30:00,2.6129,231.45,49.88,0.922,actual,meter_gateway
R0000047852,2,2026-01-02 23:45:00,2.1979,230.65,37.26,0.985,actual,meter_gateway
R0000047853,3,2026-01-02 00:00:00,1.4063,228.11,26.5,0.951,actual,meter_gateway
R0000047854,3,2026-01-02 00:15:00,1.3193,233.25,25.63,0.9,actual,meter_gateway
R0000047855,3,2026-01-02 00:30:00,1.1989,227.19,22.1,0.911,estimated,legacy_import
R0000047856,3,2026-01-02 00:45:00,1.3026,226.96,25.04,0.905,actual,meter_gateway
R0000047857,3,2026-01-02 01:00:00,1.42,232.37,27.11,0.901,actual,meter_gateway
R0000047858,3,2026-01-02 01:15:00,1.6796,232.12,27.64,0.959,actual,meter_gateway
R0000047859,3,2026-01-02 01:30:00,1.4045,231.53,26.81,0.914,estimated,legacy_import
R0000047860,3,2026-01-02 01:45:00,1.3643,226.65,27.67,0.937,estimated,legacy_import
R0000047861,3,2026-01-02 02:00:00,1.3223,230.31,23.12,0.93,actual,meter_gateway
R0000047862,3,2026-01-02 02:15:00,1.4046,231.62,24.53,0.987,actual,meter_gateway
R0000047863,3,2026-01-02 02:30:00,1.259,237.19,22.59,0.971,actual,meter_gateway
R0000047864,3,2026-01-02 02:45:00,1.3368,232.48,26.36,0.948,actual,meter_gateway
R0000047865,3,2026-01-02 03:00:00,1.3943,233.49,24.7,0.949,actual,meter_gateway
R0000047866,3,2026-01-02 03:15:00,1.5215,227.35,28.41,0.957,actual,meter_gateway
R0000047867,3,2026-01-02 03:30:00,1.4107,231.75,23.72,0.966,actual,meter_gateway
R0000047868,3,2026-01-02 03:45:00,1.5002,237.38,29.41,0.891,actual,meter_gateway
R0000047869,3,2026-01-02 04:00:00,1.2019,228.94,22.67,0.927,actual,meter_gateway
R0000047870,3,2026-01-02 04:15:00,1.3916,225.21,23.97,0.947,actual,meter_gateway
R0000047871,3,2026-01-02 04:30:00,1.2318,225.86,25.32,0.918,actual,meter_gateway
R0000047872,3,2026-01-02 04:45:00,1.479,231.23,26.66,0.911,actual,meter_gateway
R0000047873,3,2026-01-02 05:00:00,1.5338,231.45,28.15,0.965,actual,meter_gateway
R0000047874,3,2026-01-02 05:15:00,1.231,229.76,22.31,0.955,actual,meter_gateway
R0000047875,3,2026-01-02 05:30:00,1.3963,232.56,24.86,0.972,actual,meter_gateway
R0000047876,3,2026-01-02 05:45:00,1.4634,230.11,28.4,0.919,actual,meter_gateway
R0000047877,3,2026-01-02 06:00:00,1.6008,235.69,29.72,0.916,actual,meter_gateway
R0000047878,3,2026-01-02 06:15:00,1.5038,231.74,27.14,0.966,actual,meter_gateway
R0000047879,3,2026-01-02 06:30:00,1.2565,232.0,23.84,0.918,actual,meter_gateway
R0000047880,3,2026-01-02 06:45:00,1.3872,234.36,24.51,0.943,actual,meter_gateway
R0000047881,3,2026-01-02 07:00:00,1.3181,233.01,23.52,0.951,actual,meter_gateway
R0000047882,3,2026-01-02 07:15:00,1.465,232.18,26.71,0.934,estimated,legacy_import
R0000047883,3,2026-01-02 07:30:00,1.3696,228.68,25.63,0.927,actual,meter_gateway
R0000047884,3,2026-01-02 07:45:00,1.2526,226.95,21.71,0.954,actual,meter_gateway
R0000047885,3,2026-01-02 08:00:00,1.4329,232.93,27.09,0.894,actual,meter_gateway
R0000047886,3,2026-01-02 08:15:00,1.4793,237.5,24.96,0.944,actual,meter_gateway
R0000047887,3,2026-01-02 08:30:00,1.4016,226.87,24.31,0.993,actual,meter_gateway
R0000047888,3,2026-01-02 08:45:00,1.2996,231.29,24.51,0.969,actual,meter_gateway
R0000047889,3,2026-01-02 09:00:00,1.293,226.59,24.03,0.964,actual,meter_gateway
R0000047890,3,2026-01-02 09:15:00,1.5729,232.79,27.7,0.947,actual,meter_gateway
R0000047891,3,2026-01-02 09:30:00,1.3145,226.06,22.98,1.0,actual,meter_gateway
R0000047892,3,2026-01-02 09:45:00,1.2531,230.81,22.69,0.922,estimated,legacy_import
R0000047893,3,2026-01-02 10:00:00,1.5318,238.46,28.41,0.891,actual,meter_gateway
R0000047894,3,2026-01-02 10:15:00,1.6055,232.78,32.09,0.91,actual,meter_gateway
R0000047895,3,2026-01-02 10:30:00,1.2619,232.11,25.14,0.939,actual,meter_gateway
R0000047896,3,2026-01-02 10:45:00,1.2575,227.42,22.59,0.928,actual,meter_gateway
R0000047897,3,2026-01-02 11:00:00,1.3705,232.18,23.58,0.897,actual,meter_gateway
R0000047898,3,2026-01-02 11:15:00,1.4344,233.99,25.21,0.918,actual,meter_gateway
R0000047899,3,2026-01-02 11:30:00,1.3084,230.07,24.05,0.915,actual,meter_gateway
R0000047900,3,2026-01-02 11:45:00,1.2323,236.36,21.92,0.971,actual,meter_gateway
R0000047901,3,2026-01-02 12:00:00,1.3321,234.65,26.19,0.9,actual,meter_gateway
R0000047902,3,2026-01-02 12:15:00,1.3987,234.14,26.7,0.911,actual,meter_gateway
R0000047903,3,2026-01-02 12:30:00,1.2845,234.4,23.71,0.942,actual,meter_gateway
R0000047904,3,2026-01-02 12:45:00,1.3151,224.82,24.83,0.948,actual,meter_gateway
R0000047905,3,2026-01-02 13:00:00,1.3267,229.1,24.7,0.921,actual,meter_gateway
R0000047906,3,2026-01-02 13:15:00,1.1045,234.71,20.26,0.897,actual,meter_gateway
R0000047907,3,2026-01-02 13:30:00,1.219,231.69,22.71,0.923,actual,meter_gateway
R0000047908,3,2026-01-02 13:45:00,1.1552,223.25,20.69,0.967,actual,meter_gateway
R0000047909,3,2026-01-02 14:00:00,1.3614,225.76,26.07,0.954,actual,meter_gateway
R0000047910,3,2026-01-02 14:15:00,1.3353,234.26,23.79,0.954,actual,meter_gateway
R0000047911,3,2026-01-02 14:30:00,1.3739,225.78,26.2,0.898,actual,meter_gateway
R0000047912,3,2026-01-02 14:45:00,1.3957,225.75,27.37,0.959,actual,meter_gateway
R0000047913,3,2026-01-02 15:00:00,1.0815,228.8,19.16,0.955,actual,meter_gateway
R0000047914,3,2026-01-02 15:15:00,1.4376,234.45,24.61,0.92,estimated,legacy_import
R0000047915,3,2026-01-02 15:30:00,1.2951,227.7,22.83,0.943,estimated,legacy_import
R0000047916,3,2026-01-02 15:45:00,1.2182,233.5,20.85,0.962,actual,meter_gateway
R0000047917,3,2026-01-02 16:00:00,1.1511,230.61,20.49,0.927,estimated,legacy_import
R0000047918,3,2026-01-02 16:15:00,1.1519,232.23,20.7,0.967,actual,meter_gateway
R0000047919,3,2026-01-02 16:30:00,1.1454,229.23,20.49,0.911,actual,meter_gateway
R0000047920,3,2026-01-02 16:45:00,1.3748,228.72,26.96,0.97,actual,meter_gateway
R0000047921,3,2026-01-02 17:00:00,1.3687,233.48,25.98,0.924,estimated,legacy_import
R0000047922,3,2026-01-02 17:15:00,1.0319,228.63,19.19,0.954,actual,meter_gateway
R0000047923,3,2026-01-02 17:30:00,1.2061,236.03,22.19,0.925,actual,meter_gateway
R0000047924,3,2026-01-02 17:45:00,1.1674,230.57,19.73,0.994,actual,meter_gateway
R0000047925,3,2026-01-02 18:00:00,1.2741,231.94,23.99,0.919,actual,meter_gateway
R0000047926,3,2026-01-02 18:15:00,1.2341,234.18,23.9,0.901,estimated,legacy_import
R0000047927,3,2026-01-02 18:30:00,1.174,225.32,21.92,0.968,actual,meter_gateway
R0000047928,3,2026-01-02 18:45:00,1.0731,230.94,18.8,0.958,actual,meter_gateway
R0000047929,3,2026-01-02 19:00:00,1.2045,229.39,22.67,0.889,actual,meter_gateway
R0000047930,3,2026-01-02 19:15:00,1.2519,237.53,23.31,0.916,actual,meter_gateway
R0000047931,3,2026-01-02 19:30:00,1.1361,226.24,21.55,0.964,actual,meter_gateway
R0000047932,3,2026-01-02 19:45:00,1.1628,231.57,21.29,0.934,actual,meter_gateway
R0000047933,3,2026-01-02 20:00:00,1.1939,233.12,21.4,0.938,actual,meter_gateway
R0000047934,3,2026-01-02 20:15:00,1.3047,226.41,22.69,0.918,estimated,legacy_import
R0000047935,3,2026-01-02 20:30:00,1.2438,230.72,24.43,0.919,actual,meter_gateway
R0000047936,3,2026-01-02 20:45:00,1.3644,232.54,23.63,0.967,actual,meter_gateway
R0000047937,3,2026-01-02 21:00:00,1.278,233.46,24.48,0.924,actual,meter_gateway
R0000047938,3,2026-01-02 21:15:00,1.1726,228.84,22.6,0.925,actual,meter_gateway
R0000047939,3,2026-01-02 21:30:00,1.3815,232.6,24.37,0.945,actual,meter_gateway
R0000047940,3,2026-01-02 21:45:00,1.3004,238.85,21.34,0.916,estimated,legacy_import
R0000047941,3,2026-01-02 22:00:00,1.1142,230.16,22.12,0.972,actual,meter_gateway
R0000047942,3,2026-01-02 22:15:00,1.4324,234.81,24.5,0.978,estimated,legacy_import
R0000047943,3,2026-01-02 22:30:00,1.3058,236.07,21.08,0.994,actual,meter_gateway
R0000047944,3,2026-01-02 22:45:00,1.2033,224.57,22.24,0.966,actual,meter_gateway
R0000047945,3,2026-01-02 23:00:00,1.27,232.19,23.9,0.932,actual,meter_gateway
R0000047946,3,2026-01-02 23:15:00,1.2132,226.21,23.14,0.968,actual,meter_gateway
R0000047947,3,2026-01-02 23:30:00,1.1679,228.49,21.36,0.934,actual,meter_gateway
R0000047948,3,2026-01-02 23:45:00,1.4943,232.14,29.58,0.868,actual,meter_gateway
R0000047949,4,2026-01-02 00:00:00,0.2843,226.42,5.27,0.9,actual,meter_gateway
R0000047950,4,2026-01-02 00:15:00,0.2868,227.79,5.08,0.933,actual,meter_gateway
R0000047951,4,2026-01-02 00:30:00,0.3072,228.33,5.52,0.931,actual,meter_gateway
