reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000143452,1,2026-01-04 07:15:00,0.3193,234.96,5.61,0.929,actual,meter_gateway
R0000143453,1,2026-01-04 07:30:00,0.3949,227.61,6.9,0.964,actual,meter_gateway
R0000143454,1,2026-01-04 07:45:00,0.4406,233.45,8.22,0.942,actual,meter_gateway
R0000143455,1,2026-01-04 08:00:00,0.363,222.01,6.51,0.974,actual,meter_gateway
R0000143456,1,2026-01-04 08:15:00,0.3349,229.54,6.68,0.913,actual,meter_gateway
R0000143457,1,2026-01-04 08:30:00,0.3646,231.54,6.62,0.909,actual,meter_gateway
R0000143458,1,2026-01-04 08:45:00,0.3776,227.49,6.9,0.933,actual,meter_gateway
R0000143459,1,2026-01-04 09:00:00,0.4678,228.85,9.03,0.937,actual,meter_gateway
R0000143460,1,2026-01-04 09:15:00,0.4771,229.07,8.13,0.978,actual,meter_gateway
R0000143461,1,2026-01-04 09:30:00,0.3957,229.02,6.97,0.943,actual,meter_gateway
R0000143462,1,2026-01-04 09:45:00,0.3772,233.57,6.99,0.955,actual,meter_gateway
R0000143463,1,2026-01-04 10:00:00,0.7907,231.39,15.03,0.946,actual,meter_gateway
R0000143464,1,2026-01-04 10:15:00,0.6395,228.53,12.45,0.95,actual,meter_gateway
R0000143465,1,2026-01-04 10:30:00,0.9769,231.31,18.93,0.929,actual,meter_gateway
R0000143466,1,2026-01-04 10:45:00,0.8871,228.39,17.27,0.939,actual,meter_gateway
R0000143467,1,2026-01-04 11:00:00,1.0933,231.2,20.79,0.943,actual,meter_gateway
R0000143468,1,2026-01-04 11:15:00,0.8815,228.88,15.65,0.943,actual,meter_gateway
R0000143469,1,2026-01-04 11:30:00,0.8036,229.21,15.04,0.898,actual,meter_gateway
R0000143470,1,2026-01-04 11:45:00,1.0257,230.5,19.56,0.924,actual,meter_gateway
R0000143471,1,2026-01-04 12:00:00,1.028,233.62,17.12,0.97,actual,meter_gateway
R0000143472,1,2026-01-04 12:30:00,0.9043,223.99,18.31,0.943,actual,meter_gateway
R0000143473,1,2026-01-04 12:45:00,0.6496,225.29,11.99,0.955,actual,meter_gateway
R0000143474,1,2026-01-04 13:00:00,0.9708,226.95,18.34,0.91,actual,meter_gateway
R0000143475,1,2026-01-04 13:15:00,0.9587,234.64,16.96,0.93,actual,meter_gateway
R0000143476,1,2026-01-04 13:30:00,0.878,231.9,16.81,0.915,actual,meter_gateway
R0000143477,1,2026-01-04 13:45:00,1.0416,224.18,18.2,0.953,actual,meter_gateway
R0000143478,1,2026-01-04 14:00:00,1.139,237.19,20.02,0.959,actual,meter_gateway
R0000143479,1,2026-01-04 14:15:00,0.7267,226.92,11.76,0.949,estimated,legacy_import
R0000143480,1,2026-01-04 14:30:00,0.8449,234.56,14.78,0.959,actual,meter_gateway
R0000143481,1,2026-01-04 14:45:00,0.9683,230.74,15.86,0.96,actual,meter_gateway
R0000143482,1,2026-01-04 15:00:00,0.7758,229.22,13.95,0.971,actual,meter_gateway
R0000143483,1,2026-01-04 15:15:00,1.0007,228.71,18.48,0.94,actual,meter_gateway
R0000143484,1,2026-01-04 15:30:00,0.757,233.27,13.34,0.971,actual,meter_gateway
R0000143485,1,2026-01-04 15:45:00,0.9501,234.16,17.07,0.975,actual,meter_gateway
R0000143486,1,2026-01-04 16:00:00,1.0064,225.32,18.22,0.955,estimated,legacy_import
R0000143487,1,2026-01-04 16:15:00,0.8578,229.07,15.46,0.947,actual,meter_gateway
R0000143488,1,2026-01-04 16:30:00,0.8871,227.69,16.84,0.897,actual,meter_gateway
R0000143489,1,2026-01-04 16:45:00,0.8858,229.07,16.62,0.88,actual,meter_gateway
R0000143490,1,2026-01-04 17:00:00,0.7901,230.47,12.87,0.958,actual,meter_gateway
R0000143491,1,2026-01-04 17:15:00,0.9938,226.05,18.43,0.944,actual,meter_gateway
R0000143492,1,2026-01-04 17:30:00,0.9111,224.02,16.83,0.938,actual,meter_gateway
R0000143493,1,2026-01-04 18:00:00,0.9927,229.1,18.08,0.926,actual,meter_gateway
R0000143494,1,2026-01-04 18:15:00,0.848,224.99,17.06,0.91,actual,meter_gateway
R0000143495,1,2026-01-04 18:30:00,0.95,229.62,16.92,0.946,actual,meter_gateway
R0000143496,1,2026-01-04 18:45:00,1.0377,223.96,19.54,0.935,actual,meter_gateway
R0000143497,1,2026-01-04 19:00:00,0.9641,230.91,19.1,0.916,actual,meter_gateway
R0000143498,1,2026-01-04 19:15:00,0.7647,228.79,14.42,0.937,actual,meter_gateway
R0000143499,1,2026-01-04 19:30:00,0.8928,226.39,15.87,0.955,actual,meter_gateway
R0000143500,1,2026-01-04 19:45:00,1.079,224.5,21.07,0.945,actual,meter_gateway
R0000143501,1,2026-01-04 20:00:00,0.3833,233.75,6.9,0.963,actual,meter_gateway
R0000143502,1,2026-01-04 20:15:00,0.471,226.99,8.59,0.931,estimated,legacy_import
R0000143503,1,2026-01-04 20:30:00,0.3728,228.7,6.5,0.924,estimated,legacy_import
R0000143504,1,2026-01-04 20:45:00,0.4453,223.66,8.7,0.937,actual,meter_gateway
R0000143505,1,2026-01-04 21:00:00,0.3244,230.85,6.54,0.936,actual,meter_gateway
R0000143506,1,2026-01-04 21:15:00,0.4285,229.47,7.48,1.0,actual,meter_gateway
R0000143507,1,2026-01-04 21:30:00,0.4386,233.94,7.97,0.964,actual,meter_gateway
R0000143508,1,2026-01-04 21:45:00,0.4581,380.0,9.37,0.963,actual,meter_gateway
R0000143509,1,2026-01-04 22:00:00,0.382,232.68,6.73,0.948,actual,meter_gateway
R0000143510,1,2026-01-04 22:15:00,0.4099,229.25,6.99,0.993,actual,meter_gateway
R0000143511,1,2026-01-04 22:30:00,0.3324,233.28,6.0,0.987,actual,meter_gateway
R0000143512,1,2026-01-04 22:45:00,0.3085,226.93,6.23,0.895,estimated,legacy_import
R0000143513,1,2026-01-04 23:00:00,0.3494,228.48,6.76,0.954,actual,meter_gateway
R0000143514,1,2026-01-04 23:15:00,0.3927,239.01,6.35,0.971,estimated,legacy_import
R0000143515,1,2026-01-04 23:30:00,0.3454,227.4,5.82,0.944,actual,meter_gateway
R0000143516,UNK_20260104_052,2026-01-04 23:45:00,0.3889,233.2,7.1,0.904,actual,meter_gateway
R0000143517,2,2026-01-04 00:00:00,2.5081,228.54,46.73,0.997,actual,meter_gateway
R0000143518,2,2026-01-04 00:15:00,2.1936,231.45,40.99,0.929,actual,meter_gateway
R0000143519,2,2026-01-04 00:30:00,2.0528,228.96,38.17,0.92,actual,meter_gateway
R0000143520,2,2026-01-04 00:45:00,2.6348,228.96,50.52,0.976,actual,meter_gateway
R0000143521,2,2026-01-04 01:00:00,2.6751,221.05,48.32,1.0,actual,meter_gateway
R0000143522,2,2026-01-04 01:15:00,2.455,229.87,40.64,0.979,actual,meter_gateway
R0000143523,2,2026-01-04 01:30:00,2.4891,231.74,45.46,0.917,actual,meter_gateway
R0000143524,2,2026-01-04 01:45:00,2.7047,225.99,47.93,0.928,actual,meter_gateway
R0000143525,2,2026-01-04 02:00:00,2.8001,229.61,57.16,0.911,actual,meter_gateway
R0000143526,2,2026-01-04 02:15:00,2.2766,227.59,40.54,0.902,actual,meter_gateway
R0000143527,2,2026-01-04 02:30:00,2.4917,233.99,44.35,0.937,actual,meter_gateway
R0000143528,2,2026-01-04 02:45:00,2.742,236.63,53.7,0.907,actual,meter_gateway
R0000143529,2,2026-01-04 03:00:00,2.7867,234.43,51.98,0.933,actual,meter_gateway
R0000143530,2,2026-01-04 03:15:00,2.5453,228.67,48.8,0.933,actual,meter_gateway
R0000143531,2,2026-01-04 03:30:00,2.357,225.74,46.07,0.928,estimated,legacy_import
R0000143532,2,2026-01-04 03:45:00,2.3559,227.04,46.47,0.916,actual,meter_gateway
R0000143533,2,2026-01-04 04:00:00,2.3876,235.39,38.81,1.0,actual,meter_gateway
R0000143534,2,2026-01-04 04:15:00,2.5001,228.28,52.99,0.93,actual,meter_gateway
R0000143535,2,2026-01-04 04:30:00,2.5431,226.53,48.65,0.987,actual,meter_gateway
R0000143536,2,2026-01-04 04:45:00,2.4688,233.13,45.04,0.934,actual,meter_gateway
R0000143537,2,2026-01-04 05:00:00,2.5603,230.32,42.07,0.947,actual,meter_gateway
R0000143538,2,2026-01-04 05:15:00,2.4694,229.02,41.21,1.0,actual,meter_gateway
R0000143539,2,2026-01-04 05:30:00,2.2986,228.71,46.66,0.93,actual,meter_gateway
R0000143540,2,2026-01-04 05:45:00,2.5889,226.33,50.48,0.92,actual,meter_gateway
R0000143541,2,2026-01-04 06:00:00,2.8479,228.49,56.31,0.917,actual,meter_gateway
R0000143542,2,2026-01-04 06:15:00,2.461,227.96,50.2,0.922,actual,meter_gateway
R0000143543,2,2026-01-04 06:30:00,2.5599,228.72,44.04,0.958,actual,meter_gateway
R0000143544,2,2026-01-04 06:45:00,2.7416,228.24,51.73,0.884,actual,meter_gateway
R0000143545,2,2026-01-04 07:00:00,2.4119,225.76,46.14,0.969,actual,meter_gateway
R0000143546,2,2026-01-04 07:15:00,2.9044,233.37,55.29,0.95,actual,meter_gateway
R0000143547,2,2026-01-04 07:30:00,2.5095,231.0,51.93,0.919,actual,meter_gateway
R0000143548,2,2026-01-04 07:45:00,2.7172,234.11,48.71,0.908,actual,meter_gateway
R0000143549,2,2026-01-04 08:00:00,2.434,228.11,46.78,0.957,actual,meter_gateway
R0000143550,2,2026-01-04 08:15:00,2.9559,230.3,54.03,0.943,actual,meter_gateway
R0000143551,2,2026-01-04 08:30:00,2.5193,238.29,43.14,0.905,actual,meter_gateway
R0000143552,2,2026-01-04 08:45:00,2.282,231.13,44.59,0.904,actual,meter_gateway
R0000143553,2,2026-01-04 09:00:00,2.603,227.47,49.67,0.957,actual,meter_gateway
R0000143554,2,2026-01-04 09:15:00,2.6636,234.5,48.78,0.934,estimated,legacy_import
R0000143555,2,2026-01-04 09:30:00,2.4114,223.78,45.55,0.906,actual,meter_gateway
R0000143556,2,2026-01-04 09:45:00,2.5958,230.53,48.11,0.938,actual,meter_gateway
R0000143557,2,2026-01-04 10:00:00,2.3408,226.25,43.63,0.939,actual,meter_gateway
R0000143558,2,2026-01-04 10:15:00,2.2256,228.77,36.6,0.976,actual,meter_gateway
R0000143559,2,2026-01-04 10:30:00,2.1293,232.96,42.11,0.899,actual,meter_gateway
R0000143560,2,2026-01-04 10:45:00,2.601,237.18,44.32,0.975,actual,meter_gateway
R0000143561,2,2026-01-04 11:00:00,2.7627,228.56,50.68,0.952,actual,meter_gateway
R0000143562,2,2026-01-04 11:15:00,2.5341,224.93,44.05,0.948,actual,meter_gateway
R0000143563,2,2026-01-04 11:30:00,2.6567,227.47,43.86,0.953,actual,meter_gateway
R0000143564,2,2026-01-04 11:45:00,2.5432,224.75,42.67,0.976,actual,meter_gateway
R0000143565,2,2026-01-04 12:00:00,2.4389,232.41,42.41,0.964,actual,meter_gateway
R0000143566,2,2026-01-04 12:15:00,2.3638,231.51,41.75,0.944,actual,meter_gateway
R0000143567,2,2026-01-04 12:30:00,2.2446,236.72,42.97,0.904,estimated,legacy_import
R0000143568,2,2026-01-04 12:45:00,2.7962,230.43,55.24,0.916,actual,meter_gateway
R0000143569,2,2026-01-04 13:00:00,2.6466,231.26,51.53,0.909,actual,meter_gateway
R0000143570,2,2026-01-04 13:15:00,2.4713,226.95,43.95,0.928,actual,meter_gateway
R0000143571,2,2026-01-04 13:30:00,2.2577,229.92,41.27,0.926,actual,meter_gateway
R0000143572,2,2026-01-04 13:45:00,2.241,233.28,40.72,0.924,actual,meter_gateway
R0000143573,2,2026-01-04 14:00:00,2.4262,227.13,47.03,0.926,actual,meter_gateway
R0000143574,2,2026-01-04 14:15:00,2.4335,229.56,43.3,0.96,actual,meter_gateway
R0000143575,2,2026-01-04 14:30:00,2.2774,228.78,44.19,0.934,actual,meter_gateway
R0000143576,2,2026-01-04 14:45:00,2.3339,230.31,43.79,0.938,actual,meter_gateway
R0000143577,2,2026-01-04 15:00:00,2.53,229.53,47.32,0.93,actual,meter_gateway
R0000143578,2,2026-01-04 15:15:00,2.4153,227.64,46.75,0.948,actual,meter_gateway
R0000143579,2,2026-01-04 15:30:00,2.2364,226.52,40.89,0.931,actual,meter_gateway
R0000143580,2,2026-01-04 15:45:00,2.2622,223.03,46.86,0.935,actual,meter_gateway
R0000143581,2,2026-01-04 16:00:00,2.095,238.59,37.0,0.924,estimated,legacy_import
R0000143582,2,2026-01-04 16:15:00,2.1322,230.38,40.95,0.946,estimated,legacy_import
R0000143583,2,2026-01-04 16:30:00,2.2722,225.77,41.34,0.937,actual,meter_gateway
R0000143584,2,2026-01-04 16:45:00,2.1105,226.95,36.92,0.916,actual,meter_gateway
R0000143585,2,2026-01-04 17:00:00,2.1038,221.36,40.74,0.937,estimated,legacy_import
R0000143586,2,2026-01-04 17:15:00,2.5504,225.79,50.71,0.948,actual,meter_gateway
R0000143587,2,2026-01-04 17:30:00,2.0246,226.3,40.25,0.941,actual,meter_gateway
R0000143588,2,2026-01-04 17:45:00,2.0069,228.23,35.49,0.957,actual,meter_gateway
R0000143589,2,2026-01-04 18:00:00,2.2072,232.66,44.25,0.884,actual,meter_gateway
R0000143590,2,2026-01-04 18:15:00,2.3327,228.68,41.55,0.969,estimated,legacy_import
R0000143591,2,2026-01-04 18:30:00,2.4417,235.3,44.84,0.951,actual,meter_gateway
R0000143592,2,2026-01-04 18:45:00,2.5013,236.91,44.05,0.925,estimated,legacy_import
R0000143593,2,2026-01-04 19:00:00,2.0156,227.18,39.81,0.912,actual,meter_gateway
R0000143594,2,2026-01-04 19:15:00,2.2591,227.58,40.65,0.964,actual,meter_gateway
R0000143595,2,2026-01-04 19:30:00,1.9315,226.48,38.46,0.97,actual,meter_gateway
R0000143596,2,2026-01-04 19:45:00,2.2731,226.3,42.63,0.937,actual,meter_gateway
R0000143597,2,2026-01-04 20:00:00,2.3538,229.82,40.92,0.923,actual,meter_gateway
R0000143598,2,2026-01-04 20:15:00,2.4802,227.55,45.3,0.96,estimated,legacy_import
R0000143599,2,2026-01-04 20:30:00,2.4045,232.02,45.33,1.0,actual,meter_gateway
R0000143600,2,2026-01-04 20:45:00,2.3555,230.19,38.87,0.952,actual,meter_gateway
R0000143601,2,2026-01-04 21:00:00,2.2446,225.66,44.46,0.9,actual,meter_gateway
R0000143602,2,2026-01-04 21:15:00,2.4246,237.13,49.16,0.92,actual,meter_gateway
R0000143603,2,2026-01-04 21:30:00,2.1319,225.8,38.21,0.941,actual,meter_gateway
R0000143604,2,2026-01-04 21:45:00,2.4265,231.7,48.15,0.899,actual,meter_gateway
R0000143605,2,2026-01-04 22:00:00,2.4276,231.79,43.28,0.927,actual,meter_gateway
R0000143606,2,2026-01-04 22:15:00,2.2009,231.65,40.09,0.952,actual,meter_gateway
R0000143607,2,2026-01-04 22:30:00,2.2424,230.72,39.37,0.984,actual,meter_gateway
R0000143608,2,2026-01-04 22:45:00,2.2722,224.59,44.68,0.926,actual,meter_gateway
R0000143609,2,2026-01-04 23:00:00,2.6018,227.21,43.65,0.951,estimated,legacy_import
R0000143610,2,2026-01-04 23:15:00,2.2758,227.3,39.71,0.928,actual,meter_gateway
R0000143611,2,2026-01-04 23:45:00,2.362,225.79,46.3,0.944,actual,meter_gateway
R0000143612,3,2026-01-04 00:00:00,1.3969,233.27,27.96,0.942,actual,meter_gateway
R0000143613,3,2026-01-04 00:15:00,1.4661,227.92,26.99,0.943,estimated,legacy_import
R0000143614,3,2026-01-04 00:30:00,1.452,227.76,26.72,0.934,actual,meter_gateway
R0000143615,3,2026-01-04 00:45:00,1.2335,229.95,23.35,0.903,actual,meter_gateway
R0000143616,3,2026-01-04 01:00:00,1.3244,230.08,23.6,0.998,estimated,legacy_import
R0000143617,3,2026-01-04 01:15:00,1.4444,233.71,26.46,0.917,actual,meter_gateway
R0000143618,3,2026-01-04 01:30:00,1.3935,230.63,24.81,0.942,actual,meter_gateway
R0000143619,3,2026-01-04 01:45:00,1.3083,235.51,25.52,0.904,actual,meter_gateway
R0000143620,3,2026-01-04 02:00:00,1.179,229.54,21.06,0.973,estimated,legacy_import
R0000143621,3,2026-01-04 02:15:00,1.3529,234.18,24.77,0.969,estimated,legacy_import
R0000143622,3,2026-01-04 02:30:00,1.5101,225.92,27.35,0.956,actual,meter_gateway
R0000143623,3,2026-01-04 02:45:00,-4.928,228.5,30.83,0.929,actual,meter_gateway
R0000143624,3,2026-01-04 03:00:00,1.3437,228.4,24.46,0.955,actual,meter_gateway
R0000143625,3,2026-01-04 03:15:00,1.368,241.76,22.37,0.928,actual,meter_gateway
R0000143626,3,2026-01-04 03:30:00,1.7372,225.77,29.95,0.909,actual,meter_gateway
R0000143627,3,2026-01-04 03:45:00,1.4146,229.75,23.97,1.0,actual,meter_gateway
R0000143628,3,2026-01-04 04:00:00,1.2661,226.0,24.83,0.931,actual,meter_gateway
R0000143629,3,2026-01-04 04:15:00,1.3199,230.35,25.6,0.9,actual,meter_gateway
R0000143630,3,2026-01-04 04:30:00,1.3725,233.63,23.32,0.991,actual,meter_gateway
R0000143631,3,2026-01-04 04:45:00,1.4933,224.32,25.77,0.983,actual,meter_gateway
R0000143632,3,2026-01-04 05:00:00,1.4547,230.51,27.66,0.906,actual,meter_gateway
R0000143633,3,2026-01-04 05:15:00,1.3285,233.01,24.77,0.93,actual,meter_gateway
R0000143634,3,2026-01-04 05:30:00,1.516,233.1,27.21,0.908,actual,meter_gateway
R0000143635,3,2026-01-04 05:45:00,1.4237,224.38,28.45,0.941,actual,meter_gateway
R0000143636,3,2026-01-04 06:00:00,1.5892,230.29,30.18,0.906,actual,meter_gateway
R0000143637,3,2026-01-04 06:15:00,1.4226,230.89,25.21,0.963,actual,meter_gateway
R0000143638,3,2026-01-04 06:30:00,1.3288,232.99,24.22,0.956,actual,meter_gateway
R0000143639,3,2026-01-04 06:45:00,1.4906,235.99,26.35,0.963,actual,meter_gateway
R0000143640,3,2026-01-04 07:00:00,1.525,236.61,27.65,0.978,actual,meter_gateway
R0000143641,3,2026-01-04 07:15:00,1.7409,227.61,33.75,0.937,estimated,legacy_import
R0000143642,3,2026-01-04 07:30:00,1.5879,231.77,30.61,0.884,actual,meter_gateway
R0000143643,3,2026-01-04 07:45:00,1.4174,230.36,29.0,0.977,actual,meter_gateway
R0000143644,3,2026-01-04 08:00:00,1.6613,231.48,32.63,0.936,actual,meter_gateway
R0000143645,3,2026-01-04 08:15:00,1.3491,231.7,26.51,0.918,actual,meter_gateway
R0000143646,3,2026-01-04 08:30:00,1.4593,234.77,24.35,0.966,actual,meter_gateway
R0000143647,3,2026-01-04 08:45:00,1.3618,227.32,27.28,0.931,actual,meter_gateway
R0000143648,3,2026-01-04 09:00:00,1.6568,230.32,29.12,0.945,actual,meter_gateway
R0000143649,3,2026-01-04 09:15:00,1.4014,232.08,23.87,0.948,actual,meter_gateway
R0000143650,3,2026-01-04 09:30:00,1.3815,238.88,26.33,0.907,actual,meter_gateway
R0000143651,3,2026-01-04 09:45:00,1.4158,229.14,25.68,0.997,actual,meter_gateway
R0000143652,3,2026-01-04 10:00:00,1.4149,230.67,25.58,0.944,actual,meter_gateway
R0000143653,3,2026-01-04 10:15:00,1.386,233.84,24.02,0.954,actual,meter_gateway
R0000143654,3,2026-01-04 10:30:00,1.5148,235.27,26.87,0.935,actual,meter_gateway
R0000143655,3,2026-01-04 10:45:00,1.4271,231.39,23.01,0.968,estimated,legacy_import
R0000143656,3,2026-01-04 11:00:00,1.3251,236.7,26.3,0.908,actual,meter_gateway
R0000143657,3,2026-01-04 11:15:00,1.2686,228.32,24.39,0.948,actual,meter_gateway
R0000143658,3,2026-01-04 11:30:00,1.173,232.27,19.26,0.971,actual,meter_gateway
R0000143659,3,2026-01-04 11:45:00,1.3118,228.18,23.1,0.908,actual,meter_gateway
R0000143660,3,2026-01-04 12:00:00,1.3546,228.99,23.25,0.956,actual,meter_gateway
R0000143661,3,2026-01-04 12:15:00,1.2543,230.06,23.23,0.986,estimated,legacy_import
R0000143662,3,2026-01-04 12:30:00,1.2946,232.39,26.96,0.913,actual,meter_gateway
R0000143663,3,2026-01-04 12:45:00,1.3149,228.9,21.41,0.959,estimated,legacy_import
R0000143664,3,2026-01-04 13:00:00,1.2759,221.87,24.72,0.943,actual,meter_gateway
R0000143665,3,2026-01-04 13:15:00,1.3061,233.02,23.47,0.97,actual,meter_gateway
R0000143666,3,2026-01-04 13:30:00,1.2576,230.53,22.29,0.948,actual,meter_gateway
R0000143667,3,2026-01-04 13:45:00,1.1432,229.63,19.7,0.935,actual,meter_gateway
R0000143668,3,2026-01-04 14:00:00,1.4882,226.08,31.27,0.884,actual,meter_gateway
R0000143669,3,2026-01-04 14:15:00,1.4722,230.03,27.89,0.942,actual,meter_gateway
R0000143670,3,2026-01-04 14:30:00,1.0897,232.08,19.59,0.894,actual,meter_gateway
R0000143671,3,2026-01-04 14:45:00,1.3208,231.22,24.32,0.922,actual,meter_gateway
R0000143672,3,2026-01-04 15:00:00,1.1522,223.38,23.12,0.947,actual,meter_gateway
R0000143673,3,2026-01-04 15:15:00,1.2839,238.18,23.99,0.918,estimated,legacy_import
R0000143674,3,2026-01-04 15:30:00,1.27,228.97,23.04,0.934,actual,meter_gateway
R0000143675,3,2026-01-04 15:45:00,1.4022,233.77,24.94,0.966,actual,meter_gateway
R0000143676,3,2026-01-04 16:00:00,1.0846,232.65,21.16,0.921,actual,meter_gateway
R0000143677,3,2026-01-04 16:15:00,1.2172,224.46,23.08,0.948,actual,meter_gateway
R0000143678,3,2026-01-04 16:30:00,1.2642,228.81,22.86,0.929,actual,meter_gateway
R0000143679,3,2026-01-04 16:45:00,1.1395,231.7,19.7,0.964,estimated,legacy_import
R0000143680,3,2026-01-04 17:00:00,1.2586,236.33,23.78,0.913,actual,meter_gateway
R0000143681,3,2026-01-04 17:15:00,1.174,235.85,21.1,0.942,actual,meter_gateway
R0000143682,3,2026-01-04 17:30:00,1.1588,228.96,20.46,1.0,actual,meter_gateway
R0000143683,3,2026-01-04 17:45:00,1.1252,227.78,20.02,0.966,estimated,legacy_import
R0000143684,3,2026-01-04 18:00:00,0.9451,233.72,15.96,0.923,actual,meter_gateway
R0000143685,3,2026-01-04 18:15:00,1.2484,217.33,25.2,0.93,actual,meter_gateway
R0000143686,3,2026-01-04 18:30:00,1.2854,227.93,24.17,0.908,actual,meter_gateway
R0000143687,3,2026-01-04 18:45:00,0.958,228.52,18.64,0.926,actual,meter_gateway
R0000143688,3,2026-01-04 19:00:00,1.0608,229.53,18.28,0.966,actual,meter_gateway
R0000143689,3,2026-01-04 19:15:00,1.2535,228.12,23.48,0.998,actual,meter_gateway
R0000143690,3,2026-01-04 19:30:00,1.3225,230.16,25.06,0.916,actual,meter_gateway
R0000143691,3,2026-01-04 19:45:00,1.099,233.92,20.06,0.931,actual,meter_gateway
R0000143692,3,2026-01-04 20:00:00,1.2613,232.15,23.06,0.934,actual,meter_gateway
R0000143693,3,2026-01-04 20:15:00,1.3272,233.0,22.47,0.954,actual,meter_gateway
R0000143694,3,2026-01-04 20:30:00,1.3587,229.24,25.11,0.941,estimated,legacy_import
R0000143695,3,2026-01-04 20:45:00,1.1898,228.31,22.87,0.935,actual,meter_gateway
R0000143696,3,2026-01-04 21:00:00,1.3522,235.26,25.93,0.866,actual,meter_gateway
R0000143697,3,2026-01-04 21:15:00,1.3906,229.66,25.83,0.964,actual,meter_gateway
R0000143698,3,2026-01-04 21:30:00,1.2523,227.26,23.72,0.95,actual,meter_gateway
R0000143699,3,2026-01-04 21:45:00,1.1362,229.59,22.93,0.953,actual,meter_gateway
R0000143700,3,2026-01-04 22:00:00,1.2287,221.45,24.73,0.946,actual,meter_gateway
R0000143701,3,2026-01-04 22:15:00,1.3859,232.32,26.36,0.898,actual,meter_gateway
R0000143702,3,2026-01-04 22:30:00,1.462,230.95,28.03,0.959,actual,meter_gateway
R0000143703,3,2026-01-04 22:45:00,1.308,240.15,23.66,1.0,estimated,legacy_import
R0000143704,3,2026-01-04 23:00:00,1.4558,231.58,26.3,1.0,estimated,legacy_import
R0000143705,3,2026-01-04 23:15:00,1.2249,231.55,22.0,0.972,actual,meter_gateway
R0000143706,3,2026-01-04 23:30:00,1.2985,234.1,23.55,0.958,actual,meter_gateway
R0000143707,3,2026-01-04 23:45:00,1.501,233.04,28.5,0.968,actual,meter_gateway
R0000143708,4,2026-01-04 00:00:00,0.4,232.24,7.53,0.902,actual,meter_gateway
R0000143709,4,2026-01-04 00:15:00,0.3271,227.14,6.64,0.902,actual,meter_gateway
R0000143710,4,2026-01-04 00:30:00,0.3234,231.69,5.86,0.944,actual,meter_gateway
R0000143711,4,2026-01-04 00:45:00,0.3584,236.58,5.78,0.936,estimated,legacy_import
R0000143712,4,2026-01-04 01:00:00,0.3966,223.35,8.01,0.908,actual,meter_gateway
R0000143713,4,2026-01-04 01:15:00,0.3763,228.29,6.74,0.912,actual,meter_gateway
