reading_id,meter_id,reading_timestamp,energy_kwh,voltage,current,power_factor,reading_type,source_system
R0000287123,1,2026-01-07 15:15:00,1.1676,223.63,21.35,0.988,actual,meter_gateway
R0000287124,1,2026-01-07 15:30:00,1.1388,223.53,21.41,0.922,actual,meter_gateway
R0000287125,1,2026-01-07 15:45:00,1.0765,225.17,21.51,0.885,actual,meter_gateway
R0000287126,1,2026-01-07 16:00:00,0.9595,232.99,16.86,0.941,actual,meter_gateway
R0000287127,1,2026-01-07 16:15:00,1.0038,225.1,18.33,0.96,actual,meter_gateway
R0000287128,1,2026-01-07 16:30:00,0.8619,228.53,15.75,0.954,actual,meter_gateway
R0000287129,1,2026-01-07 16:45:00,0.9141,228.5,17.9,0.938,actual,meter_gateway
R0000287130,1,2026-01-07 17:00:00,1.1874,233.76,22.0,0.9,actual,meter_gateway
R0000287131,1,2026-01-07 17:15:00,1.1605,231.64,23.4,0.943,actual,meter_gateway
R0000287132,1,2026-01-07 17:30:00,1.0268,228.34,17.92,0.931,actual,meter_gateway
R0000287133,1,2026-01-07 17:45:00,0.9006,227.32,17.67,0.95,actual,meter_gateway
R0000287134,1,2026-01-07 18:00:00,1.1221,226.56,22.43,0.942,actual,meter_gateway
R0000287135,1,2026-01-07 18:15:00,1.0541,227.49,19.21,0.969,estimated,legacy_import
R0000287136,1,2026-01-07 18:30:00,0.8471,231.63,16.55,0.897,actual,meter_gateway
R0000287137,1,2026-01-07 18:45:00,1.0801,235.14,22.5,0.919,actual,meter_gateway
R0000287138,1,2026-01-07 19:00:00,0.9247,228.5,19.23,0.924,actual,meter_gateway
R0000287139,1,2026-01-07 19:15:00,1.1778,228.62,21.77,1.0,actual,meter_gateway
R0000287140,1,2026-01-07 19:30:00,0.9008,222.63,18.98,0.941,actual,meter_gateway
R0000287141,1,2026-01-07 19:45:00,1.0182,224.89,20.69,0.875,actual,meter_gateway
R0000287142,1,2026-01-07 20:00:00,1.0843,230.72,19.16,0.974,actual,meter_gateway
R0000287143,1,2026-01-07 20:15:00,0.8976,227.99,16.83,0.953,actual,meter_gateway
R0000287144,1,2026-01-07 20:30:00,1.0144,224.81,19.01,0.946,actual,meter_gateway
R0000287145,1,2026-01-07 20:45:00,0.9683,229.63,18.41,0.968,actual,meter_gateway
R0000287146,1,2026-01-07 21:00:00,0.6628,230.44,12.33,1.0,actual,meter_gateway
R0000287147,1,2026-01-07 21:15:00,0.6872,227.1,11.12,1.0,actual,meter_gateway
R0000287148,1,2026-01-07 21:30:00,0.6006,230.37,11.74,0.901,actual,meter_gateway
R0000287149,1,2026-01-07 21:45:00,0.4563,233.2,9.44,0.892,actual,meter_gateway
R0000287150,1,2026-01-07 22:00:00,0.555,228.05,10.81,0.921,actual,meter_gateway
R0000287151,1,2026-01-07 22:15:00,0.6309,236.09,10.84,0.982,actual,meter_gateway
R0000287152,1,2026-01-07 22:30:00,0.4316,233.23,7.77,0.968,actual,meter_gateway
R0000287153,1,2026-01-07 22:45:00,0.4771,229.83,9.36,0.909,estimated,legacy_import
R0000287154,1,2026-01-07 23:00:00,0.1923,225.43,3.48,0.962,actual,meter_gateway
R0000287155,1,2026-01-07 23:15:00,0.2963,226.84,5.95,0.895,actual,meter_gateway
R0000287156,1,2026-01-07 23:30:00,0.2195,223.88,4.75,0.897,estimated,legacy_import
R0000287157,1,2026-01-07 23:45:00,0.282,232.77,4.36,1.0,actual,meter_gateway
R0000287158,2,2026-01-07 00:00:00,2.3471,230.47,44.14,0.911,actual,meter_gateway
R0000287159,2,2026-01-07 00:15:00,2.0598,234.1,36.59,0.933,estimated,legacy_import
R0000287160,2,2026-01-07 00:30:00,2.0002,226.81,34.27,0.953,actual,meter_gateway
R0000287161,2,2026-01-07 00:45:00,2.4528,220.88,45.29,0.973,actual,meter_gateway
R0000287162,2,2026-01-07 01:00:00,2.5749,223.72,51.93,0.95,actual,meter_gateway
R0000287163,2,2026-01-07 01:15:00,2.728,228.99,47.66,0.953,estimated,legacy_import
R0000287164,2,2026-01-07 01:30:00,2.7334,237.4,47.7,0.942,actual,meter_gateway
R0000287165,2,2026-01-07 01:45:00,2.7607,227.08,56.85,0.929,actual,meter_gateway
R0000287166,2,2026-01-07 02:00:00,2.5785,238.69,49.39,0.944,actual,meter_gateway
R0000287167,2,2026-01-07 02:15:00,2.4869,226.98,48.86,0.932,actual,meter_gateway
R0000287168,2,2026-01-07 02:30:00,2.2794,235.87,40.68,0.889,actual,meter_gateway
R0000287169,2,2026-01-07 02:45:00,2.1964,224.88,37.43,0.955,estimated,legacy_import
R0000287170,2,2026-01-07 03:00:00,2.9496,236.2,49.32,0.985,actual,meter_gateway
R0000287171,2,2026-01-07 03:15:00,2.4208,235.35,41.13,0.963,actual,meter_gateway
R0000287172,2,2026-01-07 03:30:00,2.5287,229.41,48.18,0.91,estimated,legacy_import
R0000287173,2,2026-01-07 03:45:00,2.556,237.85,44.67,0.96,actual,meter_gateway
R0000287174,2,2026-01-07 04:00:00,2.5498,230.01,42.93,0.984,actual,meter_gateway
R0000287175,2,2026-01-07 04:15:00,2.5969,226.36,52.4,0.941,actual,meter_gateway
R0000287176,2,2026-01-07 04:30:00,2.6786,232.18,49.82,0.949,actual,meter_gateway
R0000287177,2,2026-01-07 04:45:00,2.7024,238.27,48.32,0.937,actual,meter_gateway
R0000287178,2,2026-01-07 05:00:00,2.4802,236.28,44.23,0.921,estimated,legacy_import
R0000287179,2,2026-01-07 05:15:00,3.009,229.85,54.53,0.929,actual,meter_gateway
R0000287180,2,2026-01-07 05:30:00,2.6034,226.11,46.24,0.988,actual,meter_gateway
R0000287181,2,2026-01-07 05:45:00,2.3529,232.55,39.8,0.974,actual,meter_gateway
R0000287182,2,2026-01-07 06:00:00,2.4084,229.05,41.85,0.963,actual,meter_gateway
R0000287183,2,2026-01-07 06:15:00,2.5205,233.48,49.34,0.908,actual,meter_gateway
R0000287184,2,2026-01-07 06:30:00,2.8405,226.31,47.55,1.0,actual,meter_gateway
R0000287185,2,2026-01-07 06:45:00,2.1665,225.96,39.86,0.913,actual,meter_gateway
R0000287186,2,2026-01-07 07:00:00,3.2082,236.95,55.83,0.998,actual,meter_gateway
R0000287187,2,2026-01-07 07:15:00,2.4888,231.89,44.72,0.985,actual,meter_gateway
R0000287188,2,2026-01-07 07:30:00,2.8627,234.37,52.19,0.89,estimated,legacy_import
R0000287189,2,2026-01-07 07:45:00,2.2648,232.29,37.61,1.0,actual,meter_gateway
R0000287190,2,2026-01-07 08:00:00,3.0466,234.33,55.43,0.937,actual,meter_gateway
R0000287191,2,2026-01-07 08:15:00,2.6868,228.74,49.03,0.896,estimated,legacy_import
R0000287192,2,2026-01-07 08:30:00,2.5839,232.69,47.99,0.97,actual,meter_gateway
R0000287193,2,2026-01-07 08:45:00,2.6996,227.11,50.63,0.944,actual,meter_gateway
R0000287194,2,2026-01-07 09:00:00,2.4191,231.86,41.37,0.92,actual,meter_gateway
R0000287195,2,2026-01-07 09:15:00,2.6631,226.37,53.13,0.871,actual,meter_gateway
R0000287196,2,2026-01-07 09:30:00,2.4406,225.61,46.18,0.947,actual,meter_gateway
R0000287197,2,2026-01-07 09:45:00,2.5817,229.12,41.78,0.975,actual,meter_gateway
R0000287198,2,2026-01-07 10:00:00,2.8757,235.85,49.94,0.932,actual,meter_gateway
R0000287199,2,2026-01-07 10:15:00,2.3139,230.48,39.76,0.963,actual,meter_gateway
R0000287200,2,2026-01-07 10:30:00,2.2744,226.74,43.84,0.97,estimated,legacy_import
R0000287201,2,2026-01-07 10:45:00,2.9419,230.1,52.88,0.963,actual,meter_gateway
R0000287202,2,2026-01-07 11:00:00,2.1619,233.17,42.89,0.956,actual,meter_gateway
R0000287203,2,2026-01-07 11:15:00,2.7847,234.36,44.4,0.973,actual,meter_gateway
R0000287204,2,2026-01-07 11:30:00,2.2814,230.13,43.47,0.894,estimated,legacy_import
R0000287205,2,2026-01-07 11:45:00,2.5293,225.95,43.02,0.976,actual,meter_gateway
R0000287206,2,2026-01-07 12:00:00,2.4611,228.16,50.22,0.913,actual,meter_gateway
R0000287207,2,2026-01-07 12:15:00,2.6948,229.5,49.4,0.97,actual,meter_gateway
R0000287208,2,2026-01-07 12:30:00,2.4181,225.08,42.74,0.985,actual,meter_gateway
R0000287209,2,2026-01-07 13:00:00,1.8974,236.05,39.47,0.866,actual,meter_gateway
R0000287210,2,2026-01-07 13:15:00,2.1216,226.12,39.7,0.967,actual,meter_gateway
R0000287211,2,2026-01-07 13:30:00,2.21,232.96,40.03,0.925,actual,meter_gateway
R0000287212,2,2026-01-07 13:45:00,2.1136,234.44,37.64,0.917,actual,meter_gateway
R0000287213,2,2026-01-07 14:00:00,2.1647,229.58,37.38,1.0,actual,meter_gateway
R0000287214,2,2026-01-07 14:15:00,2.0852,226.06,38.94,0.931,actual,meter_gateway
R0000287215,2,2026-01-07 14:30:00,2.1221,226.58,41.38,0.913,estimated,legacy_import
R0000287216,2,2026-01-07 14:45:00,2.4294,231.28,41.68,0.962,estimated,legacy_import
R0000287217,2,2026-01-07 15:00:00,2.3117,230.64,42.91,0.949,actual,meter_gateway
R0000287218,2,2026-01-07 15:15:00,2.588,224.42,52.23,0.91,actual,meter_gateway
R0000287219,2,2026-01-07 15:30:00,2.2475,233.18,39.66,0.945,actual,meter_gateway
R0000287220,2,2026-01-07 15:45:00,2.3756,221.75,46.44,0.915,estimated,legacy_import
R0000287221,2,2026-01-07 16:00:00,2.0867,232.14,37.13,0.963,actual,meter_gateway
R0000287222,2,2026-01-07 16:15:00,2.3946,229.05,46.06,0.946,estimated,legacy_import
R0000287223,2,2026-01-07 16:30:00,2.2051,232.21,37.95,0.984,actual,meter_gateway
R0000287224,2,2026-01-07 16:45:00,2.1544,233.48,40.17,0.883,actual,meter_gateway
R0000287225,2,2026-01-07 17:00:00,2.309,236.47,39.4,0.946,actual,meter_gateway
R0000287226,2,2026-01-07 17:15:00,2.1155,223.61,43.77,0.933,actual,meter_gateway
R0000287227,2,2026-01-07 17:30:00,2.1361,227.15,38.35,0.981,actual,meter_gateway
R0000287228,2,2026-01-07 17:45:00,2.2825,227.66,39.32,0.937,actual,meter_gateway
R0000287229,2,2026-01-07 18:00:00,2.4788,230.56,43.56,0.963,actual,meter_gateway
R0000287230,2,2026-01-07 18:15:00,2.301,236.43,40.58,0.936,actual,meter_gateway
R0000287231,2,2026-01-07 18:30:00,2.0354,235.22,36.89,0.927,actual,meter_gateway
R0000287232,2,2026-01-07 18:45:00,2.3006,232.34,40.1,0.919,estimated,legacy_import
R0000287233,2,2026-01-07 19:00:00,2.406,232.54,42.37,0.968,actual,meter_gateway
R0000287234,2,2026-01-07 19:15:00,2.5233,234.57,48.16,0.904,actual,meter_gateway
R0000287235,2,2026-01-07 19:30:00,2.1144,222.67,39.06,1.0,actual,meter_gateway
R0000287236,2,2026-01-07 19:45:00,2.4275,230.06,42.2,0.968,estimated,legacy_import
R0000287237,2,2026-01-07 20:00:00,2.3563,229.34,42.76,0.922,actual,meter_gateway
R0000287238,2,2026-01-07 20:15:00,2.3371,234.63,42.15,0.926,actual,meter_gateway
R0000287239,2,2026-01-07 20:30:00,2.5533,229.86,43.5,0.942,actual,meter_gateway
R0000287240,2,2026-01-07 20:45:00,2.3965,227.83,48.25,0.961,actual,meter_gateway
R0000287241,2,2026-01-07 21:00:00,2.0754,233.18,41.5,0.915,actual,meter_gateway
R0000287242,2,2026-01-07 21:15:00,2.0621,234.69,40.94,0.9,actual,meter_gateway
R0000287243,2,2026-01-07 21:30:00,2.6733,228.98,47.02,0.911,actual,meter_gateway
R0000287244,2,2026-01-07 21:45:00,2.173,226.85,41.43,0.965,actual,meter_gateway
R0000287245,2,2026-01-07 22:00:00,2.2173,230.27,42.67,0.97,actual,meter_gateway
R0000287246,2,2026-01-07 22:15:00,2.2791,239.74,43.52,0.922,actual,meter_gateway
R0000287247,2,2026-01-07 22:30:00,2.1644,227.14,40.15,0.926,actual,meter_gateway
R0000287248,2,2026-01-07 22:45:00,2.4301,224.99,42.31,0.973,actual,meter_gateway
R0000287249,2,2026-01-07 23:00:00,2.0555,225.61,42.6,0.856,actual,meter_gateway
R0000287250,2,2026-01-07 23:15:00,2.1822,233.49,37.97,0.914,actual,meter_gateway
R0000287251,2,2026-01-07 23:30:00,2.4966,229.78,48.28,0.909,actual,meter_gateway
R0000287252,2,2026-01-07 23:45:00,2.6414,235.67,49.73,0.93,actual,meter_gateway
R0000287253,3,2026-01-07 00:00:00,1.3358,229.49,28.13,0.888,actual,meter_gateway
R0000287254,3,2026-01-07 00:15:00,1.6384,230.49,29.09,0.96,actual,meter_gateway
R0000287255,3,2026-01-07 00:30:00,1.3814,226.44,26.67,0.952,actual,meter_gateway
R0000287256,3,2026-01-07 00:45:00,1.3387,234.22,24.97,0.924,actual,meter_gateway
R0000287257,3,2026-01-07 01:00:00,1.4461,230.5,25.1,0.905,actual,meter_gateway
R0000287258,3,2026-01-07 01:15:00,1.4284,225.7,25.11,0.983,estimated,legacy_import
R0000287259,3,2026-01-07 01:30:00,1.386,224.77,24.42,0.897,actual,meter_gateway
R0000287260,3,2026-01-07 01:45:00,1.3499,231.98,26.57,0.902,actual,meter_gateway
R0000287261,3,2026-01-07 02:00:00,1.4456,229.73,26.55,0.901,estimated,legacy_import
R0000287262,3,2026-01-07 02:15:00,1.4928,233.34,31.0,0.894,actual,meter_gateway
R0000287263,3,2026-01-07 02:30:00,1.2893,228.28,21.58,0.966,actual,meter_gateway
R0000287264,3,2026-01-07 02:45:00,1.3064,226.21,26.54,0.902,actual,meter_gateway
R0000287265,3,2026-01-07 03:00:00,1.4442,229.32,27.54,0.896,actual,meter_gateway
R0000287266,3,2026-01-07 03:15:00,1.2645,233.85,24.95,0.906,actual,meter_gateway
R0000287267,3,2026-01-07 03:30:00,1.3486,225.45,25.05,0.936,actual,meter_gateway
R0000287268,3,2026-01-07 03:45:00,1.2639,232.3,23.09,0.931,actual,meter_gateway
R0000287269,3,2026-01-07 04:00:00,1.4478,229.61,26.5,0.98,actual,meter_gateway
R0000287270,3,2026-01-07 04:15:00,1.4567,233.54,25.96,0.938,actual,meter_gateway
R0000287271,3,2026-01-07 04:30:00,1.296,227.56,25.45,0.891,actual,meter_gateway
R0000287272,3,2026-01-07 04:45:00,1.4558,228.27,29.37,0.937,actual,meter_gateway
R0000287273,3,2026-01-07 05:00:00,1.3397,228.97,27.76,0.897,estimated,legacy_import
R0000287274,3,2026-01-07 05:15:00,1.4072,233.27,25.85,0.921,actual,meter_gateway
R0000287275,3,2026-01-07 05:30:00,1.4756,231.08,26.3,0.979,actual,meter_gateway
R0000287276,3,2026-01-07 05:45:00,1.5042,232.37,27.42,0.968,actual,meter_gateway
R0000287277,3,2026-01-07 06:00:00,1.5632,228.28,31.55,0.931,actual,meter_gateway
R0000287278,3,2026-01-07 06:30:00,1.2845,231.41,24.33,0.877,actual,meter_gateway
R0000287279,3,2026-01-07 06:45:00,1.3713,225.17,24.76,0.964,actual,meter_gateway
R0000287280,3,2026-01-07 07:00:00,1.5378,230.22,26.3,0.918,actual,meter_gateway
R0000287281,3,2026-01-07 07:15:00,1.3193,230.67,25.05,0.937,actual,meter_gateway
R0000287282,3,2026-01-07 07:30:00,1.4629,235.28,27.34,0.943,actual,meter_gateway
R0000287283,3,2026-01-07 07:45:00,1.451,232.88,26.77,0.954,actual,meter_gateway
R0000287284,3,2026-01-07 08:00:00,1.3041,233.84,23.31,0.916,actual,meter_gateway
R0000287285,3,2026-01-07 08:15:00,1.2824,227.0,26.07,0.899,actual,meter_gateway
R0000287286,3,2026-01-07 08:30:00,1.2791,232.43,21.6,0.991,actual,meter_gateway
R0000287287,3,2026-01-07 08:45:00,1.5846,230.07,30.39,0.931,actual,meter_gateway
R0000287288,3,2026-01-07 09:00:00,1.4343,232.59,24.48,0.971,actual,meter_gateway
R0000287289,3,2026-01-07 09:15:00,1.4746,222.48,26.53,0.919,actual,meter_gateway
R0000287290,3,2026-01-07 09:30:00,1.2585,228.04,22.1,0.948,actual,meter_gateway
R0000287291,3,2026-01-07 09:45:00,1.4471,229.03,26.82,0.926,actual,meter_gateway
R0000287292,3,2026-01-07 10:00:00,1.4532,228.63,27.31,0.918,actual,meter_gateway
R0000287293,3,2026-01-07 10:15:00,1.298,225.2,24.02,0.963,actual,meter_gateway
R0000287294,3,2026-01-07 10:30:00,1.3134,228.4,25.62,0.924,actual,meter_gateway
R0000287295,3,2026-01-07 10:45:00,1.4397,227.68,27.81,0.918,actual,meter_gateway
R0000287296,3,2026-01-07 11:00:00,1.4565,232.02,24.56,0.975,actual,meter_gateway
R0000287297,3,2026-01-07 11:15:00,1.1834,227.74,22.13,0.963,estimated,legacy_import
R0000287298,3,2026-01-07 11:30:00,1.3265,230.99,24.79,0.981,actual,meter_gateway
R0000287299,3,2026-01-07 11:45:00,1.1166,236.56,21.67,0.932,estimated,legacy_import
R0000287300,3,2026-01-07 12:00:00,1.313,230.91,23.26,0.937,actual,meter_gateway
R0000287301,3,2026-01-07 12:15:00,1.4433,233.56,25.69,0.961,actual,meter_gateway
R0000287302,3,2026-01-07 12:30:00,1.4411,225.98,26.41,0.884,actual,meter_gateway
R0000287303,3,2026-01-07 12:45:00,1.1384,222.67,20.41,0.961,estimated,legacy_import
R0000287304,3,2026-01-07 13:00:00,1.211,235.27,19.93,0.965,actual,meter_gateway
R0000287305,3,2026-01-07 13:15:00,1.336,229.77,23.33,0.935,actual,meter_gateway
R0000287306,3,2026-01-07 13:30:00,1.4633,224.75,28.48,0.918,actual,meter_gateway
R0000287307,3,2026-01-07 13:45:00,1.3517,225.94,26.26,0.925,actual,meter_gateway
R0000287308,3,2026-01-07 14:00:00,1.2451,227.12,22.09,0.915,actual,meter_gateway
R0000287309,3,2026-01-07 14:15:00,1.3795,225.61,24.44,0.886,estimated,legacy_import
R0000287310,3,2026-01-07 14:30:00,1.0837,234.32,19.14,0.94,actual,meter_gateway
R0000287311,3,2026-01-07 14:45:00,1.184,235.55,20.56,0.932,actual,meter_gateway
R0000287312,3,2026-01-07 15:00:00,1.2231,235.36,23.28,0.952,estimated,legacy_import
R0000287313,3,2026-01-07 15:15:00,1.183,232.39,23.12,0.924,estimated,legacy_import
R0000287314,3,2026-01-07 15:30:00,1.2918,223.69,23.18,0.938,actual,meter_gateway
R0000287315,3,2026-01-07 15:45:00,1.1379,231.03,21.84,0.94,actual,meter_gateway
R0000287316,3,2026-01-07 16:00:00,1.1649,228.54,21.35,0.961,estimated,legacy_import
R0000287317,3,2026-01-07 16:15:00,1.1668,224.62,20.58,0.956,actual,meter_gateway
R0000287318,3,2026-01-07 16:30:00,1.3203,229.88,24.85,0.897,actual,meter_gateway
R0000287319,3,2026-01-07 16:45:00,1.356,227.93,24.8,0.938,actual,meter_gateway
R0000287320,3,2026-01-07 17:00:00,1.3356,234.23,22.56,0.956,actual,meter_gateway
R0000287321,3,2026-01-07 17:15:00,1.2386,230.04,27.39,0.87,actual,meter_gateway
R0000287322,3,2026-01-07 17:30:00,1.3356,226.26,28.4,0.901,actual,meter_gateway
R0000287323,3,2026-01-07 17:45:00,1.1074,228.77,19.65,0.943,actual,meter_gateway
R0000287324,3,2026-01-07 18:00:00,1.1819,231.79,21.92,0.948,actual,meter_gateway
R0000287325,3,2026-01-07 18:15:00,1.225,228.78,22.3,0.955,actual,meter_gateway
R0000287326,3,2026-01-07 18:30:00,1.1677,233.16,21.13,0.94,actual,meter_gateway
R0000287327,3,2026-01-07 18:45:00,1.3226,225.46,24.61,0.936,estimated,legacy_import
R0000287328,3,2026-01-07 19:00:00,1.1737,228.4,22.5,0.934,actual,meter_gateway
R0000287329,3,2026-01-07 19:15:00,1.2205,233.41,21.09,0.961,actual,meter_gateway
R0000287330,3,2026-01-07 19:30:00,1.2469,220.82,25.35,0.927,actual,meter_gateway
R0000287331,3,2026-01-07 19:45:00,1.1592,230.19,20.56,0.956,actual,meter_gateway
R0000287332,3,2026-01-07 20:00:00,1.1562,227.26,22.21,0.865,actual,meter_gateway
R0000287333,3,2026-01-07 20:15:00,1.2291,233.83,21.43,0.921,estimated,legacy_import
R0000287334,3,2026-01-07 20:30:00,1.1907,234.52,22.49,0.945,actual,meter_gateway
R0000287335,3,2026-01-07 20:45:00,1.2966,235.9,22.15,0.946,actual,meter_gateway
R0000287336,3,2026-01-07 21:00:00,1.1567,230.7,21.4,0.939,actual,meter_gateway
R0000287337,3,2026-01-07 21:15:00,1.3338,232.57,27.37,0.921,actual,meter_gateway
R0000287338,3,2026-01-07 21:30:00,1.0993,229.53,24.12,0.845,estimated,legacy_import
R0000287339,3,2026-01-07 21:45:00,1.2638,229.82,23.48,0.945,actual,meter_gateway
R0000287340,3,2026-01-07 22:00:00,1.3193,232.98,24.84,0.986,actual,meter_gateway
R0000287341,3,2026-01-07 22:15:00,1.1806,232.27,21.39,0.926,actual,meter_gateway
R0000287342,3,2026-01-07 22:30:00,1.3284,230.53,24.17,0.963,estimated,legacy_import
R0000287343,3,2026-01-07 22:45:00,1.2785,223.91,24.22,0.942,actual,meter_gateway
R0000287344,3,2026-01-07 23:00:00,1.2789,233.05,25.93,0.914,actual,meter_gateway
R0000287345,3,2026-01-07 23:15:00,1.3366,229.99,23.71,0.978,actual,meter_gateway
R0000287346,,2026-01-07 23:30:00,1.0549,225.16,18.97,0.962,actual,meter_gateway
R0000287347,3,2026-01-07 23:45:00,1.4521,227.36,27.39,0.943,actual,meter_gateway
R0000287348,4,2026-01-07 00:00:00,0.2712,232.6,5.25,0.949,actual,meter_gateway
R0000287349,4,2026-01-07 00:15:00,0.2762,229.8,4.98,0.974,actual,meter_gateway
R0000287350,4,2026-01-07 00:30:00,0.2318,233.6,4.52,0.943,actual,meter_gateway
R0000287351,4,2026-01-07 00:45:00,0.256,228.64,4.99,0.902,actual,meter_gateway
